,115,38,8,63,35,76,126,17,100,85,116,54,57,22,64,94,45,86,79,75,44,25,88,39,98,23,125,14,49,108,114,128,21,78,46,51,124,93,117,30,12,122,111,67,82,13,60,97,107,42,121,68,96,72,41,118,52,28,53,103,20,106,7,84
Label,CAN     ,OO,OO,SUN,CAN     ,OO,SUN,CAN     ,CAN     ,OO,CAN     ,OO,OO,OO,SUN,SUN,SUN,OO,SUN,OO,OO,OO,OO,OO,CAN     ,OO,SUN,SUN,CAN     ,OO,CAN     ,SUN,OO,SUN,SUN,CAN     ,OO,SUN,OO,SUN,OO,OO,SUN,CAN     ,CAN     ,SUN,OO,CAN     ,OO,OO,OO,CAN     ,SUN,OO,OO,OO,CAN     ,OO,OO,OO,CAN     ,OO,OO,CAN     
['24'],-0.102529494,-0.058481119,-0.054857261,-0.064409783,-0.059239403,-0.055355554,-0.097255174,-0.092760559,-0.117554832,-0.067312739,-0.093764711,-0.066127671,-0.066818998,-0.029703108,-0.081059122,-0.086672244,-0.092288937,-0.065521677,-0.074477129,-0.05078,-0.065778074,-0.048373617,-0.049976863,-0.058872678,-0.114010115,-0.030819696,-0.108655608,-0.070224183,-0.068774882,-0.089976401,-0.104405353,-0.096676754,-0.041450888,-0.082876899,-0.079058987,-0.070819172,-0.077323401,-0.078730927,-0.069710516,-0.079662293,-0.076252574,-0.080932332,-0.080433548,-0.064272671,-0.088715543,-0.082838876,-0.055604932,-0.126097364,-0.110417246,-0.067597567,-0.080938,-0.060012375,-0.070261938,-0.041961831,-0.071626148,-0.070287877,-0.063453216,-0.067882387,-0.07206641,-0.093097826,-0.069100652,-0.092899288,-0.049834068,-0.068698035
['24'],-0.102529494,-0.058481119,-0.054857261,-0.064409783,-0.059239403,-0.055355554,-0.097255174,-0.092760559,-0.117554832,-0.067312739,-0.093764711,-0.066127671,-0.066818998,-0.029703108,-0.081059122,-0.086672244,-0.092288937,-0.065521677,-0.074477129,-0.05078,-0.065778074,-0.048373617,-0.049976863,-0.058872678,-0.114010115,-0.030819696,-0.108655608,-0.070224183,-0.068774882,-0.089976401,-0.104405353,-0.096676754,-0.041450888,-0.082876899,-0.079058987,-0.070819172,-0.077323401,-0.078730927,-0.069710516,-0.079662293,-0.076252574,-0.080932332,-0.080433548,-0.064272671,-0.088715543,-0.082838876,-0.055604932,-0.126097364,-0.110417246,-0.067597567,-0.080938,-0.060012375,-0.070261938,-0.041961831,-0.071626148,-0.070287877,-0.063453216,-0.067882387,-0.07206641,-0.093097826,-0.069100652,-0.092899288,-0.049834068,-0.068698035
['25'],-0.102442953,-0.058391646,-0.055206723,-0.064745945,-0.05844221,-0.055149568,-0.096491971,-0.092955008,-0.116977162,-0.067385798,-0.094490408,-0.066441652,-0.065635443,-0.029880603,-0.080166327,-0.086071851,-0.091541333,-0.065580871,-0.073557797,-0.051299383,-0.065415954,-0.047622961,-0.050420442,-0.059044247,-0.114391204,-0.031606129,-0.108122754,-0.069250072,-0.069072976,-0.088724225,-0.10521276,-0.096555426,-0.041692943,-0.082119612,-0.078261817,-0.071364237,-0.075740028,-0.07765878,-0.06891357,-0.08023838,-0.075813673,-0.080013634,-0.079914805,-0.065097129,-0.088831387,-0.081945091,-0.055782752,-0.126487792,-0.109081378,-0.067365369,-0.079882159,-0.059163664,-0.069422634,-0.041087212,-0.070322409,-0.070613327,-0.063119531,-0.067428227,-0.071428629,-0.092664141,-0.069290006,-0.091449532,-0.049096347,-0.069398676
['25'],-0.102442953,-0.058391646,-0.055206723,-0.064745945,-0.05844221,-0.055149568,-0.096491971,-0.092955008,-0.116977162,-0.067385798,-0.094490408,-0.066441652,-0.065635443,-0.029880603,-0.080166327,-0.086071851,-0.091541333,-0.065580871,-0.073557797,-0.051299383,-0.065415954,-0.047622961,-0.050420442,-0.059044247,-0.114391204,-0.031606129,-0.108122754,-0.069250072,-0.069072976,-0.088724225,-0.10521276,-0.096555426,-0.041692943,-0.082119612,-0.078261817,-0.071364237,-0.075740028,-0.07765878,-0.06891357,-0.08023838,-0.075813673,-0.080013634,-0.079914805,-0.065097129,-0.088831387,-0.081945091,-0.055782752,-0.126487792,-0.109081378,-0.067365369,-0.079882159,-0.059163664,-0.069422634,-0.041087212,-0.070322409,-0.070613327,-0.063119531,-0.067428227,-0.071428629,-0.092664141,-0.069290006,-0.091449532,-0.049096347,-0.069398676
['26'],-0.10240509,-0.058293043,-0.055674998,-0.065073583,-0.057802178,-0.055003533,-0.095802204,-0.09313901,-0.11643786,-0.067464106,-0.095216246,-0.066679113,-0.064491017,-0.030245793,-0.079163084,-0.085261176,-0.090844712,-0.065576729,-0.072765169,-0.052028167,-0.064973831,-0.047361999,-0.050965014,-0.059157156,-0.114790379,-0.032632997,-0.107596476,-0.068309591,-0.069604042,-0.087431696,-0.106010925,-0.096418014,-0.042247955,-0.081420642,-0.077390535,-0.071746196,-0.074329355,-0.076717346,-0.06822842,-0.081054755,-0.075460578,-0.079084757,-0.079444564,-0.06602599,-0.089061132,-0.080970859,-0.055970152,-0.126837797,-0.107798566,-0.067174483,-0.078997732,-0.058622444,-0.068729834,-0.040215094,-0.06894989,-0.071036284,-0.062704759,-0.067135986,-0.070896046,-0.092302526,-0.069595313,-0.089854839,-0.048471371,-0.070091786
['26'],-0.10240509,-0.058293043,-0.055674998,-0.065073583,-0.057802178,-0.055003533,-0.095802204,-0.09313901,-0.11643786,-0.067464106,-0.095216246,-0.066679113,-0.064491017,-0.030245793,-0.079163084,-0.085261176,-0.090844712,-0.065576729,-0.072765169,-0.052028167,-0.064973831,-0.047361999,-0.050965014,-0.059157156,-0.114790379,-0.032632997,-0.107596476,-0.068309591,-0.069604042,-0.087431696,-0.106010925,-0.096418014,-0.042247955,-0.081420642,-0.077390535,-0.071746196,-0.074329355,-0.076717346,-0.06822842,-0.081054755,-0.075460578,-0.079084757,-0.079444564,-0.06602599,-0.089061132,-0.080970859,-0.055970152,-0.126837797,-0.107798566,-0.067174483,-0.078997732,-0.058622444,-0.068729834,-0.040215094,-0.06894989,-0.071036284,-0.062704759,-0.067135986,-0.070896046,-0.092302526,-0.069595313,-0.089854839,-0.048471371,-0.070091786
['27'],-0.102436071,-0.058142078,-0.056219512,-0.065383966,-0.057338788,-0.054906302,-0.095185916,-0.093289804,-0.115961885,-0.067587706,-0.095930858,-0.06687164,-0.063397847,-0.030765073,-0.078094057,-0.084296299,-0.090201138,-0.065494643,-0.072117276,-0.052870577,-0.064477624,-0.047592564,-0.051569089,-0.059221328,-0.115148321,-0.03383191,-0.107092554,-0.067417909,-0.07036779,-0.086102696,-0.10680982,-0.096253836,-0.043083009,-0.080740935,-0.076482586,-0.071988406,-0.073116102,-0.075896851,-0.067681056,-0.082115496,-0.075216184,-0.078170324,-0.079013743,-0.067045016,-0.089392901,-0.079933542,-0.056191645,-0.127113836,-0.106597567,-0.06703259,-0.078303435,-0.058461006,-0.068170368,-0.039445796,-0.067551085,-0.07152399,-0.062207622,-0.067010986,-0.070506355,-0.092025935,-0.070039544,-0.088147088,-0.047960891,-0.070758878
['27'],-0.102436071,-0.058142078,-0.056219512,-0.065383966,-0.057338788,-0.054906302,-0.095185916,-0.093289804,-0.115961885,-0.067587706,-0.095930858,-0.06687164,-0.063397847,-0.030765073,-0.078094057,-0.084296299,-0.090201138,-0.065494643,-0.072117276,-0.052870577,-0.064477624,-0.047592564,-0.051569089,-0.059221328,-0.115148321,-0.03383191,-0.107092554,-0.067417909,-0.07036779,-0.086102696,-0.10680982,-0.096253836,-0.043083009,-0.080740935,-0.076482586,-0.071988406,-0.073116102,-0.075896851,-0.067681056,-0.082115496,-0.075216184,-0.078170324,-0.079013743,-0.067045016,-0.089392901,-0.079933542,-0.056191645,-0.127113836,-0.106597567,-0.06703259,-0.078303435,-0.058461006,-0.068170368,-0.039445796,-0.067551085,-0.07152399,-0.062207622,-0.067010986,-0.070506355,-0.092025935,-0.070039544,-0.088147088,-0.047960891,-0.070758878
