,128,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
Label,SUN,CAN     ,CAN     ,CAN     ,CAN     ,OO,OO,OO,OO,OO,OO,OO,OO,SUN,SUN,SUN,SUN,CAN     ,CAN     ,CAN     ,CAN     ,OO,OO,OO,OO,OO,OO,OO,OO,SUN,SUN,SUN,SUN,CAN     ,CAN     ,CAN     ,CAN     ,OO,OO,OO,OO,OO,OO,OO,OO,SUN,SUN,SUN,SUN,CAN     ,CAN     ,CAN     ,CAN     ,OO,OO,OO,OO,OO,OO,OO,OO,SUN,SUN,SUN,SUN,CAN     ,CAN     ,CAN     ,CAN     ,OO,OO,OO,OO,OO,OO,OO,OO,SUN,SUN,SUN,SUN,CAN     ,CAN     ,CAN     ,CAN     ,OO,OO,OO,OO,OO,OO,OO,OO,SUN,SUN,SUN,SUN,CAN     ,CAN     ,CAN     ,CAN     ,OO,OO,OO,OO,OO,OO,OO,OO,SUN,SUN,SUN,SUN,CAN     ,CAN     ,CAN     ,CAN     ,OO,OO,OO,OO,OO,OO,OO,OO,SUN,SUN,SUN
['204'],0.934940641,0.836540476,0.85391573,0.8303654,0.813508791,1.338524548,1.298449836,1.302176855,1.286548623,1.380709401,1.363511992,1.321502984,1.303774104,0.738809297,0.71612666,0.713799133,0.718775671,0.790768408,0.799083029,0.791802149,0.772690737,1.321606813,1.32551557,1.267243086,1.253332572,1.397223156,1.361251463,1.357903082,1.296504115,1.274071488,1.276460696,1.258398267,1.241580901,0.905679352,0.896999015,0.882102658,0.8611735,1.466042477,1.410831872,1.404104682,1.383758462,1.44640135,1.416290456,1.388060957,1.370760871,0.879064316,0.897573774,0.891827497,0.887224433,1.05245351,1.030024998,1.004332078,0.984958579,1.407356606,1.381962833,1.371665156,1.338441452,1.599331109,1.557398205,1.523049498,1.508638994,1.062024782,1.001494589,0.964829436,0.951503468,1.030534849,0.946532551,0.959887674,0.96135947,1.438566246,1.432465543,1.434525001,1.450353137,1.613555932,1.574985056,1.584171766,1.539293717,1.092614053,1.084472064,1.08431862,1.07521078,0.97301558,0.942788718,0.913965157,0.940507581,1.263563896,1.232129288,1.225154256,1.208681391,1.391450647,1.372945698,1.356875297,1.33897793,1.1893507,1.104844264,1.063531729,1.04218103,0.881912311,0.861053257,0.865084436,0.843130161,1.328014267,1.322249549,1.299427551,1.311629663,1.285675555,1.265462661,1.245613929,1.240599183,1.064446896,1.053409145,1.04254488,1.043633002,0.821107088,0.813253315,0.831197597,0.7931522,1.312235387,1.26687575,1.279502475,1.283816693,1.30022175,1.27920642,1.280946627,1.3011487,0.985246817,0.971480769,0.950724155
['204'],0.934940641,0.836540476,0.85391573,0.8303654,0.813508791,1.338524548,1.298449836,1.302176855,1.286548623,1.380709401,1.363511992,1.321502984,1.303774104,0.738809297,0.71612666,0.713799133,0.718775671,0.790768408,0.799083029,0.791802149,0.772690737,1.321606813,1.32551557,1.267243086,1.253332572,1.397223156,1.361251463,1.357903082,1.296504115,1.274071488,1.276460696,1.258398267,1.241580901,0.905679352,0.896999015,0.882102658,0.8611735,1.466042477,1.410831872,1.404104682,1.383758462,1.44640135,1.416290456,1.388060957,1.370760871,0.879064316,0.897573774,0.891827497,0.887224433,1.05245351,1.030024998,1.004332078,0.984958579,1.407356606,1.381962833,1.371665156,1.338441452,1.599331109,1.557398205,1.523049498,1.508638994,1.062024782,1.001494589,0.964829436,0.951503468,1.030534849,0.946532551,0.959887674,0.96135947,1.438566246,1.432465543,1.434525001,1.450353137,1.613555932,1.574985056,1.584171766,1.539293717,1.092614053,1.084472064,1.08431862,1.07521078,0.97301558,0.942788718,0.913965157,0.940507581,1.263563896,1.232129288,1.225154256,1.208681391,1.391450647,1.372945698,1.356875297,1.33897793,1.1893507,1.104844264,1.063531729,1.04218103,0.881912311,0.861053257,0.865084436,0.843130161,1.328014267,1.322249549,1.299427551,1.311629663,1.285675555,1.265462661,1.245613929,1.240599183,1.064446896,1.053409145,1.04254488,1.043633002,0.821107088,0.813253315,0.831197597,0.7931522,1.312235387,1.26687575,1.279502475,1.283816693,1.30022175,1.27920642,1.280946627,1.3011487,0.985246817,0.971480769,0.950724155
['203'],0.939278457,0.883237987,0.897165166,0.874520439,0.85805086,1.397464187,1.355127552,1.359759449,1.340038754,1.403693991,1.385956391,1.339984231,1.320938737,0.741930115,0.718269624,0.717170938,0.721537636,0.83264229,0.841456188,0.836454056,0.814769425,1.384330586,1.387798987,1.325239434,1.313084279,1.461834086,1.424982927,1.423250303,1.358296585,1.3236125,1.329876499,1.315719964,1.30001711,0.918198108,0.905898898,0.888878285,0.868861669,1.492467825,1.432529145,1.423965008,1.402090099,1.457512096,1.426412244,1.397793641,1.38051209,0.880608551,0.899050164,0.893495446,0.888392904,1.096263655,1.068464322,1.039516115,1.018346017,1.433850245,1.407346957,1.395010687,1.361559045,1.607058602,1.561883452,1.527876093,1.513175499,1.07232832,1.00948723,0.973337849,0.959016064,1.075497871,0.987945874,1.003783006,0.999579773,1.502716274,1.487953324,1.483775066,1.490731143,1.656125015,1.607314322,1.60289812,1.553409706,1.09530065,1.086237369,1.08641323,1.0737807,1.001955686,0.970408737,0.941232356,0.965572379,1.286797818,1.252563591,1.245449637,1.226749529,1.404071227,1.38100986,1.364370803,1.346627363,1.197307744,1.108466663,1.06795035,1.045222501,0.891503551,0.870533955,0.874075814,0.851677933,1.337612365,1.3334019,1.310641689,1.323005404,1.288553139,1.266906982,1.248406532,1.241631193,1.074848778,1.062936946,1.05318407,1.053536428,0.855624319,0.846750794,0.863105487,0.825823871,1.351577266,1.306931772,1.319468977,1.322647718,1.333870409,1.312427906,1.310719217,1.328053851,0.990955889,0.976367393,0.955159199
['203'],0.939278457,0.883237987,0.897165166,0.874520439,0.85805086,1.397464187,1.355127552,1.359759449,1.340038754,1.403693991,1.385956391,1.339984231,1.320938737,0.741930115,0.718269624,0.717170938,0.721537636,0.83264229,0.841456188,0.836454056,0.814769425,1.384330586,1.387798987,1.325239434,1.313084279,1.461834086,1.424982927,1.423250303,1.358296585,1.3236125,1.329876499,1.315719964,1.30001711,0.918198108,0.905898898,0.888878285,0.868861669,1.492467825,1.432529145,1.423965008,1.402090099,1.457512096,1.426412244,1.397793641,1.38051209,0.880608551,0.899050164,0.893495446,0.888392904,1.096263655,1.068464322,1.039516115,1.018346017,1.433850245,1.407346957,1.395010687,1.361559045,1.607058602,1.561883452,1.527876093,1.513175499,1.07232832,1.00948723,0.973337849,0.959016064,1.075497871,0.987945874,1.003783006,0.999579773,1.502716274,1.487953324,1.483775066,1.490731143,1.656125015,1.607314322,1.60289812,1.553409706,1.09530065,1.086237369,1.08641323,1.0737807,1.001955686,0.970408737,0.941232356,0.965572379,1.286797818,1.252563591,1.245449637,1.226749529,1.404071227,1.38100986,1.364370803,1.346627363,1.197307744,1.108466663,1.06795035,1.045222501,0.891503551,0.870533955,0.874075814,0.851677933,1.337612365,1.3334019,1.310641689,1.323005404,1.288553139,1.266906982,1.248406532,1.241631193,1.074848778,1.062936946,1.05318407,1.053536428,0.855624319,0.846750794,0.863105487,0.825823871,1.351577266,1.306931772,1.319468977,1.322647718,1.333870409,1.312427906,1.310719217,1.328053851,0.990955889,0.976367393,0.955159199
['205'],0.929175221,0.791138697,0.811327075,0.787289215,0.770249232,1.278785796,1.241395558,1.24406584,1.232459955,1.353723086,1.337368141,1.299408197,1.28314867,0.735050259,0.713527255,0.710024921,0.715466553,0.750280815,0.757885635,0.748667439,0.732084478,1.259537316,1.263842266,1.210074457,1.194513612,1.332909981,1.298123219,1.293467432,1.235396824,1.223440734,1.221918501,1.201011141,1.182997919,0.891105284,0.885900659,0.873360924,0.852019158,1.437262197,1.387209951,1.382150401,1.363304075,1.434957845,1.406001691,1.378131193,1.360937185,0.877224183,0.895520236,0.889741972,0.885618735,1.007503468,0.990258863,0.967403787,0.949759148,1.377664406,1.354089412,1.345712325,1.313099889,1.588757424,1.550270957,1.51587986,1.501996336,1.052867124,0.994210737,0.957064601,0.944586193,0.984731728,0.905042287,0.915752185,0.922732034,1.374762118,1.376666641,1.383546512,1.407437225,1.568470443,1.539683548,1.561896006,1.522164927,1.089100879,1.082277259,1.081425289,1.07598064,0.942928479,0.913879755,0.885692948,0.914009001,1.239419369,1.210898568,1.204537753,1.19082543,1.377511218,1.363663622,1.34827852,1.329703088,1.180254103,1.10079845,1.058822063,1.038823279,0.870599253,0.849985321,0.854611177,0.833312977,1.316616593,1.309396661,1.286563975,1.298364309,1.281161634,1.262664455,1.241296202,1.238057096,1.052601052,1.042488543,1.030536639,1.032305066,0.786802132,0.7801626,0.799011835,0.760860373,1.271451368,1.226180596,1.238837677,1.243958418,1.26547654,1.244769354,1.249857105,1.272416343,0.977903918,0.965338042,0.944953975
['205'],0.929175221,0.791138697,0.811327075,0.787289215,0.770249232,1.278785796,1.241395558,1.24406584,1.232459955,1.353723086,1.337368141,1.299408197,1.28314867,0.735050259,0.713527255,0.710024921,0.715466553,0.750280815,0.757885635,0.748667439,0.732084478,1.259537316,1.263842266,1.210074457,1.194513612,1.332909981,1.298123219,1.293467432,1.235396824,1.223440734,1.221918501,1.201011141,1.182997919,0.891105284,0.885900659,0.873360924,0.852019158,1.437262197,1.387209951,1.382150401,1.363304075,1.434957845,1.406001691,1.378131193,1.360937185,0.877224183,0.895520236,0.889741972,0.885618735,1.007503468,0.990258863,0.967403787,0.949759148,1.377664406,1.354089412,1.345712325,1.313099889,1.588757424,1.550270957,1.51587986,1.501996336,1.052867124,0.994210737,0.957064601,0.944586193,0.984731728,0.905042287,0.915752185,0.922732034,1.374762118,1.376666641,1.383546512,1.407437225,1.568470443,1.539683548,1.561896006,1.522164927,1.089100879,1.082277259,1.081425289,1.07598064,0.942928479,0.913879755,0.885692948,0.914009001,1.239419369,1.210898568,1.204537753,1.19082543,1.377511218,1.363663622,1.34827852,1.329703088,1.180254103,1.10079845,1.058822063,1.038823279,0.870599253,0.849985321,0.854611177,0.833312977,1.316616593,1.309396661,1.286563975,1.298364309,1.281161634,1.262664455,1.241296202,1.238057096,1.052601052,1.042488543,1.030536639,1.032305066,0.786802132,0.7801626,0.799011835,0.760860373,1.271451368,1.226180596,1.238837677,1.243958418,1.26547654,1.244769354,1.249857105,1.272416343,0.977903918,0.965338042,0.944953975
['202'],0.942189808,0.930768028,0.940637935,0.919362503,0.903522259,1.454827124,1.410697647,1.416061967,1.392281892,1.422342824,1.404350383,1.354655906,1.334454769,0.744334357,0.719904837,0.720073346,0.723681776,0.875605639,0.88470445,0.882345799,0.858047212,1.447203843,1.450145613,1.383652164,1.373329585,1.525958413,1.488547539,1.488669108,1.42007259,1.37149059,1.381474083,1.372287117,1.357599308,0.928682029,0.912756184,0.89381467,0.875186688,1.516497895,1.452349877,1.441857686,1.418452824,1.468194527,1.436332259,1.407324721,1.390079991,0.881844304,0.899983187,0.89473201,0.889140683,1.138198189,1.104990972,1.072455236,1.049503155,1.457334047,1.430375697,1.415893843,1.382517193,1.612260087,1.564140209,1.530678774,1.515831453,1.083753092,1.018120572,0.98243871,0.967033958,1.118921711,1.028876697,1.046869679,1.036989194,1.566533382,1.542626587,1.530710052,1.528077096,1.695774193,1.636402864,1.618350634,1.564921513,1.097126924,1.087517064,1.087766853,1.071787336,1.029655237,0.99665166,0.96730618,0.989121809,1.309350096,1.272495213,1.265552807,1.245182802,1.415468372,1.388080917,1.370971341,1.352874204,1.204115113,1.111699096,1.071974887,1.047979406,0.899421748,0.878452245,0.881625286,0.858992958,1.345512462,1.342883409,1.320289798,1.332494728,1.289951138,1.267167942,1.24978923,1.241285864,1.083645775,1.070938932,1.062300302,1.06189196,0.89005632,0.880437825,0.894456048,0.858673817,1.388983342,1.345939608,1.358326118,1.360013398,1.366121467,1.344055432,1.338824038,1.352829813,0.995050189,0.98003211,0.958275388
['202'],0.942189808,0.930768028,0.940637935,0.919362503,0.903522259,1.454827124,1.410697647,1.416061967,1.392281892,1.422342824,1.404350383,1.354655906,1.334454769,0.744334357,0.719904837,0.720073346,0.723681776,0.875605639,0.88470445,0.882345799,0.858047212,1.447203843,1.450145613,1.383652164,1.373329585,1.525958413,1.488547539,1.488669108,1.42007259,1.37149059,1.381474083,1.372287117,1.357599308,0.928682029,0.912756184,0.89381467,0.875186688,1.516497895,1.452349877,1.441857686,1.418452824,1.468194527,1.436332259,1.407324721,1.390079991,0.881844304,0.899983187,0.89473201,0.889140683,1.138198189,1.104990972,1.072455236,1.049503155,1.457334047,1.430375697,1.415893843,1.382517193,1.612260087,1.564140209,1.530678774,1.515831453,1.083753092,1.018120572,0.98243871,0.967033958,1.118921711,1.028876697,1.046869679,1.036989194,1.566533382,1.542626587,1.530710052,1.528077096,1.695774193,1.636402864,1.618350634,1.564921513,1.097126924,1.087517064,1.087766853,1.071787336,1.029655237,0.99665166,0.96730618,0.989121809,1.309350096,1.272495213,1.265552807,1.245182802,1.415468372,1.388080917,1.370971341,1.352874204,1.204115113,1.111699096,1.071974887,1.047979406,0.899421748,0.878452245,0.881625286,0.858992958,1.345512462,1.342883409,1.320289798,1.332494728,1.289951138,1.267167942,1.24978923,1.241285864,1.083645775,1.070938932,1.062300302,1.06189196,0.89005632,0.880437825,0.894456048,0.858673817,1.388983342,1.345939608,1.358326118,1.360013398,1.366121467,1.344055432,1.338824038,1.352829813,0.995050189,0.98003211,0.958275388
