,34,54,57,37,58,67,41,3,22,28,16,42,30,24,21,60,13,33,66,45,7,74,8,61,65,68,35,15,14,43,20,53,55,75,1,76,47,9,27,49,69,72,52,6,25,56,29,38,12,64,18
Label,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1
['1'],15631.91325,10077.94985,12906.72526,15887.5432,15677.96497,12063.08201,12355.48824,15944.49653,12136.14154,9987.562404,9462.56331,10509.07265,11036.59798,11685.79049,14681.50396,15010.02997,10552.55565,13927.51077,14891.44209,8427.602675,11137.74901,14498.61682,12742.40786,10370.73717,10851.16805,8090.208268,16294.63279,13595.11937,7028.408469,19065.73038,17258.98937,17752.85981,9631.873391,11009.93142,12545.27455,13655.60342,14101.88439,9380.385078,11530.73203,11583.40006,12866.99318,13834.37955,12901.23727,15418.48791,12574.13587,9848.574329,13994.44641,9257.053463,12943.0372,12134.47248,6059.370253
['1'],15631.91325,10077.94985,12906.72526,15887.5432,15677.96497,12063.08201,12355.48824,15944.49653,12136.14154,9987.562404,9462.56331,10509.07265,11036.59798,11685.79049,14681.50396,15010.02997,10552.55565,13927.51077,14891.44209,8427.602675,11137.74901,14498.61682,12742.40786,10370.73717,10851.16805,8090.208268,16294.63279,13595.11937,7028.408469,19065.73038,17258.98937,17752.85981,9631.873391,11009.93142,12545.27455,13655.60342,14101.88439,9380.385078,11530.73203,11583.40006,12866.99318,13834.37955,12901.23727,15418.48791,12574.13587,9848.574329,13994.44641,9257.053463,12943.0372,12134.47248,6059.370253
['2'],167584.449,168295.3984,134774.5806,137115.2144,110851.3497,158138.0062,168585.3052,127639.5706,163692.3226,194964.9741,178968.1044,180074.3469,0.0,0.0,122839.3043,110091.9271,168069.3216,0.0,123142.8233,225849.2072,198442.1021,161163.7737,153901.0529,173400.6646,170683.337,210669.9104,159248.1118,113568.8911,204177.8747,142229.2984,107398.1278,97133.24891,179953.5366,197233.3821,167237.3424,175694.1811,144867.6699,0.0,175992.3346,0.0,161390.7497,154462.7707,0.0,0.0,168894.5208,165958.9318,157868.7786,222360.6654,166343.7647,164614.2303,0.0
['2'],167584.449,168295.3984,134774.5806,137115.2144,110851.3497,158138.0062,168585.3052,127639.5706,163692.3226,194964.9741,178968.1044,180074.3469,0.0,0.0,122839.3043,110091.9271,168069.3216,0.0,123142.8233,225849.2072,198442.1021,161163.7737,153901.0529,173400.6646,170683.337,210669.9104,159248.1118,113568.8911,204177.8747,142229.2984,107398.1278,97133.24891,179953.5366,197233.3821,167237.3424,175694.1811,144867.6699,0.0,175992.3346,0.0,161390.7497,154462.7707,0.0,0.0,168894.5208,165958.9318,157868.7786,222360.6654,166343.7647,164614.2303,0.0
['3'],73378.95481,55280.98696,62477.42906,84504.10344,83401.34875,62224.54369,64564.05378,67453.78282,65176.88085,60105.66761,59433.06774,59534.70927,62377.97534,59549.11173,74597.12302,77556.50875,59959.99225,69166.99105,75714.07233,55536.07054,58666.29005,68518.04267,61762.6648,58286.49662,60944.82105,58255.10233,73228.0528,77060.38977,56936.56808,89892.71558,92176.16123,86052.52234,53729.89863,61514.66343,59733.29429,61086.63142,74518.90678,57186.4176,61785.7127,56849.06521,60618.77115,66813.94349,58134.98861,66167.15631,64857.87558,55149.87175,65712.85165,58305.78407,58903.6876,62098.18309,73786.02145
['3'],73378.95481,55280.98696,62477.42906,84504.10344,83401.34875,62224.54369,64564.05378,67453.78282,65176.88085,60105.66761,59433.06774,59534.70927,62377.97534,59549.11173,74597.12302,77556.50875,59959.99225,69166.99105,75714.07233,55536.07054,58666.29005,68518.04267,61762.6648,58286.49662,60944.82105,58255.10233,73228.0528,77060.38977,56936.56808,89892.71558,92176.16123,86052.52234,53729.89863,61514.66343,59733.29429,61086.63142,74518.90678,57186.4176,61785.7127,56849.06521,60618.77115,66813.94349,58134.98861,66167.15631,64857.87558,55149.87175,65712.85165,58305.78407,58903.6876,62098.18309,73786.02145
['4'],37596.42116,38915.11464,42245.7041,38005.05179,45370.62016,33360.85767,31883.17513,39637.04559,33431.82833,30037.52589,29573.79513,28135.79061,31281.87229,35627.08689,36953.11436,44531.74297,30411.85354,41008.97299,41336.52791,30414.98312,35512.59253,35945.18512,37775.08729,36079.43273,38268.67706,31544.92547,39424.78311,33407.97261,28911.13091,42247.79555,41825.22634,47865.20653,38734.82301,36424.13633,36241.90425,37661.19297,36944.53886,35878.60472,0.0,38868.76621,31645.45754,33988.07647,39960.20491,38723.20987,32637.15294,38508.62258,31653.99487,31940.12574,41914.39462,39435.01679,27408.913
['4'],37596.42116,38915.11464,42245.7041,38005.05179,45370.62016,33360.85767,31883.17513,39637.04559,33431.82833,30037.52589,29573.79513,28135.79061,31281.87229,35627.08689,36953.11436,44531.74297,30411.85354,41008.97299,41336.52791,30414.98312,35512.59253,35945.18512,37775.08729,36079.43273,38268.67706,31544.92547,39424.78311,33407.97261,28911.13091,42247.79555,41825.22634,47865.20653,38734.82301,36424.13633,36241.90425,37661.19297,36944.53886,35878.60472,0.0,38868.76621,31645.45754,33988.07647,39960.20491,38723.20987,32637.15294,38508.62258,31653.99487,31940.12574,41914.39462,39435.01679,27408.913
['5'],3703.258349,0.0,2346.382017,3586.011436,2109.201654,0.0,3653.2681,2114.026431,2928.825161,3409.695748,2602.74242,3192.196506,3458.165789,2795.580265,2768.442669,0.0,2211.503105,3907.966556,2526.766708,0.0,3572.626638,3322.101413,3231.662689,2595.22089,2558.13182,3389.693379,3952.257789,2282.102034,2388.76449,4674.539929,3221.474744,2578.758821,3205.713106,3308.84227,2322.384548,3470.728522,4378.5344,3354.828502,3355.297601,3331.271886,3104.455631,2983.598104,2858.056215,2253.385923,3202.16598,2106.962282,2889.302841,4449.334361,3289.723215,2760.508854,0.0
