,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
['71'],12950.86722,12990.41007,12841.22226,12643.6397,11458.85576,11840.45148,10394.16404,10284.7771,10913.8646,10572.0,11124.1665,11464.21841,11704.99449,10342.61734,9269.516189,10750.19816,9490.169845,11393.98263,10552.42879,11253.4662,9303.962203,10684.80915,11095.28948,10342.80385,9914.24451,8745.864602,8132.872515,9087.23037,8882.958674,10263.75032,9185.065599,0.0,10558.96984,9800.253488,9743.506972,10108.16419,9293.140896,9672.731002,10205.92813,10639.7828,10787.42426,11123.80268,8733.798534,8578.158537,8420.284226,9557.99599,8031.775811,8033.165947,10350.50811,11555.99221,9771.42427,10562.42929,11189.15292,10158.63709,11874.60964,10727.81559,9402.852533,9924.314575,11084.53734,9333.599541,11082.11179,11492.9149,10134.18926,12014.50051,11794.79835,11122.0421,9103.697015,9411.535026,10740.35678,10686.53542,9422.307254,9589.013928,0.0,8434.406503,8772.279506,9377.413132,10530.2695,7753.822504
['72'],8910.822141,8826.202544,7851.917222,9430.654039,8695.165967,8718.765784,0.0,6683.569754,6526.86537,7800.0,7405.764864,7187.57823,7526.482235,6981.204595,6676.976441,7160.826438,7085.027564,6976.410828,7106.386941,6461.713084,5996.670631,6730.042127,6884.194455,6052.473431,5196.226467,5070.032899,0.0,5641.2492,5447.937169,5860.066753,5834.662801,5898.102043,0.0,5931.160531,5850.82531,5799.272367,5395.095253,4962.531558,4936.233556,5272.675195,5136.925305,5625.451959,0.0,4945.016558,4781.804947,5178.63346,5052.602844,4609.386587,8960.15734,8623.95661,7893.569032,9362.900142,9858.973904,8758.543017,7918.511297,8057.924451,7854.478613,7361.591165,7716.68195,7639.444918,7981.826195,7335.951409,7646.560334,7765.877814,7814.837361,8540.732331,6171.650454,6108.218131,5620.052145,6317.691282,6243.881508,6153.736588,5456.657164,5176.881575,5136.095144,5392.125641,5345.658988,5093.539558
['72'],8910.822141,8826.202544,7851.917222,9430.654039,8695.165967,8718.765784,0.0,6683.569754,6526.86537,7800.0,7405.764864,7187.57823,7526.482235,6981.204595,6676.976441,7160.826438,7085.027564,6976.410828,7106.386941,6461.713084,5996.670631,6730.042127,6884.194455,6052.473431,5196.226467,5070.032899,0.0,5641.2492,5447.937169,5860.066753,5834.662801,5898.102043,0.0,5931.160531,5850.82531,5799.272367,5395.095253,4962.531558,4936.233556,5272.675195,5136.925305,5625.451959,0.0,4945.016558,4781.804947,5178.63346,5052.602844,4609.386587,8960.15734,8623.95661,7893.569032,9362.900142,9858.973904,8758.543017,7918.511297,8057.924451,7854.478613,7361.591165,7716.68195,7639.444918,7981.826195,7335.951409,7646.560334,7765.877814,7814.837361,8540.732331,6171.650454,6108.218131,5620.052145,6317.691282,6243.881508,6153.736588,5456.657164,5176.881575,5136.095144,5392.125641,5345.658988,5093.539558
['73'],124874.8981,120309.7075,137216.655,120925.0967,136475.941,126057.64,124632.7469,119999.3018,118922.924,118651.0,122147.528,124989.7646,98290.25552,93130.75994,94488.51694,102959.4256,101397.5145,105015.9368,101433.0444,102995.7193,104197.3218,105966.6004,103071.3972,91777.17772,92053.97764,90664.73026,88551.24561,95226.55434,93618.49925,94394.58877,89818.67841,102939.6005,88197.23877,105457.0864,89169.72514,90584.07808,89079.81116,73136.08594,89472.39098,77219.41002,91053.51678,87543.42271,86046.92193,84058.55967,81555.3216,80422.48047,79058.09998,81327.71082,117182.5765,113734.2529,115592.4225,127623.3289,114323.8566,116299.8594,117288.4757,113976.4731,111571.7101,108379.7646,107519.029,108575.5125,120295.5907,118793.4006,118790.8818,104805.8968,114594.788,116429.2836,97278.10578,95186.88556,101221.1492,106057.6688,103747.1546,101921.2622,88105.65621,88282.03477,84710.75924,88435.15792,86654.43208,89135.19591
['73'],124874.8981,120309.7075,137216.655,120925.0967,136475.941,126057.64,124632.7469,119999.3018,118922.924,118651.0,122147.528,124989.7646,98290.25552,93130.75994,94488.51694,102959.4256,101397.5145,105015.9368,101433.0444,102995.7193,104197.3218,105966.6004,103071.3972,91777.17772,92053.97764,90664.73026,88551.24561,95226.55434,93618.49925,94394.58877,89818.67841,102939.6005,88197.23877,105457.0864,89169.72514,90584.07808,89079.81116,73136.08594,89472.39098,77219.41002,91053.51678,87543.42271,86046.92193,84058.55967,81555.3216,80422.48047,79058.09998,81327.71082,117182.5765,113734.2529,115592.4225,127623.3289,114323.8566,116299.8594,117288.4757,113976.4731,111571.7101,108379.7646,107519.029,108575.5125,120295.5907,118793.4006,118790.8818,104805.8968,114594.788,116429.2836,97278.10578,95186.88556,101221.1492,106057.6688,103747.1546,101921.2622,88105.65621,88282.03477,84710.75924,88435.15792,86654.43208,89135.19591
['74'],3611.24078,3005.161568,3103.274269,3436.416754,3018.908689,3458.398537,2238.233495,0.0,2186.93225,2226.0,2284.427049,2087.988362,0.0,2003.680251,2075.571159,2092.705241,0.0,2004.177386,2165.952478,2190.649735,2286.762837,1968.852953,2168.608838,0.0,0.0,1587.422441,1652.821017,1605.629923,1683.403336,1650.488218,1853.040604,1660.889537,1738.786882,1891.658218,0.0,0.0,1489.903788,0.0,1727.934367,1457.127876,1734.499889,0.0,1292.204933,1327.558818,1147.908135,1309.565857,1033.804453,0.0,2317.96539,2416.681547,2416.491252,2463.690467,0.0,2703.590741,2625.822127,2542.293928,0.0,0.0,2200.084576,2331.993714,0.0,2187.397822,0.0,2333.685505,2309.74697,2659.567211,1999.122655,0.0,1865.322643,2206.857778,2096.56005,0.0,0.0,1431.445425,1364.332527,1713.311734,1504.652885,1678.830638
['74'],3611.24078,3005.161568,3103.274269,3436.416754,3018.908689,3458.398537,2238.233495,0.0,2186.93225,2226.0,2284.427049,2087.988362,0.0,2003.680251,2075.571159,2092.705241,0.0,2004.177386,2165.952478,2190.649735,2286.762837,1968.852953,2168.608838,0.0,0.0,1587.422441,1652.821017,1605.629923,1683.403336,1650.488218,1853.040604,1660.889537,1738.786882,1891.658218,0.0,0.0,1489.903788,0.0,1727.934367,1457.127876,1734.499889,0.0,1292.204933,1327.558818,1147.908135,1309.565857,1033.804453,0.0,2317.96539,2416.681547,2416.491252,2463.690467,0.0,2703.590741,2625.822127,2542.293928,0.0,0.0,2200.084576,2331.993714,0.0,2187.397822,0.0,2333.685505,2309.74697,2659.567211,1999.122655,0.0,1865.322643,2206.857778,2096.56005,0.0,0.0,1431.445425,1364.332527,1713.311734,1504.652885,1678.830638
['75'],4842.678772,4451.818077,4518.114007,5240.157347,4871.608817,5134.56245,4282.023793,4492.773522,3690.858633,4735.0,4122.935594,4008.896145,3948.761656,4537.782986,3907.410228,3978.767784,3869.719383,4124.217426,3491.882117,3759.75538,3231.877052,3660.178395,3358.599364,3584.509638,3380.63611,3157.489681,3364.755804,3241.875671,2911.27033,3247.389156,3254.896558,3096.253606,2822.229005,2936.988092,2736.005534,3132.580577,2959.561083,2558.672007,2896.31104,5021.652345,2775.913119,2671.570277,2574.136151,2456.82404,2315.291758,2444.828728,2245.730619,2413.599618,4542.740858,4640.37945,4537.01619,5249.446294,4594.147704,4376.430409,4310.768511,4920.534305,4508.691611,4153.304492,4671.083241,3985.650617,3809.405468,3764.411812,4611.354581,4147.107953,3779.163886,3788.371484,3327.314687,3131.731176,3575.302083,3866.080331,3691.370535,3815.693957,2984.645847,3064.991332,2782.407785,2988.965618,5094.883507,2967.641676
['75'],4842.678772,4451.818077,4518.114007,5240.157347,4871.608817,5134.56245,4282.023793,4492.773522,3690.858633,4735.0,4122.935594,4008.896145,3948.761656,4537.782986,3907.410228,3978.767784,3869.719383,4124.217426,3491.882117,3759.75538,3231.877052,3660.178395,3358.599364,3584.509638,3380.63611,3157.489681,3364.755804,3241.875671,2911.27033,3247.389156,3254.896558,3096.253606,2822.229005,2936.988092,2736.005534,3132.580577,2959.561083,2558.672007,2896.31104,5021.652345,2775.913119,2671.570277,2574.136151,2456.82404,2315.291758,2444.828728,2245.730619,2413.599618,4542.740858,4640.37945,4537.01619,5249.446294,4594.147704,4376.430409,4310.768511,4920.534305,4508.691611,4153.304492,4671.083241,3985.650617,3809.405468,3764.411812,4611.354581,4147.107953,3779.163886,3788.371484,3327.314687,3131.731176,3575.302083,3866.080331,3691.370535,3815.693957,2984.645847,3064.991332,2782.407785,2988.965618,5094.883507,2967.641676
['76'],18313.97515,18689.76965,18441.04901,0.0,17552.20688,0.0,33837.38961,32041.32141,34298.05909,34658.0,35391.03083,34428.97709,0.0,22480.22412,20340.08424,0.0,21843.08685,21186.842,30205.29602,31535.73984,29418.96063,33589.92802,29400.59026,30528.55554,39706.17173,38115.49379,38271.43716,36521.27724,33784.84126,35749.86059,45491.70771,44066.34348,43669.3743,43677.40468,42974.62102,43318.3858,42116.28111,39445.48236,40343.73075,41982.97397,41833.66456,40793.38713,46493.12253,45624.33152,43884.00103,46325.60552,45175.39188,44038.18541,27799.51745,26482.6192,25408.87822,25094.80712,23137.29035,24242.53791,21714.86491,0.0,21005.91192,21258.01853,20517.37265,21651.65606,29268.9508,27780.40616,27522.33659,28780.58312,27952.58104,27659.26185,33154.68034,31829.73442,31362.46798,31791.39758,32107.90119,32820.62712,39568.75585,36954.49167,38766.83086,39506.81987,39915.86426,37843.54362
['76'],18313.97515,18689.76965,18441.04901,0.0,17552.20688,0.0,33837.38961,32041.32141,34298.05909,34658.0,35391.03083,34428.97709,0.0,22480.22412,20340.08424,0.0,21843.08685,21186.842,30205.29602,31535.73984,29418.96063,33589.92802,29400.59026,30528.55554,39706.17173,38115.49379,38271.43716,36521.27724,33784.84126,35749.86059,45491.70771,44066.34348,43669.3743,43677.40468,42974.62102,43318.3858,42116.28111,39445.48236,40343.73075,41982.97397,41833.66456,40793.38713,46493.12253,45624.33152,43884.00103,46325.60552,45175.39188,44038.18541,27799.51745,26482.6192,25408.87822,25094.80712,23137.29035,24242.53791,21714.86491,0.0,21005.91192,21258.01853,20517.37265,21651.65606,29268.9508,27780.40616,27522.33659,28780.58312,27952.58104,27659.26185,33154.68034,31829.73442,31362.46798,31791.39758,32107.90119,32820.62712,39568.75585,36954.49167,38766.83086,39506.81987,39915.86426,37843.54362
['77'],61056.35714,61194.67654,59885.59354,63760.48438,59196.60483,60888.28836,63164.12442,63039.65864,59674.35404,66307.0,65408.27811,65494.54947,65856.10525,62613.45509,63124.04548,68734.37808,65394.03168,64811.59614,60499.98055,58317.25376,57859.96523,59290.79533,58219.61499,61057.11108,54607.28352,51496.35424,51404.15236,56366.00131,54333.69256,57133.56689,52577.83158,50084.42952,50271.02589,51417.87797,48111.65689,47701.44896,62952.30571,57944.96133,61446.50814,65522.94056,61792.89597,59031.19282,72939.94575,69137.24668,69999.48392,68807.25055,66342.77089,64008.66186,73008.41173,70546.48702,66189.86128,71499.60563,67167.33367,64194.08582,64282.65152,62149.48996,61743.30493,58707.1977,58593.91087,59415.78003,61411.58451,59959.43335,60412.53328,65734.2566,59027.38286,60604.45799,71464.93285,66916.09574,68428.07866,76934.08076,74112.38002,71678.66509,50871.57771,48425.18885,47280.16811,50492.37114,47234.36705,47500.89462
['77'],61056.35714,61194.67654,59885.59354,63760.48438,59196.60483,60888.28836,63164.12442,63039.65864,59674.35404,66307.0,65408.27811,65494.54947,65856.10525,62613.45509,63124.04548,68734.37808,65394.03168,64811.59614,60499.98055,58317.25376,57859.96523,59290.79533,58219.61499,61057.11108,54607.28352,51496.35424,51404.15236,56366.00131,54333.69256,57133.56689,52577.83158,50084.42952,50271.02589,51417.87797,48111.65689,47701.44896,62952.30571,57944.96133,61446.50814,65522.94056,61792.89597,59031.19282,72939.94575,69137.24668,69999.48392,68807.25055,66342.77089,64008.66186,73008.41173,70546.48702,66189.86128,71499.60563,67167.33367,64194.08582,64282.65152,62149.48996,61743.30493,58707.1977,58593.91087,59415.78003,61411.58451,59959.43335,60412.53328,65734.2566,59027.38286,60604.45799,71464.93285,66916.09574,68428.07866,76934.08076,74112.38002,71678.66509,50871.57771,48425.18885,47280.16811,50492.37114,47234.36705,47500.89462
['78'],13305.14998,12769.17118,12653.75916,13863.20108,12856.65184,13742.324,12559.74843,12522.16348,12533.81441,12352.0,13625.86243,13147.47742,10500.95391,10292.92905,11088.52725,11077.48197,11405.10742,10500.3611,11116.26404,10400.89534,10486.26724,11155.69599,10750.78781,11201.59262,10373.00427,10616.75534,11002.25492,11378.88155,10501.61573,11008.0181,11606.75255,11314.04619,11282.02974,10998.83741,11245.27501,11201.03266,10280.45524,9723.928822,9902.78175,0.0,10515.18267,9395.714678,9797.698708,10473.71087,9625.473207,10038.47593,10019.05532,10198.34141,11894.03313,11073.5331,11628.86804,11034.57273,11198.0953,11996.26055,11293.66623,11674.60831,11181.85837,10687.05571,10927.23238,11310.11327,11821.67083,11431.64961,11002.04688,0.0,11450.07732,11016.51313,10385.1859,10619.63855,10895.69998,11171.96255,11247.1287,11633.62225,9074.696715,10076.32344,10041.34083,9595.676607,10085.08551,10645.78874
['78'],13305.14998,12769.17118,12653.75916,13863.20108,12856.65184,13742.324,12559.74843,12522.16348,12533.81441,12352.0,13625.86243,13147.47742,10500.95391,10292.92905,11088.52725,11077.48197,11405.10742,10500.3611,11116.26404,10400.89534,10486.26724,11155.69599,10750.78781,11201.59262,10373.00427,10616.75534,11002.25492,11378.88155,10501.61573,11008.0181,11606.75255,11314.04619,11282.02974,10998.83741,11245.27501,11201.03266,10280.45524,9723.928822,9902.78175,0.0,10515.18267,9395.714678,9797.698708,10473.71087,9625.473207,10038.47593,10019.05532,10198.34141,11894.03313,11073.5331,11628.86804,11034.57273,11198.0953,11996.26055,11293.66623,11674.60831,11181.85837,10687.05571,10927.23238,11310.11327,11821.67083,11431.64961,11002.04688,0.0,11450.07732,11016.51313,10385.1859,10619.63855,10895.69998,11171.96255,11247.1287,11633.62225,9074.696715,10076.32344,10041.34083,9595.676607,10085.08551,10645.78874
['79'],6427.177856,5834.56113,6239.481244,7154.449782,6454.911221,6387.676898,5870.688808,5823.76959,6223.67206,6888.0,6640.150726,0.0,4817.390931,4418.531093,4678.37331,5548.296715,5009.505686,4797.20688,4943.872482,0.0,4942.083727,5366.290139,4909.440795,4992.537785,4427.432062,4077.315367,4510.380672,4607.114674,4443.213613,0.0,4795.071894,4843.79825,5064.862383,4948.733439,4845.899695,4625.27898,4900.842597,0.0,4025.531306,4465.816034,4820.697087,5008.277673,6498.694949,6393.568078,6228.719094,5788.693912,5922.255914,5782.042791,6545.788584,6600.917838,5859.225856,6174.014882,6189.244729,6251.556395,0.0,5340.854516,5791.784684,5635.387548,5212.911419,5766.425364,4949.183191,5137.208163,5020.028275,5786.340332,5427.325041,5195.819669,4712.461781,5014.505081,5108.262524,5281.569515,5676.996097,5817.335116,0.0,4172.35847,4121.090372,4212.598157,0.0,4219.19711
['79'],6427.177856,5834.56113,6239.481244,7154.449782,6454.911221,6387.676898,5870.688808,5823.76959,6223.67206,6888.0,6640.150726,0.0,4817.390931,4418.531093,4678.37331,5548.296715,5009.505686,4797.20688,4943.872482,0.0,4942.083727,5366.290139,4909.440795,4992.537785,4427.432062,4077.315367,4510.380672,4607.114674,4443.213613,0.0,4795.071894,4843.79825,5064.862383,4948.733439,4845.899695,4625.27898,4900.842597,0.0,4025.531306,4465.816034,4820.697087,5008.277673,6498.694949,6393.568078,6228.719094,5788.693912,5922.255914,5782.042791,6545.788584,6600.917838,5859.225856,6174.014882,6189.244729,6251.556395,0.0,5340.854516,5791.784684,5635.387548,5212.911419,5766.425364,4949.183191,5137.208163,5020.028275,5786.340332,5427.325041,5195.819669,4712.461781,5014.505081,5108.262524,5281.569515,5676.996097,5817.335116,0.0,4172.35847,4121.090372,4212.598157,0.0,4219.19711
['80'],22763.27789,22031.70597,22446.17278,23055.29588,22122.51561,21428.75042,20710.33713,19327.50297,20820.73337,21113.0,19151.7342,19741.45259,19603.74642,17325.06414,17651.33445,19073.24046,18485.30539,18496.11676,18863.26867,18866.79493,17723.62835,17587.73727,17648.99589,17833.41724,16498.19064,15517.86427,17905.56102,15505.21439,15861.68294,16807.3526,17288.82492,17227.70171,18662.9792,17101.55099,17648.02255,17200.79945,14943.10378,14832.73987,15239.42115,16146.74598,15489.23856,16235.96117,16336.34699,15563.24649,15557.47752,16391.36109,15186.91339,15117.37517,21172.32158,20560.43362,22086.3445,24139.56564,24065.06227,20726.39257,18905.91932,19187.83208,20692.9888,17974.86821,17715.37814,17416.26951,20780.93252,20306.04057,20245.41931,20172.59437,21463.23667,20116.90473,17602.53128,16481.56698,16923.97961,17784.37744,16831.50976,18239.03808,15466.64552,16243.37779,16506.34715,15698.00671,14967.15496,14706.64953
['80'],22763.27789,22031.70597,22446.17278,23055.29588,22122.51561,21428.75042,20710.33713,19327.50297,20820.73337,21113.0,19151.7342,19741.45259,19603.74642,17325.06414,17651.33445,19073.24046,18485.30539,18496.11676,18863.26867,18866.79493,17723.62835,17587.73727,17648.99589,17833.41724,16498.19064,15517.86427,17905.56102,15505.21439,15861.68294,16807.3526,17288.82492,17227.70171,18662.9792,17101.55099,17648.02255,17200.79945,14943.10378,14832.73987,15239.42115,16146.74598,15489.23856,16235.96117,16336.34699,15563.24649,15557.47752,16391.36109,15186.91339,15117.37517,21172.32158,20560.43362,22086.3445,24139.56564,24065.06227,20726.39257,18905.91932,19187.83208,20692.9888,17974.86821,17715.37814,17416.26951,20780.93252,20306.04057,20245.41931,20172.59437,21463.23667,20116.90473,17602.53128,16481.56698,16923.97961,17784.37744,16831.50976,18239.03808,15466.64552,16243.37779,16506.34715,15698.00671,14967.15496,14706.64953
['81'],21831.14775,20381.01804,19933.15395,21178.24196,20346.61747,17399.29678,28581.0131,18309.93159,18202.54421,21095.0,18393.36236,17438.64634,16458.49755,15110.20866,15592.4397,18409.11711,16658.50806,15627.8998,17227.91725,13873.33317,13310.66262,16410.52016,16944.81112,15852.06026,15044.1167,15480.83984,14812.72856,16105.05777,15255.84273,15491.48717,21547.08588,13126.02668,17221.45027,23396.40397,13582.2329,16320.01468,15439.73838,15071.66303,12571.733,21989.60165,14402.64987,14516.42806,19311.15799,14892.18512,13827.596,12053.28085,11474.29807,13585.62243,18473.02731,17296.15913,15054.59309,19371.02647,18578.91216,18567.15659,17167.29881,17934.37716,15807.49011,16722.80098,16598.94992,15929.10323,18986.149,17862.23616,18707.15316,19285.49395,18356.10469,14019.93879,15568.09648,16152.40254,15457.25077,22459.16305,15952.17584,15819.25303,11887.67511,14915.97225,14235.71674,12503.21751,15368.6258,14828.89448
['81'],21831.14775,20381.01804,19933.15395,21178.24196,20346.61747,17399.29678,28581.0131,18309.93159,18202.54421,21095.0,18393.36236,17438.64634,16458.49755,15110.20866,15592.4397,18409.11711,16658.50806,15627.8998,17227.91725,13873.33317,13310.66262,16410.52016,16944.81112,15852.06026,15044.1167,15480.83984,14812.72856,16105.05777,15255.84273,15491.48717,21547.08588,13126.02668,17221.45027,23396.40397,13582.2329,16320.01468,15439.73838,15071.66303,12571.733,21989.60165,14402.64987,14516.42806,19311.15799,14892.18512,13827.596,12053.28085,11474.29807,13585.62243,18473.02731,17296.15913,15054.59309,19371.02647,18578.91216,18567.15659,17167.29881,17934.37716,15807.49011,16722.80098,16598.94992,15929.10323,18986.149,17862.23616,18707.15316,19285.49395,18356.10469,14019.93879,15568.09648,16152.40254,15457.25077,22459.16305,15952.17584,15819.25303,11887.67511,14915.97225,14235.71674,12503.21751,15368.6258,14828.89448
['82'],20381.03178,20012.28656,0.0,18794.97697,19251.30304,19106.2952,17354.58944,24593.24954,17868.7032,11374.0,13707.59691,0.0,20458.86095,20467.84842,19937.28489,0.0,19896.75686,19828.53728,0.0,17566.24325,13521.09346,19115.27598,13255.72371,19630.48995,18598.64678,18626.75939,19120.94014,18248.1655,0.0,18748.40296,17950.78196,17950.93856,0.0,18312.71547,17527.74622,15954.95257,19853.47414,19929.36095,20171.86538,0.0,19717.89935,19481.93128,18742.67914,18623.91374,18463.9076,17734.18212,19047.38137,19194.59247,35110.10607,17410.19492,14674.71295,18321.57539,17946.23878,18485.33291,17140.98797,15468.21266,16727.85223,14078.70405,17418.24656,18172.22695,0.0,13489.7096,0.0,17229.82041,18973.58478,17454.96608,18208.53313,19141.72924,0.0,16230.19479,0.0,17140.75539,19720.4466,0.0,20027.7175,18516.20661,16606.39835,18442.68803
['82'],20381.03178,20012.28656,0.0,18794.97697,19251.30304,19106.2952,17354.58944,24593.24954,17868.7032,11374.0,13707.59691,0.0,20458.86095,20467.84842,19937.28489,0.0,19896.75686,19828.53728,0.0,17566.24325,13521.09346,19115.27598,13255.72371,19630.48995,18598.64678,18626.75939,19120.94014,18248.1655,0.0,18748.40296,17950.78196,17950.93856,0.0,18312.71547,17527.74622,15954.95257,19853.47414,19929.36095,20171.86538,0.0,19717.89935,19481.93128,18742.67914,18623.91374,18463.9076,17734.18212,19047.38137,19194.59247,35110.10607,17410.19492,14674.71295,18321.57539,17946.23878,18485.33291,17140.98797,15468.21266,16727.85223,14078.70405,17418.24656,18172.22695,0.0,13489.7096,0.0,17229.82041,18973.58478,17454.96608,18208.53313,19141.72924,0.0,16230.19479,0.0,17140.75539,19720.4466,0.0,20027.7175,18516.20661,16606.39835,18442.68803
['83'],14464.50975,14060.96046,13510.00953,14545.1314,14847.59553,12632.28167,16147.33224,17170.59048,17127.68561,18049.0,17484.97153,16756.83305,17892.28873,17749.89901,17103.57865,17396.20955,18213.64022,18178.11076,18221.50498,18982.89468,17587.39567,19158.49748,18869.34928,18485.03677,22315.63044,20685.0863,19761.7334,22564.9968,23312.13012,21692.13086,18349.27351,17984.26745,19926.61244,17989.05206,18290.99509,18017.84322,21847.15835,20518.13588,18570.242,19074.15055,20523.92466,20479.18716,19423.02732,21202.85079,21552.49077,21451.88134,21550.3989,20702.79789,15599.13584,15962.81759,14670.17707,16749.5897,15900.66936,15437.40085,18189.21196,17711.35011,15794.49676,16602.36817,16360.8077,16341.95499,16475.48136,16912.62413,15650.13617,15621.7346,16670.80187,15593.3876,19344.21706,19126.555,17599.54191,19180.49034,19991.61605,20050.99492,19570.08959,20245.92402,19009.04845,19947.92453,20718.88617,19335.65828
['83'],14464.50975,14060.96046,13510.00953,14545.1314,14847.59553,12632.28167,16147.33224,17170.59048,17127.68561,18049.0,17484.97153,16756.83305,17892.28873,17749.89901,17103.57865,17396.20955,18213.64022,18178.11076,18221.50498,18982.89468,17587.39567,19158.49748,18869.34928,18485.03677,22315.63044,20685.0863,19761.7334,22564.9968,23312.13012,21692.13086,18349.27351,17984.26745,19926.61244,17989.05206,18290.99509,18017.84322,21847.15835,20518.13588,18570.242,19074.15055,20523.92466,20479.18716,19423.02732,21202.85079,21552.49077,21451.88134,21550.3989,20702.79789,15599.13584,15962.81759,14670.17707,16749.5897,15900.66936,15437.40085,18189.21196,17711.35011,15794.49676,16602.36817,16360.8077,16341.95499,16475.48136,16912.62413,15650.13617,15621.7346,16670.80187,15593.3876,19344.21706,19126.555,17599.54191,19180.49034,19991.61605,20050.99492,19570.08959,20245.92402,19009.04845,19947.92453,20718.88617,19335.65828
['84'],21740.74456,22351.27326,21790.05194,22525.81074,22004.35872,20951.43222,19905.85512,20669.08771,21364.73003,22403.0,21217.85776,20097.40687,21753.81888,21121.24942,19120.14099,19964.31244,21653.52494,20921.837,20341.61719,19198.67602,18571.43351,19229.01676,20181.95904,19235.42302,20464.57487,19606.74977,19494.53916,20009.14239,19866.70297,18454.26833,20728.14732,19916.23193,20559.00292,19671.41557,19229.60011,19700.60571,18705.37882,19202.83951,17276.81745,18723.91391,19112.78596,18995.52462,17579.4664,18238.52958,19398.73099,19299.46881,18277.849,18196.18639,21204.45603,21615.26467,19648.3078,21985.89047,22569.44922,20977.54581,24041.79586,25012.26928,23732.34936,23421.46919,23723.5535,24755.35633,20924.10935,20247.04436,20305.11323,21980.24894,20617.10323,20912.52202,20422.94592,19720.68514,19250.51502,21115.06021,20731.51855,20819.16401,19747.67661,20621.42432,18907.67011,19619.96387,19615.70412,18192.37694
['84'],21740.74456,22351.27326,21790.05194,22525.81074,22004.35872,20951.43222,19905.85512,20669.08771,21364.73003,22403.0,21217.85776,20097.40687,21753.81888,21121.24942,19120.14099,19964.31244,21653.52494,20921.837,20341.61719,19198.67602,18571.43351,19229.01676,20181.95904,19235.42302,20464.57487,19606.74977,19494.53916,20009.14239,19866.70297,18454.26833,20728.14732,19916.23193,20559.00292,19671.41557,19229.60011,19700.60571,18705.37882,19202.83951,17276.81745,18723.91391,19112.78596,18995.52462,17579.4664,18238.52958,19398.73099,19299.46881,18277.849,18196.18639,21204.45603,21615.26467,19648.3078,21985.89047,22569.44922,20977.54581,24041.79586,25012.26928,23732.34936,23421.46919,23723.5535,24755.35633,20924.10935,20247.04436,20305.11323,21980.24894,20617.10323,20912.52202,20422.94592,19720.68514,19250.51502,21115.06021,20731.51855,20819.16401,19747.67661,20621.42432,18907.67011,19619.96387,19615.70412,18192.37694
['85'],28109.28251,26293.01279,25787.57585,28232.61323,26389.16112,26337.60426,19018.0403,19039.49109,19905.68063,20076.0,21060.59648,20053.82063,19531.25826,17805.79834,18109.29422,19238.07683,19978.86011,19011.3358,18033.55989,17669.44302,16529.15968,17950.57036,18586.74113,17401.01167,12992.85425,12950.45145,12727.19474,14189.86784,14328.58348,13144.36432,14772.7295,13812.60175,14317.73357,14066.20582,12905.53802,13560.60871,10811.62797,10886.85073,11476.61671,12643.18421,12234.2278,11193.46394,8708.68501,8699.15124,8240.422373,8511.031342,8308.854031,8738.407981,24929.91057,23607.6015,23202.17152,25322.66288,25428.77521,24690.29526,24489.08019,22545.03254,22719.95102,21599.78731,22136.30281,21074.56355,20260.08454,20194.85541,20803.32779,20796.67933,20330.41604,19375.83049,15787.94302,15262.9582,15415.10339,16818.62221,18387.64584,17370.26293,11808.35291,11190.86574,11478.9589,12625.35458,10939.79276,12280.37834
['85'],28109.28251,26293.01279,25787.57585,28232.61323,26389.16112,26337.60426,19018.0403,19039.49109,19905.68063,20076.0,21060.59648,20053.82063,19531.25826,17805.79834,18109.29422,19238.07683,19978.86011,19011.3358,18033.55989,17669.44302,16529.15968,17950.57036,18586.74113,17401.01167,12992.85425,12950.45145,12727.19474,14189.86784,14328.58348,13144.36432,14772.7295,13812.60175,14317.73357,14066.20582,12905.53802,13560.60871,10811.62797,10886.85073,11476.61671,12643.18421,12234.2278,11193.46394,8708.68501,8699.15124,8240.422373,8511.031342,8308.854031,8738.407981,24929.91057,23607.6015,23202.17152,25322.66288,25428.77521,24690.29526,24489.08019,22545.03254,22719.95102,21599.78731,22136.30281,21074.56355,20260.08454,20194.85541,20803.32779,20796.67933,20330.41604,19375.83049,15787.94302,15262.9582,15415.10339,16818.62221,18387.64584,17370.26293,11808.35291,11190.86574,11478.9589,12625.35458,10939.79276,12280.37834
