['1+166'],56636.482,84264.94,0.0,0.0,42796.231,0.0,42327.104,46072.695,36342.834,0.0,57816.897,60187.079,24756.415,0.0,0.0,58636.08,69989.769,0.0,73440.141,60740.526,0.0,0.0,106316.495,65590.649,43136.225,139344.772,0.0,62531.125,90795.859,35925.721,45711.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41190.896,0.0,73429.785,11613.413,0.0,79398.183,0.0,0.0,0.0,60993.163,18945.547,54914.528,0.0,18802.683,0.0,0.0,0.0,67743.405,16332.846,34216.753,37648.292,10927.82,31855.623,43859.927,0.0,0.0,0.0,64943.181,42244.362,0.0,75845.349,0.0
['1+166'],56636.482,84264.94,0.0,0.0,42796.231,0.0,42327.104,46072.695,36342.834,0.0,57816.897,60187.079,24756.415,0.0,0.0,58636.08,69989.769,0.0,73440.141,60740.526,0.0,0.0,106316.495,65590.649,43136.225,139344.772,0.0,62531.125,90795.859,35925.721,45711.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41190.896,0.0,73429.785,11613.413,0.0,79398.183,0.0,0.0,0.0,60993.163,18945.547,54914.528,0.0,18802.683,0.0,0.0,0.0,67743.405,16332.846,34216.753,37648.292,10927.82,31855.623,43859.927,0.0,0.0,0.0,64943.181,42244.362,0.0,75845.349,0.0
['1+166'],56636.482,84264.94,0.0,0.0,42796.231,0.0,42327.104,46072.695,36342.834,0.0,57816.897,60187.079,24756.415,0.0,0.0,58636.08,69989.769,0.0,73440.141,60740.526,0.0,0.0,106316.495,65590.649,43136.225,139344.772,0.0,62531.125,90795.859,35925.721,45711.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41190.896,0.0,73429.785,11613.413,0.0,79398.183,0.0,0.0,0.0,60993.163,18945.547,54914.528,0.0,18802.683,0.0,0.0,0.0,67743.405,16332.846,34216.753,37648.292,10927.82,31855.623,43859.927,0.0,0.0,0.0,64943.181,42244.362,0.0,75845.349,0.0
['1+166'],56636.482,84264.94,0.0,0.0,42796.231,0.0,42327.104,46072.695,36342.834,0.0,57816.897,60187.079,24756.415,0.0,0.0,58636.08,69989.769,0.0,73440.141,60740.526,0.0,0.0,106316.495,65590.649,43136.225,139344.772,0.0,62531.125,90795.859,35925.721,45711.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41190.896,0.0,73429.785,11613.413,0.0,79398.183,0.0,0.0,0.0,60993.163,18945.547,54914.528,0.0,18802.683,0.0,0.0,0.0,67743.405,16332.846,34216.753,37648.292,10927.82,31855.623,43859.927,0.0,0.0,0.0,64943.181,42244.362,0.0,75845.349,0.0
['1+181'],47946.508,28429.894,27237.142,44304.749,22431.325,17157.489,24862.11,25328.066,27288.358,14582.989,20988.453,17125.412,24879.958,48438.089,0.0,82332.384,94165.222,66401.269,18523.68,49373.279,138258.257,196842.453,47074.859,96095.78,27304.244,51505.217,0.0,36008.957,97658.081,21561.962,33108.939,114387.902,21533.119,42189.357,130791.388,47963.163,53436.819,21874.036,41623.709,75008.937,35497.041,0.0,142179.044,47653.867,218776.336,22515.781,480170.833,15964.696,19253.153,26367.001,188468.345,0.0,449319.308,507080.015,42341.396,22218.347,0.0,83740.783,51047.547,118149.404,51611.685,66527.671,596894.064,449480.233,230556.318,24954.439,22759.056,31961.323,56589.905,787085.163
['1+181'],47946.508,28429.894,27237.142,44304.749,22431.325,17157.489,24862.11,25328.066,27288.358,14582.989,20988.453,17125.412,24879.958,48438.089,0.0,82332.384,94165.222,66401.269,18523.68,49373.279,138258.257,196842.453,47074.859,96095.78,27304.244,51505.217,0.0,36008.957,97658.081,21561.962,33108.939,114387.902,21533.119,42189.357,130791.388,47963.163,53436.819,21874.036,41623.709,75008.937,35497.041,0.0,142179.044,47653.867,218776.336,22515.781,480170.833,15964.696,19253.153,26367.001,188468.345,0.0,449319.308,507080.015,42341.396,22218.347,0.0,83740.783,51047.547,118149.404,51611.685,66527.671,596894.064,449480.233,230556.318,24954.439,22759.056,31961.323,56589.905,787085.163
['1+181'],47946.508,28429.894,27237.142,44304.749,22431.325,17157.489,24862.11,25328.066,27288.358,14582.989,20988.453,17125.412,24879.958,48438.089,0.0,82332.384,94165.222,66401.269,18523.68,49373.279,138258.257,196842.453,47074.859,96095.78,27304.244,51505.217,0.0,36008.957,97658.081,21561.962,33108.939,114387.902,21533.119,42189.357,130791.388,47963.163,53436.819,21874.036,41623.709,75008.937,35497.041,0.0,142179.044,47653.867,218776.336,22515.781,480170.833,15964.696,19253.153,26367.001,188468.345,0.0,449319.308,507080.015,42341.396,22218.347,0.0,83740.783,51047.547,118149.404,51611.685,66527.671,596894.064,449480.233,230556.318,24954.439,22759.056,31961.323,56589.905,787085.163
['1+181'],47946.508,28429.894,27237.142,44304.749,22431.325,17157.489,24862.11,25328.066,27288.358,14582.989,20988.453,17125.412,24879.958,48438.089,0.0,82332.384,94165.222,66401.269,18523.68,49373.279,138258.257,196842.453,47074.859,96095.78,27304.244,51505.217,0.0,36008.957,97658.081,21561.962,33108.939,114387.902,21533.119,42189.357,130791.388,47963.163,53436.819,21874.036,41623.709,75008.937,35497.041,0.0,142179.044,47653.867,218776.336,22515.781,480170.833,15964.696,19253.153,26367.001,188468.345,0.0,449319.308,507080.015,42341.396,22218.347,0.0,83740.783,51047.547,118149.404,51611.685,66527.671,596894.064,449480.233,230556.318,24954.439,22759.056,31961.323,56589.905,787085.163
['1+185'],0.0,60743.069,47201.654,0.0,0.0,0.0,0.0,35716.365,0.0,0.0,33021.284,44458.106,0.0,0.0,0.0,0.0,42511.019,0.0,127671.956,0.0,0.0,0.0,69969.088,59369.188,0.0,19717.155,0.0,0.0,101465.533,0.0,0.0,0.0,30896.231,0.0,0.0,0.0,0.0,95893.4,0.0,0.0,73377.751,0.0,0.0,0.0,0.0,0.0,0.0,146206.971,64261.458,102919.913,0.0,0.0,0.0,0.0,0.0,132660.648,0.0,60672.553,51271.982,0.0,0.0,85771.957,0.0,0.0,0.0,48290.107,56015.75,33004.954,72588.865,0.0
['1+185'],0.0,60743.069,47201.654,0.0,0.0,0.0,0.0,35716.365,0.0,0.0,33021.284,44458.106,0.0,0.0,0.0,0.0,42511.019,0.0,127671.956,0.0,0.0,0.0,69969.088,59369.188,0.0,19717.155,0.0,0.0,101465.533,0.0,0.0,0.0,30896.231,0.0,0.0,0.0,0.0,95893.4,0.0,0.0,73377.751,0.0,0.0,0.0,0.0,0.0,0.0,146206.971,64261.458,102919.913,0.0,0.0,0.0,0.0,0.0,132660.648,0.0,60672.553,51271.982,0.0,0.0,85771.957,0.0,0.0,0.0,48290.107,56015.75,33004.954,72588.865,0.0
['1+185'],0.0,60743.069,47201.654,0.0,0.0,0.0,0.0,35716.365,0.0,0.0,33021.284,44458.106,0.0,0.0,0.0,0.0,42511.019,0.0,127671.956,0.0,0.0,0.0,69969.088,59369.188,0.0,19717.155,0.0,0.0,101465.533,0.0,0.0,0.0,30896.231,0.0,0.0,0.0,0.0,95893.4,0.0,0.0,73377.751,0.0,0.0,0.0,0.0,0.0,0.0,146206.971,64261.458,102919.913,0.0,0.0,0.0,0.0,0.0,132660.648,0.0,60672.553,51271.982,0.0,0.0,85771.957,0.0,0.0,0.0,48290.107,56015.75,33004.954,72588.865,0.0
['1+185'],0.0,60743.069,47201.654,0.0,0.0,0.0,0.0,35716.365,0.0,0.0,33021.284,44458.106,0.0,0.0,0.0,0.0,42511.019,0.0,127671.956,0.0,0.0,0.0,69969.088,59369.188,0.0,19717.155,0.0,0.0,101465.533,0.0,0.0,0.0,30896.231,0.0,0.0,0.0,0.0,95893.4,0.0,0.0,73377.751,0.0,0.0,0.0,0.0,0.0,0.0,146206.971,64261.458,102919.913,0.0,0.0,0.0,0.0,0.0,132660.648,0.0,60672.553,51271.982,0.0,0.0,85771.957,0.0,0.0,0.0,48290.107,56015.75,33004.954,72588.865,0.0
['1+186'],35200.7,65404.683,56590.698,0.0,44006.237,0.0,37562.118,40888.871,34767.859,41584.421,55041.295,62535.453,42155.668,0.0,0.0,46515.503,46485.252,0.0,85855.241,46294.292,0.0,0.0,74428.274,63825.209,45917.553,63808.256,0.0,32286.387,60884.402,24596.091,19485.244,0.0,42222.607,0.0,0.0,0.0,0.0,45128.763,28777.106,0.0,36790.82,22462.799,0.0,37686.022,0.0,0.0,0.0,64687.517,40301.591,51445.64,0.0,0.0,0.0,0.0,44923.003,40397.641,0.0,32843.534,33437.579,21507.15,23338.047,40293.183,0.0,0.0,0.0,30285.936,43210.452,42250.58,37003.779,0.0
['1+186'],35200.7,65404.683,56590.698,0.0,44006.237,0.0,37562.118,40888.871,34767.859,41584.421,55041.295,62535.453,42155.668,0.0,0.0,46515.503,46485.252,0.0,85855.241,46294.292,0.0,0.0,74428.274,63825.209,45917.553,63808.256,0.0,32286.387,60884.402,24596.091,19485.244,0.0,42222.607,0.0,0.0,0.0,0.0,45128.763,28777.106,0.0,36790.82,22462.799,0.0,37686.022,0.0,0.0,0.0,64687.517,40301.591,51445.64,0.0,0.0,0.0,0.0,44923.003,40397.641,0.0,32843.534,33437.579,21507.15,23338.047,40293.183,0.0,0.0,0.0,30285.936,43210.452,42250.58,37003.779,0.0
['1+186'],35200.7,65404.683,56590.698,0.0,44006.237,0.0,37562.118,40888.871,34767.859,41584.421,55041.295,62535.453,42155.668,0.0,0.0,46515.503,46485.252,0.0,85855.241,46294.292,0.0,0.0,74428.274,63825.209,45917.553,63808.256,0.0,32286.387,60884.402,24596.091,19485.244,0.0,42222.607,0.0,0.0,0.0,0.0,45128.763,28777.106,0.0,36790.82,22462.799,0.0,37686.022,0.0,0.0,0.0,64687.517,40301.591,51445.64,0.0,0.0,0.0,0.0,44923.003,40397.641,0.0,32843.534,33437.579,21507.15,23338.047,40293.183,0.0,0.0,0.0,30285.936,43210.452,42250.58,37003.779,0.0
['1+186'],35200.7,65404.683,56590.698,0.0,44006.237,0.0,37562.118,40888.871,34767.859,41584.421,55041.295,62535.453,42155.668,0.0,0.0,46515.503,46485.252,0.0,85855.241,46294.292,0.0,0.0,74428.274,63825.209,45917.553,63808.256,0.0,32286.387,60884.402,24596.091,19485.244,0.0,42222.607,0.0,0.0,0.0,0.0,45128.763,28777.106,0.0,36790.82,22462.799,0.0,37686.022,0.0,0.0,0.0,64687.517,40301.591,51445.64,0.0,0.0,0.0,0.0,44923.003,40397.641,0.0,32843.534,33437.579,21507.15,23338.047,40293.183,0.0,0.0,0.0,30285.936,43210.452,42250.58,37003.779,0.0
['1+191'],90249.017,411982.378,175561.242,0.0,49504.644,0.0,58670.829,101937.238,34277.054,57041.445,124645.07,186165.55,73438.39,0.0,0.0,182741.913,220459.109,0.0,114285.562,88427.115,0.0,0.0,92829.026,117919.52,96769.43,229879.074,0.0,79464.793,188630.963,35445.031,43904.698,0.0,284761.314,0.0,0.0,0.0,0.0,126936.617,112672.179,0.0,122820.347,104097.935,0.0,227621.108,0.0,0.0,0.0,237790.935,53995.542,187127.688,0.0,0.0,0.0,0.0,0.0,137677.232,0.0,105161.291,190001.141,25760.08,89418.338,162502.984,0.0,0.0,0.0,77712.208,67138.521,311785.998,215212.801,0.0
['1+191'],90249.017,411982.378,175561.242,0.0,49504.644,0.0,58670.829,101937.238,34277.054,57041.445,124645.07,186165.55,73438.39,0.0,0.0,182741.913,220459.109,0.0,114285.562,88427.115,0.0,0.0,92829.026,117919.52,96769.43,229879.074,0.0,79464.793,188630.963,35445.031,43904.698,0.0,284761.314,0.0,0.0,0.0,0.0,126936.617,112672.179,0.0,122820.347,104097.935,0.0,227621.108,0.0,0.0,0.0,237790.935,53995.542,187127.688,0.0,0.0,0.0,0.0,0.0,137677.232,0.0,105161.291,190001.141,25760.08,89418.338,162502.984,0.0,0.0,0.0,77712.208,67138.521,311785.998,215212.801,0.0
['1+191'],90249.017,411982.378,175561.242,0.0,49504.644,0.0,58670.829,101937.238,34277.054,57041.445,124645.07,186165.55,73438.39,0.0,0.0,182741.913,220459.109,0.0,114285.562,88427.115,0.0,0.0,92829.026,117919.52,96769.43,229879.074,0.0,79464.793,188630.963,35445.031,43904.698,0.0,284761.314,0.0,0.0,0.0,0.0,126936.617,112672.179,0.0,122820.347,104097.935,0.0,227621.108,0.0,0.0,0.0,237790.935,53995.542,187127.688,0.0,0.0,0.0,0.0,0.0,137677.232,0.0,105161.291,190001.141,25760.08,89418.338,162502.984,0.0,0.0,0.0,77712.208,67138.521,311785.998,215212.801,0.0
['1+191'],90249.017,411982.378,175561.242,0.0,49504.644,0.0,58670.829,101937.238,34277.054,57041.445,124645.07,186165.55,73438.39,0.0,0.0,182741.913,220459.109,0.0,114285.562,88427.115,0.0,0.0,92829.026,117919.52,96769.43,229879.074,0.0,79464.793,188630.963,35445.031,43904.698,0.0,284761.314,0.0,0.0,0.0,0.0,126936.617,112672.179,0.0,122820.347,104097.935,0.0,227621.108,0.0,0.0,0.0,237790.935,53995.542,187127.688,0.0,0.0,0.0,0.0,0.0,137677.232,0.0,105161.291,190001.141,25760.08,89418.338,162502.984,0.0,0.0,0.0,77712.208,67138.521,311785.998,215212.801,0.0
['1+207'],426780.315,0.0,46220.94,0.0,0.0,0.0,39944.22,0.0,0.0,387876.078,423305.393,479120.958,0.0,0.0,0.0,560808.589,552339.085,0.0,413537.59,419830.779,0.0,0.0,440014.822,347519.166,356625.463,609832.189,0.0,561445.064,386768.344,246585.025,497204.433,0.0,230902.145,0.0,0.0,0.0,0.0,121834.497,435358.082,0.0,289940.589,220040.765,0.0,216490.898,0.0,0.0,0.0,268277.888,287258.097,225628.989,0.0,0.0,0.0,0.0,0.0,299311.989,0.0,258874.338,322797.432,234648.835,279568.507,288361.965,0.0,0.0,0.0,248806.836,181733.164,346139.317,480202.31,0.0
['1+207'],426780.315,0.0,46220.94,0.0,0.0,0.0,39944.22,0.0,0.0,387876.078,423305.393,479120.958,0.0,0.0,0.0,560808.589,552339.085,0.0,413537.59,419830.779,0.0,0.0,440014.822,347519.166,356625.463,609832.189,0.0,561445.064,386768.344,246585.025,497204.433,0.0,230902.145,0.0,0.0,0.0,0.0,121834.497,435358.082,0.0,289940.589,220040.765,0.0,216490.898,0.0,0.0,0.0,268277.888,287258.097,225628.989,0.0,0.0,0.0,0.0,0.0,299311.989,0.0,258874.338,322797.432,234648.835,279568.507,288361.965,0.0,0.0,0.0,248806.836,181733.164,346139.317,480202.31,0.0
['1+207'],426780.315,0.0,46220.94,0.0,0.0,0.0,39944.22,0.0,0.0,387876.078,423305.393,479120.958,0.0,0.0,0.0,560808.589,552339.085,0.0,413537.59,419830.779,0.0,0.0,440014.822,347519.166,356625.463,609832.189,0.0,561445.064,386768.344,246585.025,497204.433,0.0,230902.145,0.0,0.0,0.0,0.0,121834.497,435358.082,0.0,289940.589,220040.765,0.0,216490.898,0.0,0.0,0.0,268277.888,287258.097,225628.989,0.0,0.0,0.0,0.0,0.0,299311.989,0.0,258874.338,322797.432,234648.835,279568.507,288361.965,0.0,0.0,0.0,248806.836,181733.164,346139.317,480202.31,0.0
['1+207'],426780.315,0.0,46220.94,0.0,0.0,0.0,39944.22,0.0,0.0,387876.078,423305.393,479120.958,0.0,0.0,0.0,560808.589,552339.085,0.0,413537.59,419830.779,0.0,0.0,440014.822,347519.166,356625.463,609832.189,0.0,561445.064,386768.344,246585.025,497204.433,0.0,230902.145,0.0,0.0,0.0,0.0,121834.497,435358.082,0.0,289940.589,220040.765,0.0,216490.898,0.0,0.0,0.0,268277.888,287258.097,225628.989,0.0,0.0,0.0,0.0,0.0,299311.989,0.0,258874.338,322797.432,234648.835,279568.507,288361.965,0.0,0.0,0.0,248806.836,181733.164,346139.317,480202.31,0.0
['1+220'],11855.833,51387.986,31522.351,113992.244,22272.569,105894.394,0.0,18958.764,0.0,19887.039,22278.392,21231.591,19210.075,0.0,0.0,0.0,77519.158,204236.49,60637.007,83441.736,220975.541,237616.047,0.0,34634.868,46593.354,0.0,0.0,55257.381,33783.694,21797.417,19634.977,75880.083,30957.556,42949.714,71240.899,69192.225,62095.346,15978.019,15804.37,59866.098,15921.183,13913.207,255507.798,28767.502,96560.519,84527.615,94594.067,0.0,14343.43,12307.116,76880.852,0.0,17729.304,136548.72,0.0,0.0,0.0,21353.695,17392.197,25737.963,17454.587,18784.609,57618.299,59778.349,53682.353,10273.011,11161.273,11433.708,13222.88,59783.271
['1+220'],11855.833,51387.986,31522.351,113992.244,22272.569,105894.394,0.0,18958.764,0.0,19887.039,22278.392,21231.591,19210.075,0.0,0.0,0.0,77519.158,204236.49,60637.007,83441.736,220975.541,237616.047,0.0,34634.868,46593.354,0.0,0.0,55257.381,33783.694,21797.417,19634.977,75880.083,30957.556,42949.714,71240.899,69192.225,62095.346,15978.019,15804.37,59866.098,15921.183,13913.207,255507.798,28767.502,96560.519,84527.615,94594.067,0.0,14343.43,12307.116,76880.852,0.0,17729.304,136548.72,0.0,0.0,0.0,21353.695,17392.197,25737.963,17454.587,18784.609,57618.299,59778.349,53682.353,10273.011,11161.273,11433.708,13222.88,59783.271
['1+220'],11855.833,51387.986,31522.351,113992.244,22272.569,105894.394,0.0,18958.764,0.0,19887.039,22278.392,21231.591,19210.075,0.0,0.0,0.0,77519.158,204236.49,60637.007,83441.736,220975.541,237616.047,0.0,34634.868,46593.354,0.0,0.0,55257.381,33783.694,21797.417,19634.977,75880.083,30957.556,42949.714,71240.899,69192.225,62095.346,15978.019,15804.37,59866.098,15921.183,13913.207,255507.798,28767.502,96560.519,84527.615,94594.067,0.0,14343.43,12307.116,76880.852,0.0,17729.304,136548.72,0.0,0.0,0.0,21353.695,17392.197,25737.963,17454.587,18784.609,57618.299,59778.349,53682.353,10273.011,11161.273,11433.708,13222.88,59783.271
['1+220'],11855.833,51387.986,31522.351,113992.244,22272.569,105894.394,0.0,18958.764,0.0,19887.039,22278.392,21231.591,19210.075,0.0,0.0,0.0,77519.158,204236.49,60637.007,83441.736,220975.541,237616.047,0.0,34634.868,46593.354,0.0,0.0,55257.381,33783.694,21797.417,19634.977,75880.083,30957.556,42949.714,71240.899,69192.225,62095.346,15978.019,15804.37,59866.098,15921.183,13913.207,255507.798,28767.502,96560.519,84527.615,94594.067,0.0,14343.43,12307.116,76880.852,0.0,17729.304,136548.72,0.0,0.0,0.0,21353.695,17392.197,25737.963,17454.587,18784.609,57618.299,59778.349,53682.353,10273.011,11161.273,11433.708,13222.88,59783.271
['1+239'],0.0,0.0,14183.714,25287.01,0.0,26022.199,0.0,20002.194,0.0,21351.671,0.0,23232.427,0.0,29391.201,0.0,31143.207,0.0,60841.4,35345.637,30201.475,69067.892,91443.761,25953.996,21599.269,29172.997,28629.198,0.0,34234.787,17639.812,14363.53,11746.24,39821.604,15653.589,28990.292,34474.393,31385.481,33523.197,17858.074,33771.194,51862.513,25020.147,26290.428,61553.0,13605.915,25914.866,24991.554,55914.719,0.0,0.0,26665.566,51817.22,0.0,55277.812,132030.452,0.0,16229.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['1+239'],0.0,0.0,14183.714,25287.01,0.0,26022.199,0.0,20002.194,0.0,21351.671,0.0,23232.427,0.0,29391.201,0.0,31143.207,0.0,60841.4,35345.637,30201.475,69067.892,91443.761,25953.996,21599.269,29172.997,28629.198,0.0,34234.787,17639.812,14363.53,11746.24,39821.604,15653.589,28990.292,34474.393,31385.481,33523.197,17858.074,33771.194,51862.513,25020.147,26290.428,61553.0,13605.915,25914.866,24991.554,55914.719,0.0,0.0,26665.566,51817.22,0.0,55277.812,132030.452,0.0,16229.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['1+239'],0.0,0.0,14183.714,25287.01,0.0,26022.199,0.0,20002.194,0.0,21351.671,0.0,23232.427,0.0,29391.201,0.0,31143.207,0.0,60841.4,35345.637,30201.475,69067.892,91443.761,25953.996,21599.269,29172.997,28629.198,0.0,34234.787,17639.812,14363.53,11746.24,39821.604,15653.589,28990.292,34474.393,31385.481,33523.197,17858.074,33771.194,51862.513,25020.147,26290.428,61553.0,13605.915,25914.866,24991.554,55914.719,0.0,0.0,26665.566,51817.22,0.0,55277.812,132030.452,0.0,16229.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['1+239'],0.0,0.0,14183.714,25287.01,0.0,26022.199,0.0,20002.194,0.0,21351.671,0.0,23232.427,0.0,29391.201,0.0,31143.207,0.0,60841.4,35345.637,30201.475,69067.892,91443.761,25953.996,21599.269,29172.997,28629.198,0.0,34234.787,17639.812,14363.53,11746.24,39821.604,15653.589,28990.292,34474.393,31385.481,33523.197,17858.074,33771.194,51862.513,25020.147,26290.428,61553.0,13605.915,25914.866,24991.554,55914.719,0.0,0.0,26665.566,51817.22,0.0,55277.812,132030.452,0.0,16229.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['1+255'],12250.84,67744.046,40029.571,0.0,17113.194,0.0,15361.098,21652.486,11015.835,14991.059,31682.932,42774.585,15603.03,0.0,0.0,14015.066,30547.318,0.0,34125.182,18406.245,0.0,0.0,32664.361,27867.312,0.0,48318.567,0.0,0.0,32427.851,8855.57,8835.019,0.0,36925.844,0.0,0.0,0.0,0.0,25677.145,9931.798,0.0,27147.416,16737.108,0.0,28374.542,0.0,0.0,0.0,26050.568,15774.676,16757.798,0.0,0.0,0.0,0.0,0.0,17619.74,0.0,15023.73,34087.458,5193.345,10473.25,26649.185,0.0,0.0,0.0,12550.333,18946.579,23053.479,27542.927,0.0
['1+255'],12250.84,67744.046,40029.571,0.0,17113.194,0.0,15361.098,21652.486,11015.835,14991.059,31682.932,42774.585,15603.03,0.0,0.0,14015.066,30547.318,0.0,34125.182,18406.245,0.0,0.0,32664.361,27867.312,0.0,48318.567,0.0,0.0,32427.851,8855.57,8835.019,0.0,36925.844,0.0,0.0,0.0,0.0,25677.145,9931.798,0.0,27147.416,16737.108,0.0,28374.542,0.0,0.0,0.0,26050.568,15774.676,16757.798,0.0,0.0,0.0,0.0,0.0,17619.74,0.0,15023.73,34087.458,5193.345,10473.25,26649.185,0.0,0.0,0.0,12550.333,18946.579,23053.479,27542.927,0.0
['1+255'],12250.84,67744.046,40029.571,0.0,17113.194,0.0,15361.098,21652.486,11015.835,14991.059,31682.932,42774.585,15603.03,0.0,0.0,14015.066,30547.318,0.0,34125.182,18406.245,0.0,0.0,32664.361,27867.312,0.0,48318.567,0.0,0.0,32427.851,8855.57,8835.019,0.0,36925.844,0.0,0.0,0.0,0.0,25677.145,9931.798,0.0,27147.416,16737.108,0.0,28374.542,0.0,0.0,0.0,26050.568,15774.676,16757.798,0.0,0.0,0.0,0.0,0.0,17619.74,0.0,15023.73,34087.458,5193.345,10473.25,26649.185,0.0,0.0,0.0,12550.333,18946.579,23053.479,27542.927,0.0
['1+255'],12250.84,67744.046,40029.571,0.0,17113.194,0.0,15361.098,21652.486,11015.835,14991.059,31682.932,42774.585,15603.03,0.0,0.0,14015.066,30547.318,0.0,34125.182,18406.245,0.0,0.0,32664.361,27867.312,0.0,48318.567,0.0,0.0,32427.851,8855.57,8835.019,0.0,36925.844,0.0,0.0,0.0,0.0,25677.145,9931.798,0.0,27147.416,16737.108,0.0,28374.542,0.0,0.0,0.0,26050.568,15774.676,16757.798,0.0,0.0,0.0,0.0,0.0,17619.74,0.0,15023.73,34087.458,5193.345,10473.25,26649.185,0.0,0.0,0.0,12550.333,18946.579,23053.479,27542.927,0.0
['1+262'],0.0,0.0,83803.952,0.0,87991.162,0.0,87212.379,129461.708,89345.273,74657.566,118119.272,0.0,94297.275,0.0,0.0,0.0,0.0,0.0,80929.033,0.0,0.0,0.0,125587.367,0.0,59053.116,118065.542,0.0,0.0,107458.022,0.0,42595.639,0.0,55508.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73714.368,0.0,0.0,0.0,91003.963,23762.081,86971.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89937.739,0.0,63880.8,0.0,92770.284,0.0,0.0,0.0,73607.224,72513.359,0.0,97613.86,0.0
['1+262'],0.0,0.0,83803.952,0.0,87991.162,0.0,87212.379,129461.708,89345.273,74657.566,118119.272,0.0,94297.275,0.0,0.0,0.0,0.0,0.0,80929.033,0.0,0.0,0.0,125587.367,0.0,59053.116,118065.542,0.0,0.0,107458.022,0.0,42595.639,0.0,55508.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73714.368,0.0,0.0,0.0,91003.963,23762.081,86971.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89937.739,0.0,63880.8,0.0,92770.284,0.0,0.0,0.0,73607.224,72513.359,0.0,97613.86,0.0
['1+262'],0.0,0.0,83803.952,0.0,87991.162,0.0,87212.379,129461.708,89345.273,74657.566,118119.272,0.0,94297.275,0.0,0.0,0.0,0.0,0.0,80929.033,0.0,0.0,0.0,125587.367,0.0,59053.116,118065.542,0.0,0.0,107458.022,0.0,42595.639,0.0,55508.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73714.368,0.0,0.0,0.0,91003.963,23762.081,86971.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89937.739,0.0,63880.8,0.0,92770.284,0.0,0.0,0.0,73607.224,72513.359,0.0,97613.86,0.0
['1+262'],0.0,0.0,83803.952,0.0,87991.162,0.0,87212.379,129461.708,89345.273,74657.566,118119.272,0.0,94297.275,0.0,0.0,0.0,0.0,0.0,80929.033,0.0,0.0,0.0,125587.367,0.0,59053.116,118065.542,0.0,0.0,107458.022,0.0,42595.639,0.0,55508.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73714.368,0.0,0.0,0.0,91003.963,23762.081,86971.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89937.739,0.0,63880.8,0.0,92770.284,0.0,0.0,0.0,73607.224,72513.359,0.0,97613.86,0.0
['1+317'],17026.644,49318.705,39060.962,0.0,18348.308,0.0,18469.923,29222.812,10715.108,19635.654,24450.617,35539.987,19830.187,0.0,15383.217,15504.017,37063.844,0.0,21577.893,23950.62,0.0,0.0,0.0,22853.924,14260.62,28863.867,5033.354,18689.488,29969.655,0.0,7277.408,0.0,20531.371,0.0,0.0,0.0,0.0,24479.056,11634.159,0.0,26675.521,14401.41,0.0,17231.853,0.0,0.0,0.0,21978.354,11019.514,18877.071,0.0,0.0,0.0,0.0,27765.371,15125.641,0.0,9447.929,8755.596,10005.34,0.0,16302.166,0.0,0.0,0.0,10699.29,11531.324,31989.479,35715.264,0.0
['1+317'],17026.644,49318.705,39060.962,0.0,18348.308,0.0,18469.923,29222.812,10715.108,19635.654,24450.617,35539.987,19830.187,0.0,15383.217,15504.017,37063.844,0.0,21577.893,23950.62,0.0,0.0,0.0,22853.924,14260.62,28863.867,5033.354,18689.488,29969.655,0.0,7277.408,0.0,20531.371,0.0,0.0,0.0,0.0,24479.056,11634.159,0.0,26675.521,14401.41,0.0,17231.853,0.0,0.0,0.0,21978.354,11019.514,18877.071,0.0,0.0,0.0,0.0,27765.371,15125.641,0.0,9447.929,8755.596,10005.34,0.0,16302.166,0.0,0.0,0.0,10699.29,11531.324,31989.479,35715.264,0.0
