,6,5,52,51,32,20,16,23,53,26,40,10,47,4,49,57,24,64,22,39,70,21,61,33,18,38,62,29,12,63,43,59,11,68,34,15,46,54,31,55,1,69,48,44,58,56
Label,A,C,C,A,B,C,B,B,C,B,B,B,B,A,B,B,A,C,B,C,A,C,B,C,B,A,C,A,A,C,A,A,B,B,C,A,C,A,C,B,B,C,B,C,B,A
['1+82'],0.0,0.0,0.0,0.0,4815.039,0.0,14114.54,16228.845,0.0,0.0,20756.293,9254.915,46383.765,0.0,25372.224,43058.326,0.0,0.0,20047.935,0.0,0.0,0.0,31636.419,0.0,21177.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11893.183,34107.097,0.0,0.0,0.0,0.0,0.0,16211.703,22029.19,0.0,14923.496,0.0,32479.7,0.0
['1+82'],0.0,0.0,0.0,0.0,4815.039,0.0,14114.54,16228.845,0.0,0.0,20756.293,9254.915,46383.765,0.0,25372.224,43058.326,0.0,0.0,20047.935,0.0,0.0,0.0,31636.419,0.0,21177.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11893.183,34107.097,0.0,0.0,0.0,0.0,0.0,16211.703,22029.19,0.0,14923.496,0.0,32479.7,0.0
['1+251'],68151.064,25294.28,33559.624,221060.271,76044.145,42245.321,100163.353,79212.692,68612.302,225218.92,115230.719,105251.831,145182.073,68021.628,144882.879,79638.701,88509.476,22644.384,75044.118,26105.003,69087.882,42426.112,66226.202,26535.076,101237.162,91143.037,29993.049,79600.263,103705.231,31211.037,74292.54,58085.424,83974.497,60105.418,28593.69,79375.673,40046.339,254117.719,22973.947,168516.941,67878.963,28620.092,120303.829,37789.684,72391.133,0.0
['1+251'],68151.064,25294.28,33559.624,221060.271,76044.145,42245.321,100163.353,79212.692,68612.302,225218.92,115230.719,105251.831,145182.073,68021.628,144882.879,79638.701,88509.476,22644.384,75044.118,26105.003,69087.882,42426.112,66226.202,26535.076,101237.162,91143.037,29993.049,79600.263,103705.231,31211.037,74292.54,58085.424,83974.497,60105.418,28593.69,79375.673,40046.339,254117.719,22973.947,168516.941,67878.963,28620.092,120303.829,37789.684,72391.133,0.0
['1+316'],602636.332,420810.417,1106168.54,0.0,411316.858,747656.669,569688.117,632817.684,1469320.79,1470301.88,782393.375,1029296.88,1136670.14,552938.598,1051952.21,484393.743,675089.233,276153.15,654460.89,541940.845,942664.877,749802.89,580441.34,425297.496,609804.465,624001.528,340645.508,437211.0,1123022.49,307546.473,523144.644,515858.993,853964.013,894890.463,474608.204,471333.532,679967.933,2593051.81,394888.878,1339973.62,459631.212,426037.618,931760.766,630217.028,496814.719,0.0
['1+316'],602636.332,420810.417,1106168.54,0.0,411316.858,747656.669,569688.117,632817.684,1469320.79,1470301.88,782393.375,1029296.88,1136670.14,552938.598,1051952.21,484393.743,675089.233,276153.15,654460.89,541940.845,942664.877,749802.89,580441.34,425297.496,609804.465,624001.528,340645.508,437211.0,1123022.49,307546.473,523144.644,515858.993,853964.013,894890.463,474608.204,471333.532,679967.933,2593051.81,394888.878,1339973.62,459631.212,426037.618,931760.766,630217.028,496814.719,0.0
['1+376'],88752.64,35217.153,89729.524,0.0,65445.178,79480.617,76039.568,93132.259,56387.209,126497.239,146320.505,137287.459,139846.97,78845.778,158658.655,61372.692,96642.456,23364.145,74187.468,37273.685,85626.019,85941.845,59291.917,32891.237,100938.331,117300.813,27439.806,75785.823,142720.658,29946.442,67252.148,55145.047,102140.063,74136.556,54436.218,79523.454,25989.678,404133.095,39040.642,183832.223,71864.038,34060.723,143894.4,60134.008,66872.777,0.0
['1+376'],88752.64,35217.153,89729.524,0.0,65445.178,79480.617,76039.568,93132.259,56387.209,126497.239,146320.505,137287.459,139846.97,78845.778,158658.655,61372.692,96642.456,23364.145,74187.468,37273.685,85626.019,85941.845,59291.917,32891.237,100938.331,117300.813,27439.806,75785.823,142720.658,29946.442,67252.148,55145.047,102140.063,74136.556,54436.218,79523.454,25989.678,404133.095,39040.642,183832.223,71864.038,34060.723,143894.4,60134.008,66872.777,0.0
