,men_Pt025_RPLCneg,men_Pt063_RPLCneg,men_Pt008_RPLCneg,men_Pt013_RPLCneg,woman_Pt119_RPLCneg,woman_HCW080_RPLCneg,woman_Pt003_RPLCneg,men_HCW564_RPLCneg,men_HCW059_RPLCneg,men_Pt047_RPLCneg,men_HCW011_RPLCneg,woman_Pt087_RPLCneg,men_Pt116_RPLCneg,men_Pt010_RPLCneg,men_HCW578_RPLCneg,men_HCW574_RPLCneg,woman_Pt058_RPLCneg,woman_Pt164_RPLCneg,men_HCW036_RPLCneg,woman_Pt113_RPLCneg,woman_Pt005_RPLCneg,men_HCW012_RPLCneg,woman_Pt038_RPLCneg,men_Pt060_RPLCneg,woman_Pt044_RPLCneg,woman_HCW099_RPLCneg,woman_Pt022_RPLCneg,men_Pt110_RPLCneg,men_HCW237_RPLCneg
Label,COVID,COVID,COVID,COVID,COVID,HC,COVID,HC,HC,COVID,HC,COVID,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC
721.2044@488.22,10374.93097,13084.88335,7343.55705,10841.16594,16039.46285,2563.039,7848.84727,4548.18068,7707.4409,2082.45195,5283.53196,6774.06328,5612.13311,9849.72004,1779.41628,7143.17656,12744.07892,5294.21495,8835.72496,8801.27448,5708.0798,1121.65616,10143.7545,2464.41228,2082.38608,9808.53555,12247.63319,5890.36401,3556.76614
222.1491@230.94,10077.54856,11861.62088,10662.17074,10063.8556,9211.0715,9272.14546,11492.5495,10094.7766,10122.61771,10115.96861,9727.04943,11358.4161,11243.43252,8528.05066,7851.68351,9858.66813,11389.25206,10184.21767,11098.10275,6649.78379,13128.79617,8683.96323,12668.28887,10691.23179,10720.49757,6470.74354,8580.79267,11733.62667,7894.94518
958.7142@487.96,44499.33222,104050.29031,54881.1036,30236.19863,37144.54713,27130.92057,43406.7291,18820.11029,22879.4154,18997.80827,10643.00626,25722.68661,19479.22763,30158.5457,11325.03044,37463.20829,43532.16436,52415.74283,27185.47036,28346.67511,20374.37146,260.40794,51575.47002,46086.24805,11588.52357,22038.10549,28230.81661,48156.5876,9125.57315
218.0055@653.23,731836.84648,727360.2887,706858.81145,741075.948,781036.64626,687187.366,712144.22536,701996.04324,706912.13672,748540.17346,733648.86322,710791.45557,707344.50654,782649.28671,724533.73162,712525.08868,712605.14014,683055.64264,728183.70568,726171.4389,740294.61474,715510.82919,729966.69786,726585.24921,705879.62444,783259.82171,747489.29123,712987.0575,708165.56425
485.3831@383.03,22276.54149,4706.69762,43714.83366,9427.4993,1408.99673,10152.73972,10212.63644,146122.25031,39859.4569,9568.16666,36778.25112,4857.6057,14976.68478,6741.84819,68705.02236,118635.35837,18719.89301,17659.16953,84766.87854,37071.4829,132429.73501,4776.52556,16417.95496,14035.93887,23353.00704,14113.00745,7567.68226,13103.91136,12182.15664
162.8382@636.63,42289.87709,37479.07421,32642.34792,44290.11463,42512.42283,21158.13066,16591.21066,22970.39761,37830.26462,21844.9876,40675.96897,33231.08828,22402.66429,42720.46781,9141.02972,17492.41605,17862.77835,20793.59358,35335.20779,29613.24988,26097.23466,11299.99659,27617.55994,22445.79398,16802.94196,44986.12233,20036.20906,22340.38241,24426.80457
343.2271@340.17,34117.80295,81699.35358,118386.9233,80413.06741,103876.50585,5686.13479,66892.64732,20832.80257,8584.00861,7300.31398,10346.49549,8496.60157,38941.4147,15069.73626,4127.34972,37093.89679,79482.04495,46030.83953,10619.55019,21188.72061,47482.2595,3287.9594,30002.43101,31036.75884,10904.17084,9774.43182,28208.52044,18377.01783,4715.33373
132.981@652.92,285257.49529,292081.04152,288410.82599,284592.93523,304013.96861,262398.61926,285608.0534,266264.46045,289620.05938,272838.70624,285491.35315,276519.16384,272532.78035,304505.36721,283989.74712,285435.06554,266798.20717,262284.90741,296986.22917,284922.56692,272307.66555,274623.35999,291232.43707,277417.28286,276479.84489,307875.73965,301956.63808,282223.86755,270854.91796
256.4864@478.92,56471.42143,1370830.45736,1921799.4482,438870.81457,1021100.69762,811004.42015,968492.81475,319036.3949,485783.5101,244026.06564,623870.0549,682852.99554,473513.72232,451658.76186,361523.38597,472014.61708,1130932.89105,924732.3577,676283.05044,906623.71131,423825.21124,23939.58994,190648.76602,993942.43174,300789.34106,377137.4784,51966.35905,2110312.53025,223458.29358
663.4698@504.52,1131.29347,1562.90193,2550.04414,295.50527,2084.12315,18389.10506,5168.55406,8257.7405,2531.62604,244.61773,17753.61831,6282.58193,1594.4935,8936.15681,31601.53812,22475.36852,30945.97882,1310.48418,7895.31832,1242.758,3759.67754,530.4945,20380.67495,2284.76307,11491.52546,26416.20651,15003.15717,12976.06348,12718.21011
260.1859@141.2,25775.52378,26430.43952,27091.56561,26015.64991,26819.85487,24958.76942,26359.02259,24528.01611,26098.43914,27327.031,26542.03714,26424.73124,24892.90324,26324.34592,25578.22169,25568.51591,26404.52263,29505.40556,27188.15281,27069.825,25477.15553,25960.63029,29543.56141,24893.90075,26704.34311,25848.15691,27080.41151,26726.8598,26456.82248
627.3484@387.5,232128.37019,243520.72635,253358.80801,263487.01459,182768.32007,200123.94045,548596.33513,431913.50979,102961.89006,60279.07063,229815.7059,189427.45433,216334.25832,130263.85714,206289.41836,272343.22486,241659.16144,214580.00195,194051.24708,147642.28023,372860.88723,38654.91621,280463.02799,262767.3765,377514.53917,246970.49202,160566.21633,201009.35933,141645.12413
959.7179@487.95,15298.09677,32179.09339,16920.1434,9257.19963,11202.41985,6112.67669,13875.9982,6961.20659,7217.10214,5592.5599,4200.11414,8481.72352,7538.78438,10799.21519,2331.99541,13390.70674,11681.14662,15484.02699,8687.72616,11391.91142,6414.54968,167.76318,14981.76397,13884.03749,1602.11736,6323.42663,6209.89467,18105.40194,2690.04555
451.3771@512.22,144582.80424,130023.88045,269212.07966,100723.40784,45623.74499,162903.27129,204852.53434,234428.36869,261737.66353,67631.53329,273978.04318,121880.76799,304223.77083,178449.04398,504354.59463,395698.48121,153123.22901,103180.93802,567004.11372,50333.07994,723506.06425,89157.03559,223655.22648,146726.46967,116739.11251,28299.42416,153443.45286,143484.75786,86283.35897
495.4041@641.45,9572.50438,7865.61467,24555.70434,10100.09271,3900.16691,6534.32398,11828.80391,46743.30719,19503.39486,3254.56468,24858.45544,5779.37472,20876.99273,16764.32381,31972.8279,36867.04416,11863.61736,6923.3008,66437.62192,2287.76301,100653.0003,7628.7095,6036.76218,8568.08851,17790.24833,10775.2264,4828.6807,6829.14205,8853.21276
282.4204@488.11,2754373.45682,205804.65118,1816576.49111,2361027.47684,198764.47229,69679.46837,203544.33704,102463.95874,1268180.82735,78125.82683,590478.13393,185404.03087,148256.705,1904322.62187,99620.7739,145416.70047,1101490.39342,207197.38809,2089569.13753,3324171.66505,172837.93816,19996.43329,208239.45606,3690651.1274,351410.10773,1957816.80891,2539088.08465,2775915.32656,89620.23581
197.8312@636.24,180861.88655,330274.26466,288123.93886,364922.22485,88688.76881,266032.09452,226866.33401,259543.31328,173528.62784,275109.3139,154839.81787,298187.92866,263371.91477,370959.28438,159655.85563,202795.88375,195125.54053,262160.16985,201796.24285,256740.47954,268683.17661,266524.59581,248022.22687,199701.7209,159412.14486,358180.70893,97981.30687,275106.19093,206376.89777
197.154@317.91,19788.48683,47166.78656,32266.88972,29883.26586,46667.88617,21122.72117,47694.4558,24363.74925,31696.56915,21729.55521,21913.69108,38961.42524,18591.11126,26034.72866,25456.70655,35359.73131,43631.33769,48357.12178,18703.04886,41233.39336,33429.11184,18072.07389,51713.76867,39892.0618,22837.74804,34620.57942,34684.499,57481.58188,24458.06896
365.232@362.74,21510.89129,21888.33997,21408.20753,21462.78847,19127.11424,20593.28806,20243.06821,20514.97746,21171.60611,20088.69158,23049.46564,21220.71036,21079.79498,21229.34564,18318.04443,21462.36646,21914.36379,23231.0094,21317.6725,21593.22615,20837.6115,18947.61013,24088.54055,20040.78223,19069.45787,20926.15577,22029.64336,20474.99727,20855.38576
196.9833@226.23,8437.40793,7452.59935,6802.27735,8706.47073,7719.20923,8161.63765,8541.11889,8740.57547,7764.878,8467.16383,7833.50096,8688.54225,7696.45166,6863.86905,7257.31115,7911.03415,8274.89235,8585.01222,8262.3157,8759.48559,8222.74772,8255.45236,7294.1138,7610.14291,8724.81153,8041.6617,7552.61388,8141.21074,7664.03457
957.7106@487.97,66984.82258,173054.81205,78910.99965,45730.68283,57461.12672,42262.05023,67427.76325,31710.74265,38628.22883,35058.1143,20241.45968,37116.7525,31570.64272,55042.16023,16977.89152,59029.58137,69807.8949,84544.35017,40979.83465,49021.87542,34193.70522,759.63964,88488.29636,78033.52673,20849.99378,33788.42974,43396.57105,74009.61478,17853.73784
593.1589@414.96,92525.84641,96984.93391,86042.1439,90349.26051,76334.6382,78182.41695,80755.2564,70235.98259,83404.40074,91932.07063,82229.93312,85923.9103,79235.60728,94680.90139,76724.23385,79688.80967,84152.51612,78541.06705,87289.37082,78597.17717,81192.3095,86290.43759,72694.82874,81196.56669,80732.85705,81479.49588,82076.66487,80665.03117,82536.12597
284.4203@488.01,139716.53873,1018947.51297,569876.06177,116961.94158,863718.51791,190688.01342,926979.09533,250892.59283,324707.31213,178772.14321,103459.20161,663909.02113,394131.12154,422928.05704,291085.12186,455783.89584,840965.99945,1003291.85657,495563.55134,788808.26932,630794.16025,7281.95051,13937.87866,885205.00884,243957.04546,416876.27337,579540.94353,539735.58955,243233.28669
258.2444@479.08,72611.12374,854309.39611,437577.37724,254170.68247,690138.18057,126383.90672,614929.97218,170610.62984,44966.12075,114476.01567,91240.12042,461015.27894,386010.13226,29516.42501,173420.95839,285369.69273,783661.20215,619189.64929,57349.75406,543498.20892,340395.44657,52500.50474,829425.96511,710333.17937,139860.0588,177033.84373,26888.81038,503419.50615,148077.41382
112.9375@28.1,72864.26999,71992.23329,51648.77509,70336.63278,11721.70112,7471.599,60695.77869,16922.92759,14468.16556,5484.48631,36992.85827,17267.35886,63981.53626,9469.08529,30623.09769,70865.75859,54723.11366,888.56329,38960.17869,30765.04217,169995.62712,3095.57729,36474.49426,80557.18468,63782.16277,12201.21138,25273.85418,164849.84759,1482.28319
887.0593@517.2,12738.16747,14830.18577,12657.17235,15349.8337,16467.84481,10185.99811,12673.32551,12754.14507,13609.35015,13063.70154,15970.54203,17363.92791,14427.24357,15245.69373,9746.79751,15120.72869,13596.94692,13678.54709,12102.18891,14797.08433,13833.15161,9022.51562,12946.72125,13097.89752,10531.68709,16152.62902,19964.72249,12545.57509,13791.51607
734.9612@518.99,9324.59533,10200.14557,7918.62622,9887.07887,10816.91665,6303.41071,9763.50186,8032.63638,9015.61984,6179.46766,10694.88032,8761.89276,7436.73207,10549.806,6116.21201,9385.39853,9353.34655,7124.23054,9195.60223,7720.93255,7736.05117,6147.81622,7936.08094,6926.49613,7104.70714,10992.26172,10278.11004,8021.65192,8015.78807
592.4645@465.29,23630.51264,43031.62412,87882.8849,81729.62031,18145.58838,84159.95226,94873.11781,56531.08754,105437.66247,10441.79081,131417.19001,49979.91293,147622.94886,78597.56701,274050.88734,188634.92753,68274.43573,8141.34368,281443.67589,12530.89942,138814.02229,75124.03428,123560.05725,45709.53907,127319.26982,34656.21352,61147.3986,79107.50492,35697.8367
639.5372@497.11,67287.43955,350767.48858,56349.72013,102182.93295,196074.04317,18207.36314,123759.31775,27100.78552,59346.37492,17350.65963,17645.49347,82331.87673,34001.66136,52897.07713,26027.27499,47779.56203,100812.6604,81408.51965,55016.12944,98302.55727,59428.37161,1222.71185,105772.079,104529.50569,21070.81697,39607.86596,76098.04567,77043.91088,14903.26369
467.3726@420.34,187635.28805,132548.52274,379869.8099,168157.89631,44317.694,177765.40973,280385.1651,499533.02263,329088.51102,66637.65113,428455.99295,126068.68274,476890.97945,224741.13927,699469.77548,594891.49031,135331.56479,147480.03303,816640.51771,58627.74792,1300286.48642,134720.84998,150424.14062,230553.47534,248909.75799,127737.08455,263237.65225,210133.05421,128539.23853
626.3455@387.51,681844.48575,712683.9323,740636.76308,767242.91004,528356.01175,592547.55623,1593388.51829,1257783.47321,336614.55823,182621.03519,668681.31671,558718.92679,650149.99093,387617.84497,611159.95745,807394.17688,710237.4268,626597.053,561587.78403,431681.28135,1094798.2333,114472.94278,825302.89193,779156.18884,1107309.70161,715203.11049,483292.41016,600863.30207,421235.71574
174.9917@652.93,1687188.3749,1761802.10726,1732785.75417,1746722.61761,1682639.71741,1612904.76901,1636607.08518,1634063.17822,1645035.0566,1662919.96337,1652050.61632,1591344.31305,1623728.2954,1849177.81726,1678382.30267,1635029.32416,1641195.99621,1562759.57004,1756012.31877,1656276.07146,1671620.78535,1649271.8105,1680408.19494,1685570.67839,1612426.15306,1840741.48401,1661877.2287,1633821.74658,1654649.31296
283.1006@288.85,20363.2152,22897.44331,22140.74669,22155.15372,21961.0445,22190.46191,20893.38379,21875.48222,20513.27527,21167.75578,19907.02673,19647.40379,21381.87503,22008.62751,22548.60581,21691.04456,22717.2025,24354.50242,22482.99024,22812.90528,23297.42127,20991.19987,24345.51798,22385.11823,23375.10367,21868.00249,20409.66946,23044.71293,20993.18426
871.5848@514.43,423863.32015,755799.77741,735531.81687,206114.09431,606172.47136,488758.21574,819383.21636,1504067.63487,144899.74691,1195814.59901,545663.15602,246879.21809,1176600.42288,239173.11032,1952861.23923,1238577.03066,210940.9797,1199663.98619,764656.77903,960770.38438,888548.12886,918599.18607,623979.88339,1103629.16255,16514.55824,395107.76896,820192.32193,1133664.99928,1223702.72003
305.2479@513.65,803739.16073,867732.62721,364249.83973,885984.00092,857663.92582,384256.039,332492.68033,324901.13085,397770.48859,361045.55654,423889.14546,801756.65934,361031.72055,415541.70581,341425.73609,397738.27559,789566.06855,803197.43939,400186.75714,354896.30699,327214.69095,343455.29454,821950.74203,360823.22115,336649.24665,408569.98225,854365.50185,782339.30133,343226.05516
679.4112@478.29,13904.87948,13788.17306,17053.15505,5260.9456,3234.34173,13980.02174,7308.32412,8697.55291,6933.65476,8694.66918,5864.09949,4235.42087,6206.78606,7380.22257,3536.89291,8904.7115,5029.42097,13720.00576,9915.32402,7251.4864,3905.47768,1672.88099,6357.36877,15725.29301,7988.41319,1842.08398,3346.0764,13644.77924,4666.40347
145.0968@31.56,58577.75827,33607.18392,58017.30602,34383.70599,36543.49321,15517.45221,44222.74031,58515.27249,79547.05814,2655.63292,37112.43437,29128.72306,34720.38805,25962.91962,40176.85094,108487.16976,51439.31321,32795.05615,49281.45654,15270.03702,47935.7083,17957.79937,33906.6158,40798.86528,8461.32144,98408.66968,23678.82865,122972.3195,65610.55449
649.0646@476.09,41747.60055,43242.26307,36399.20408,44229.09228,53375.58069,30253.53707,34372.76349,30150.32624,38491.747,29553.1993,46571.56097,37601.54548,33683.08126,44210.08478,29196.03942,35939.61491,37733.50902,30538.68614,39879.12821,34360.99052,33017.52351,33041.67965,36925.33672,32709.71633,29173.06714,49549.33296,47727.94461,30962.30906,32662.53205
468.3762@420.32,53822.55012,37559.07655,110023.3971,48593.24138,13074.01218,53629.51142,80704.48722,150474.85634,91509.40932,19359.71476,125949.3324,36263.1876,145059.83764,66026.98243,202024.32287,178708.91332,39469.88557,42481.06263,234966.08868,17134.67213,376810.90861,39393.9296,44493.29477,68316.22301,74100.23992,34978.65986,76558.06419,63583.25219,38343.78731
99.9248@570.73,2237108.18079,1485233.81514,7322817.98965,3328358.78568,1761692.68414,3706745.97857,4956965.47879,3553972.7445,1629300.8927,5564851.85181,2010102.81919,4059578.28337,16684218.95536,2056981.49157,3569526.42729,4267384.30158,3922926.05508,4545412.85822,4286353.69787,5330087.98391,5356908.03348,15806110.5383,2811813.65287,4051172.72437,3748845.52533,3208145.66546,2107514.03291,3323969.8727,15992368.54259
346.2364@488.22,7209.06038,9645.86933,9105.29902,5567.08645,7076.4987,5999.76303,9797.07596,6938.85772,4669.95719,6465.46492,2125.78996,7903.59005,8401.08096,3875.21589,5998.45425,5667.43579,9608.4778,9981.30578,5978.464,12250.59618,9842.01048,2938.09666,14407.4009,16682.80503,5129.52736,3232.41941,5278.27552,12109.54853,6951.25554
767.0468@500.05,19923.85678,16083.86954,25506.00372,22816.64125,27574.71721,12796.249,18490.52404,16868.68684,20455.04751,12497.21926,26841.2149,20518.65601,16472.99601,31944.89487,12386.25137,19353.49351,25292.3521,22513.01828,25072.85452,19460.74099,21297.6053,15741.69575,19343.4627,19013.02613,18838.33909,27113.55551,24383.70425,14485.11096,16468.59868
282.2055@497.77,169180.66506,178321.16701,114843.44817,105099.82899,189431.752,179612.81062,96793.25644,354250.43453,96948.29388,318928.52033,97077.4261,94124.19143,115747.53937,128190.83723,113461.3794,346148.76057,300410.95909,147503.41897,116212.30084,193252.54783,215803.8777,264841.08586,343142.88308,106026.53465,169301.58195,194478.57454,106243.61509,168077.361,358093.21202
441.357@357.94,11002.54322,4750.4791,18488.39124,8726.50703,1078.25302,7154.10566,9808.68941,62779.60168,22482.59492,2527.43295,17281.26151,4599.92561,16317.38437,7181.87939,27462.23969,30297.52591,7056.2079,4916.23164,53597.68455,549.24056,58476.86649,5383.30345,6838.66309,7510.99229,18184.14324,4796.06504,8210.33116,4962.72643,4792.15158
181.0497@62.07,19248.22295,36875.42576,15688.98954,22154.01704,16367.11185,10383.61826,12866.03633,18729.067,10697.44575,6538.87728,13526.42984,7482.67781,15400.93398,35242.69528,11819.92735,14437.54879,14197.2996,21484.31736,9746.18729,8730.19845,16848.51775,1335.59523,19559.66033,15033.83716,6104.36445,13688.77028,18142.72114,10262.23556,3109.42591
137.8909@637.01,409160.22306,382876.5809,514797.62569,387044.08758,353025.28073,391185.99851,513632.14482,392901.25503,405042.22222,389218.83631,392996.04818,482540.44,387290.90635,395257.08042,416569.21511,460392.53243,395412.61051,395376.17066,453437.77014,519200.77159,403383.65471,391230.59343,524411.81973,396855.4387,400459.55254,340836.914,365318.88285,392407.01485,390596.73949
332.2694@506.88,1683282.47676,1665641.64453,1427898.17772,1608468.83599,1536476.13608,1005878.63559,1136021.65396,1214037.04803,1739003.37781,1202513.54228,1462372.65425,1249836.03438,1206889.3142,1653144.41698,1080016.88223,90786.59706,1413233.8647,1134092.30303,1197987.72473,1234576.94259,1092090.41095,1014925.66318,1224661.43267,1142923.26489,1004169.30705,1684839.59998,1441275.08037,1198481.97567,1140489.92845
636.5094@488.23,67865.66586,106075.80733,70546.82142,63844.90645,68559.15562,50270.23507,54069.97454,46256.34896,51029.95444,41929.49926,45742.10599,43126.93611,42207.39494,69149.64997,30236.18816,71839.68746,59188.08655,57293.64154,60791.8435,54412.46221,39850.36211,14461.96418,62497.7048,56443.56569,23684.60373,58802.90079,58484.13868,61341.5529,24301.80265
300.2042@395.6,11690.29297,12544.96203,13583.3873,12615.0541,15791.72184,11891.57842,13299.9586,12103.55752,12315.04925,12582.21992,12027.67285,11523.18209,12728.13023,12855.77674,12242.23356,12392.02112,13603.61971,13927.57928,13480.54087,15252.07578,12820.94052,13128.91592,14130.74452,12321.34473,13031.73416,12761.066,13808.60757,14395.23113,12801.07106
971.7274@487.96,48790.76025,127257.78051,61186.95758,45064.88494,43256.01296,44648.6241,42338.25697,25500.67137,32413.13978,32352.2056,21467.32516,27102.58865,23705.9304,45953.97279,14616.58952,48480.30108,39294.26657,59293.04573,36097.32087,37684.40645,26423.09233,2618.09774,57632.93496,56605.70936,16000.69733,28958.79563,32460.49835,58856.67342,12982.8821
515.3698@487.87,48004.297,47456.24747,154346.83927,34519.08287,7315.16854,40647.61718,67375.03235,94369.53364,103917.24676,13900.28444,118038.22716,28298.84407,114194.34395,96786.99708,154054.47652,186278.76478,31077.24511,18014.42775,234027.18399,3820.90206,319939.11718,31685.93105,31014.43341,42748.69287,33034.12839,16621.30348,72837.24924,42349.87025,23386.44735
609.4859@479.9,360128.61823,709973.62787,314484.07768,216195.48993,497880.84932,168253.357,312098.65486,175051.28183,265145.71055,120514.55542,170657.8901,255554.61854,226506.35062,220525.01267,142950.70091,303588.37495,352424.12249,355400.01326,373170.07566,341155.43915,290077.49455,69838.4966,440941.59292,400028.50001,108716.55441,196869.68673,276549.00262,308742.78043,117088.75084
478.9491@654.35,10456.88114,11044.01701,8643.54756,10201.58557,8802.97967,9848.08368,8944.90187,9203.78115,8822.46031,9096.08153,10816.76966,9844.23968,9819.89159,9101.15063,9437.94822,10779.91231,9445.69971,9259.08655,10900.0381,10534.20449,10399.28893,9158.11773,10944.9101,9515.30934,9596.18353,8372.11494,8526.42182,8601.25367,9135.51706
640.5403@496.95,22636.64188,137121.22204,18060.33419,38741.77634,74803.95515,5197.66639,47045.24307,8423.39956,20638.57577,5747.78978,4056.27781,30233.31705,10926.82602,18540.96684,8494.85203,15521.67001,35565.67564,27981.69206,17533.93637,35598.88723,20400.79219,0.0,37450.59239,38050.06008,4817.42867,12022.31419,26302.25996,28466.91535,3930.95999
840.8686@500.95,943512.56224,1151.40271,592687.51089,188955.07387,11801.80291,1262.25431,448729.27826,164065.07192,103474.32364,3542.48501,132522.15986,37619.48271,189841.86144,664951.88795,75746.48846,1228.44364,411727.22222,787029.28284,847166.01349,139821.41448,751657.34025,183041.05892,101555.25065,868067.89235,1122099.16685,12683.57083,11325.41395,1376.78316,204781.76902
202.9868@652.99,2765931.66176,2876299.91472,2733110.12039,2922509.41912,2810073.57406,2746210.9444,2720004.25959,2749529.87688,2792390.22387,2678803.17726,2731739.13929,2932307.39719,2745937.70978,2929666.47215,2736676.24989,2828807.2192,2851187.08101,2781203.24275,2760616.23559,2697225.9422,2661156.85997,2802213.70859,2758182.05903,2674565.24648,2766247.43868,2935946.24015,2923451.22482,2688381.4153,2664249.6542
428.3813@529.69,5736.50534,2781.049,7577.75003,2642.3989,1844.12322,5367.69884,4423.32037,10384.37302,33236.50661,572.31273,12147.81442,1388.74141,6368.42926,6164.48579,10940.16476,18183.21981,4208.60438,816.7135,24264.5273,364.33247,42267.84396,2316.77726,4153.15363,1454.69702,13140.5389,2504.74648,7142.06693,5863.55668,2756.9186
826.8504@507.97,746399.00487,2091.26954,567554.75264,101553.27319,10836.38337,1284.08628,499574.6519,159876.17494,33353.3215,8204.48191,101109.98373,20734.94764,138293.26949,326839.51008,73862.03201,2118.77187,287410.90054,607596.71346,598115.2585,100029.63257,574042.55779,126354.1401,91615.50354,750713.5176,748705.63106,9462.0622,9505.47138,1259.8165,163513.44696
358.2849@495.62,336079.25795,164763.23666,284140.83043,216932.05739,145527.32786,116697.81187,119520.64133,123724.40558,182705.06199,160978.78306,116892.09003,122215.0473,279906.34343,191759.96336,124753.82919,174079.87309,308089.36955,263921.39536,304552.25481,271243.00983,107947.06635,168570.53628,378055.03882,278300.17363,247735.86016,377348.95126,124046.81209,279772.64786,108277.20455
236.1045@258.46,90054.86067,85906.66224,91587.54506,89824.34287,83348.85067,84892.47814,92062.6185,97317.99274,83148.48772,88794.21869,90160.40973,85365.99199,94011.289,90024.2143,92150.02562,90852.50555,95574.2135,100383.9617,90092.8264,90133.95227,98633.28393,88631.21114,98251.16465,92529.86802,92407.07794,79870.04046,83688.34815,91059.50497,85880.39688
807.0797@512.46,54687.89029,55162.6129,45616.10393,64293.54897,69912.11148,41039.05059,43856.97156,37131.51188,55382.39613,37534.80407,62718.22272,52723.07715,42236.50259,65017.4536,35606.01619,51080.68799,37871.47517,45789.03394,58180.04026,48511.64938,39743.64714,40674.40547,46271.02848,45240.21347,39602.64817,73768.63973,64140.40537,39774.95985,43492.38671
603.5242@507.28,39920.90448,120224.96918,43870.52418,39966.59492,88608.9999,18223.92286,48573.55993,14741.84151,34726.17794,12020.22542,12854.75037,33276.8922,31324.77724,31863.404,23087.52087,36685.51554,110035.58879,56059.37374,38068.93845,57721.42831,28433.48843,2909.87526,50873.00447,56572.9241,8517.81379,24656.39076,43131.2662,33110.40539,20051.17183
223.0276@309.75,141940.49287,136135.00086,163115.26464,169020.62831,139477.89487,147783.53819,137599.7413,130013.86165,160701.23122,126704.98328,139387.08396,151742.26234,138113.01452,144265.92642,149439.90135,144680.93668,157168.04761,159985.26815,133702.73265,141558.61146,133698.2144,109546.20363,149309.64433,143921.07694,138721.99408,150838.53785,130595.56039,147358.9817,127961.36355
709.4476@475.08,11195.33547,4073.19087,7248.10673,4421.81198,4245.42128,4070.54488,5900.9341,4703.70457,4862.26993,6415.64994,6326.9015,3679.23822,4206.35099,7963.33174,4014.23549,3929.10248,5631.19651,11343.99774,4638.98391,8220.00949,3462.24001,4782.41057,13238.90875,10016.32571,8936.59062,3954.9363,2606.66301,4015.02503,6185.69851
612.3293@387.49,188070.30429,202584.69141,205360.5247,208776.13166,163610.2418,158111.5916,477969.49315,351237.73741,91806.07119,48559.16335,182284.93187,162085.1782,168531.5465,108134.50994,176499.21526,230654.05066,200739.41221,172751.63763,150843.50871,112658.96687,309104.61509,31251.7701,217506.75003,207271.13736,346209.51953,205137.65459,129480.63323,160704.03425,109327.31731
643.4431@487.91,58854.97091,111403.25319,53783.83404,38809.74183,63806.90306,15744.64231,46754.10377,16587.76936,25219.95994,12508.46961,15892.6205,25059.84392,16260.3932,44184.54849,478039.65062,43432.24885,41555.21085,42388.62047,30875.27999,24687.47381,16253.24646,0.0,50872.61846,26401.19802,10769.4928,35980.83199,43448.97759,39756.63351,337241.31391
387.3254@550.44,6643.47422,4077.09073,3678.05518,4047.93386,8377.96931,1990.38706,3521.91411,2926.06298,4454.60436,296.10911,4824.91606,5596.81299,5759.15167,2354.36295,2910.16778,3830.73523,3989.46632,1508.08913,5886.96928,3874.13941,3242.30523,565.58086,5510.06666,5314.02131,1824.17024,5219.90998,5017.62449,4431.56464,1257.72666
591.4609@493.59,285077.32158,279312.07754,702705.56823,410143.03631,60635.97963,520454.94996,867924.82895,244391.58431,875247.46966,80203.81355,904968.21942,231660.36184,751094.85415,467038.30964,1416662.13362,1528218.92711,787009.5189,67845.38838,2000283.7527,68312.90809,1359470.3647,347927.46708,925113.5445,348642.2618,763345.9406,230025.41959,477456.71723,545348.41198,196848.45837
352.8551@642,13569.09302,12691.26138,13255.91671,12723.66855,13404.92295,12861.59945,13026.82109,13597.42807,13031.28796,11085.78974,13526.14135,14352.30908,13314.51609,14070.80602,12078.84875,13101.41928,12531.08124,11443.99841,12821.08869,13743.22042,12860.45712,12353.64821,14212.71951,13073.22745,12261.4078,13803.64051,13835.52771,13610.26867,13633.7285
628.5244@512.06,319991.9341,393463.6066,271475.48653,365652.45518,299744.69056,258543.63662,263812.57627,223895.70292,355738.64283,230172.62229,391192.07011,303345.29628,240438.55137,380921.11368,202947.05405,314427.59769,430348.94139,261098.51234,302020.17734,301078.00439,251801.61764,214291.4781,277184.19024,337696.71469,205484.86828,384574.15579,363901.92869,237307.92034,258864.95545
271.1908@232.49,12877.88624,15542.58987,12401.93456,12261.18036,10499.34455,11441.71915,11934.70686,10716.94632,11653.80552,11860.77306,8749.04046,15174.59807,13727.5391,14884.89523,16101.52332,13624.64473,14138.58543,14438.1746,14250.65511,17475.8105,14939.24277,10933.92934,21868.38152,12448.45484,14747.18739,10923.97741,11033.60813,16050.34722,13852.23263
496.4074@641.4,2485.25231,1991.94093,7393.91963,2423.48172,792.77802,1043.80989,3189.09223,14575.95113,5794.88513,725.08314,7653.9117,1478.8981,5519.26872,4462.62494,8353.69466,10962.36613,2984.59864,2181.15481,21393.24957,517.38572,30237.02708,2205.51842,1522.88128,2577.96012,5611.02315,2337.68479,4822.95853,1062.05568,1808.4773
617.9617@509.04,44428.68757,45440.82533,37642.96208,51775.07098,54372.93868,36482.73911,36655.24801,36302.45023,42790.39903,33427.19692,44318.10085,39506.29696,36362.9059,50085.67414,29802.84473,42696.52624,41807.89057,36295.50288,45280.53134,40675.00094,36149.11019,33222.34849,40716.53378,34171.01605,34033.74417,56826.49483,49463.89887,36336.48554,36717.21075
