,59,108,51,116,49,121,16,1,46,79,26,103,2,119,61,31,36,50,77,3,58,69,52,127,72,98,85,67,6,37,32,66,74,101,94,113,99,73,126,128,12,53,104,47,14,78,57,39,33,68,55,21,60,122,41,87,100,90,124,25,56,8,92,111
Label,OO,OO,NO,NO,NO,OO,NO,NO,NO,NO,OO,OO,NO,OO,NO,NO,NO,NO,NO,NO,OO,OO,NO,NO,OO,NO,OO,NO,OO,OO,NO,NO,OO,OO,NO,NO,NO,OO,NO,NO,OO,OO,OO,NO,NO,NO,OO,OO,NO,NO,OO,OO,OO,OO,OO,OO,NO,OO,OO,OO,OO,OO,OO,NO
['1'],-0.086116232,-0.107277884,-0.067094619,-0.087249058,-0.069792255,-0.096108196,-0.070397263,-0.0975102,-0.086714266,-0.088444279,-0.065218613,-0.106057968,-0.076762356,-0.084385683,-0.064799164,-0.05831377,-0.070983071,-0.062975978,-0.08060464,-0.090554704,-0.076618021,-0.072281145,-0.070785182,-0.102660537,-0.055070003,-0.116595023,-0.083881381,-0.065969305,-0.101691386,-0.089509177,-0.057342273,-0.077966286,-0.074599328,-0.134705224,-0.08253209,-0.094965585,-0.122869976,-0.080659436,-0.10624197,-0.098150067,-0.084385449,-0.097765922,-0.099257939,-0.093220647,-0.079635187,-0.091500676,-0.076265542,-0.078681661,-0.086294695,-0.06835276,-0.094249755,-0.079630325,-0.070478995,-0.089956611,-0.083334252,-0.069685359,-0.120933728,-0.093946406,-0.099119074,-0.081223132,-0.08612474,-0.087610394,-0.080337194,-0.091072341
['1'],-0.086116232,-0.107277884,-0.067094619,-0.087249058,-0.069792255,-0.096108196,-0.070397263,-0.0975102,-0.086714266,-0.088444279,-0.065218613,-0.106057968,-0.076762356,-0.084385683,-0.064799164,-0.05831377,-0.070983071,-0.062975978,-0.08060464,-0.090554704,-0.076618021,-0.072281145,-0.070785182,-0.102660537,-0.055070003,-0.116595023,-0.083881381,-0.065969305,-0.101691386,-0.089509177,-0.057342273,-0.077966286,-0.074599328,-0.134705224,-0.08253209,-0.094965585,-0.122869976,-0.080659436,-0.10624197,-0.098150067,-0.084385449,-0.097765922,-0.099257939,-0.093220647,-0.079635187,-0.091500676,-0.076265542,-0.078681661,-0.086294695,-0.06835276,-0.094249755,-0.079630325,-0.070478995,-0.089956611,-0.083334252,-0.069685359,-0.120933728,-0.093946406,-0.099119074,-0.081223132,-0.08612474,-0.087610394,-0.080337194,-0.091072341
['2'],-0.086116232,-0.107277884,-0.067094619,-0.087249058,-0.069792255,-0.096108196,-0.070397263,-0.0975102,-0.086714266,-0.088444279,-0.065218613,-0.105104154,-0.076762356,-0.082364329,-0.064799164,-0.05831377,-0.070983071,-0.062975978,-0.08060464,-0.090554704,-0.076618021,-0.071506883,-0.070785182,-0.102660537,-0.053088274,-0.116595023,-0.082390186,-0.065969305,-0.100192682,-0.086892769,-0.057342273,-0.077966286,-0.074599328,-0.133730778,-0.08253209,-0.094965585,-0.122869976,-0.080659436,-0.10624197,-0.098150067,-0.084385449,-0.096119864,-0.098069515,-0.093220647,-0.079635187,-0.091500676,-0.076265542,-0.07717153,-0.086294695,-0.06835276,-0.092605258,-0.078697098,-0.070478995,-0.089956611,-0.083334252,-0.067557822,-0.120933728,-0.093946406,-0.099119074,-0.081223132,-0.085341752,-0.086214766,-0.080337194,-0.091072341
['2'],-0.086116232,-0.107277884,-0.067094619,-0.087249058,-0.069792255,-0.096108196,-0.070397263,-0.0975102,-0.086714266,-0.088444279,-0.065218613,-0.105104154,-0.076762356,-0.082364329,-0.064799164,-0.05831377,-0.070983071,-0.062975978,-0.08060464,-0.090554704,-0.076618021,-0.071506883,-0.070785182,-0.102660537,-0.053088274,-0.116595023,-0.082390186,-0.065969305,-0.100192682,-0.086892769,-0.057342273,-0.077966286,-0.074599328,-0.133730778,-0.08253209,-0.094965585,-0.122869976,-0.080659436,-0.10624197,-0.098150067,-0.084385449,-0.096119864,-0.098069515,-0.093220647,-0.079635187,-0.091500676,-0.076265542,-0.07717153,-0.086294695,-0.06835276,-0.092605258,-0.078697098,-0.070478995,-0.089956611,-0.083334252,-0.067557822,-0.120933728,-0.093946406,-0.099119074,-0.081223132,-0.085341752,-0.086214766,-0.080337194,-0.091072341
['3'],-0.086116232,-0.107277884,-0.067094619,-0.087249058,-0.069792255,-0.096108196,-0.070397263,-0.0975102,-0.086714266,-0.088444279,-0.065218613,-0.104177604,-0.076762356,-0.080314494,-0.064799164,-0.05831377,-0.070983071,-0.062975978,-0.08060464,-0.090554704,-0.076618021,-0.070714575,-0.070785182,-0.102660537,-0.051192722,-0.116595023,-0.080823578,-0.065969305,-0.098519132,-0.084346371,-0.057342273,-0.077966286,-0.074599328,-0.132562129,-0.08253209,-0.094965585,-0.122869976,-0.080659436,-0.10624197,-0.098150067,-0.084385449,-0.094400078,-0.096881847,-0.093220647,-0.079635187,-0.091500676,-0.076265542,-0.075604347,-0.086294695,-0.06835276,-0.090843541,-0.077529817,-0.070478995,-0.089956611,-0.083334252,-0.065747592,-0.120933728,-0.093946406,-0.099119074,-0.081223132,-0.084334273,-0.084709131,-0.080337194,-0.091072341
['3'],-0.086116232,-0.107277884,-0.067094619,-0.087249058,-0.069792255,-0.096108196,-0.070397263,-0.0975102,-0.086714266,-0.088444279,-0.065218613,-0.104177604,-0.076762356,-0.080314494,-0.064799164,-0.05831377,-0.070983071,-0.062975978,-0.08060464,-0.090554704,-0.076618021,-0.070714575,-0.070785182,-0.102660537,-0.051192722,-0.116595023,-0.080823578,-0.065969305,-0.098519132,-0.084346371,-0.057342273,-0.077966286,-0.074599328,-0.132562129,-0.08253209,-0.094965585,-0.122869976,-0.080659436,-0.10624197,-0.098150067,-0.084385449,-0.094400078,-0.096881847,-0.093220647,-0.079635187,-0.091500676,-0.076265542,-0.075604347,-0.086294695,-0.06835276,-0.090843541,-0.077529817,-0.070478995,-0.089956611,-0.083334252,-0.065747592,-0.120933728,-0.093946406,-0.099119074,-0.081223132,-0.084334273,-0.084709131,-0.080337194,-0.091072341
['4'],-0.086116232,-0.107277884,-0.067094619,-0.087249058,-0.069792255,-0.096108196,-0.070397263,-0.0975102,-0.086714266,-0.088444279,-0.065218613,-0.103277705,-0.076762356,-0.078265825,-0.064799164,-0.05831377,-0.070983071,-0.062975978,-0.08060464,-0.090554704,-0.076618021,-0.06992524,-0.070785182,-0.102660537,-0.049437467,-0.116595023,-0.079221011,-0.065969305,-0.096699018,-0.081884609,-0.057342273,-0.077966286,-0.074599328,-0.131216238,-0.08253209,-0.094965585,-0.122869976,-0.080659436,-0.10624197,-0.098150067,-0.084385449,-0.092566532,-0.095717055,-0.093220647,-0.079635187,-0.091500676,-0.076265542,-0.073966375,-0.086294695,-0.06835276,-0.088952629,-0.076110819,-0.070478995,-0.089956611,-0.083334252,-0.064240213,-0.120933728,-0.093946406,-0.099119074,-0.081223132,-0.083065459,-0.083075097,-0.080337194,-0.091072341
['4'],-0.086116232,-0.107277884,-0.067094619,-0.087249058,-0.069792255,-0.096108196,-0.070397263,-0.0975102,-0.086714266,-0.088444279,-0.065218613,-0.103277705,-0.076762356,-0.078265825,-0.064799164,-0.05831377,-0.070983071,-0.062975978,-0.08060464,-0.090554704,-0.076618021,-0.06992524,-0.070785182,-0.102660537,-0.049437467,-0.116595023,-0.079221011,-0.065969305,-0.096699018,-0.081884609,-0.057342273,-0.077966286,-0.074599328,-0.131216238,-0.08253209,-0.094965585,-0.122869976,-0.080659436,-0.10624197,-0.098150067,-0.084385449,-0.092566532,-0.095717055,-0.093220647,-0.079635187,-0.091500676,-0.076265542,-0.073966375,-0.086294695,-0.06835276,-0.088952629,-0.076110819,-0.070478995,-0.089956611,-0.083334252,-0.064240213,-0.120933728,-0.093946406,-0.099119074,-0.081223132,-0.083065459,-0.083075097,-0.080337194,-0.091072341
['5'],-0.086116232,-0.107277884,-0.067094619,-0.087249058,-0.069792255,-0.096108196,-0.070397263,-0.0975102,-0.086714266,-0.088444279,-0.065218613,-0.102409062,-0.076762356,-0.076245416,-0.064799164,-0.05831377,-0.070983071,-0.062975978,-0.08060464,-0.090554704,-0.076618021,-0.069141442,-0.070785182,-0.102660537,-0.047862512,-0.116595023,-0.077616866,-0.065969305,-0.094768036,-0.079506408,-0.057342273,-0.077966286,-0.074599328,-0.129714266,-0.08253209,-0.094965585,-0.122869976,-0.080659436,-0.10624197,-0.098150067,-0.084385449,-0.09060314,-0.094600187,-0.093220647,-0.079635187,-0.091500676,-0.076265542,-0.07225419,-0.086294695,-0.06835276,-0.086932795,-0.074440925,-0.070478995,-0.089956611,-0.083334252,-0.063000531,-0.120933728,-0.093946406,-0.099119074,-0.081223132,-0.081523058,-0.081304741,-0.080337194,-0.091072341
