,23,34,98,29,121,101,91,108,20,16,39,109,10,113,93,106,22,26,62,69,45,32,73,127,60,14,35,40,12,105,102,21,64,104,43,19,123,88,122,78,84,92,117,83,66,65,24,52,99,59,53,47,89,51,3,119,76,112,94,118,97,114,77,63
Label,OO,CAN     ,CAN     ,SUN,OO,OO,OO,OO,CAN     ,SUN,OO,SUN,OO,CAN     ,SUN,OO,OO,OO,SUN,OO,SUN,SUN,OO,SUN,OO,SUN,CAN     ,OO,OO,OO,OO,OO,SUN,OO,OO,CAN     ,OO,OO,OO,SUN,CAN     ,OO,OO,CAN     ,CAN     ,CAN     ,OO,CAN     ,CAN     ,OO,OO,SUN,OO,CAN     ,CAN     ,OO,OO,SUN,SUN,OO,CAN     ,CAN     ,SUN,SUN
['1'],-0.06586687,-0.069584947,-0.116595023,-0.069949718,-0.096108196,-0.134705224,-0.089391758,-0.107277884,-0.067386216,-0.070397263,-0.078681661,-0.113577817,-0.090201865,-0.094965585,-0.09087607,-0.103887292,-0.069620726,-0.065218613,-0.077268994,-0.072281145,-0.101995693,-0.057342273,-0.080659436,-0.102660537,-0.070478995,-0.079635187,-0.067146467,-0.070677438,-0.084385449,-0.116620153,-0.123975269,-0.079630325,-0.078786316,-0.099257939,-0.079198888,-0.06729819,-0.089424468,-0.076333447,-0.089956611,-0.091500676,-0.062453869,-0.080337194,-0.101195195,-0.082468043,-0.077966286,-0.08073239,-0.064041926,-0.070785182,-0.122869976,-0.086116232,-0.097765922,-0.093220647,-0.087181913,-0.067094619,-0.090554704,-0.084385683,-0.067122224,-0.099989231,-0.08253209,-0.096231556,-0.127798072,-0.098864828,-0.08060464,-0.065289834
['1'],-0.06586687,-0.069584947,-0.116595023,-0.069949718,-0.096108196,-0.134705224,-0.089391758,-0.107277884,-0.067386216,-0.070397263,-0.078681661,-0.113577817,-0.090201865,-0.094965585,-0.09087607,-0.103887292,-0.069620726,-0.065218613,-0.077268994,-0.072281145,-0.101995693,-0.057342273,-0.080659436,-0.102660537,-0.070478995,-0.079635187,-0.067146467,-0.070677438,-0.084385449,-0.116620153,-0.123975269,-0.079630325,-0.078786316,-0.099257939,-0.079198888,-0.06729819,-0.089424468,-0.076333447,-0.089956611,-0.091500676,-0.062453869,-0.080337194,-0.101195195,-0.082468043,-0.077966286,-0.08073239,-0.064041926,-0.070785182,-0.122869976,-0.086116232,-0.097765922,-0.093220647,-0.087181913,-0.067094619,-0.090554704,-0.084385683,-0.067122224,-0.099989231,-0.08253209,-0.096231556,-0.127798072,-0.098864828,-0.08060464,-0.065289834
['2'],-0.064701342,-0.069584947,-0.116595023,-0.069949718,-0.096108196,-0.133730778,-0.089391758,-0.107277884,-0.067386216,-0.070397263,-0.07717153,-0.113577817,-0.090201865,-0.094965585,-0.09087607,-0.103887292,-0.06818698,-0.065218613,-0.077268994,-0.071506883,-0.101995693,-0.057342273,-0.080659436,-0.102660537,-0.070478995,-0.079635187,-0.067146467,-0.068581499,-0.084385449,-0.116620153,-0.123629211,-0.078697098,-0.078786316,-0.098069515,-0.079198888,-0.06729819,-0.089424468,-0.074383673,-0.089956611,-0.091500676,-0.062453869,-0.080337194,-0.099598068,-0.082468043,-0.077966286,-0.08073239,-0.063658435,-0.070785182,-0.122869976,-0.086116232,-0.096119864,-0.093220647,-0.087181913,-0.067094619,-0.090554704,-0.082364329,-0.067122224,-0.099989231,-0.08253209,-0.095069589,-0.127798072,-0.098864828,-0.08060464,-0.065289834
['2'],-0.064701342,-0.069584947,-0.116595023,-0.069949718,-0.096108196,-0.133730778,-0.089391758,-0.107277884,-0.067386216,-0.070397263,-0.07717153,-0.113577817,-0.090201865,-0.094965585,-0.09087607,-0.103887292,-0.06818698,-0.065218613,-0.077268994,-0.071506883,-0.101995693,-0.057342273,-0.080659436,-0.102660537,-0.070478995,-0.079635187,-0.067146467,-0.068581499,-0.084385449,-0.116620153,-0.123629211,-0.078697098,-0.078786316,-0.098069515,-0.079198888,-0.06729819,-0.089424468,-0.074383673,-0.089956611,-0.091500676,-0.062453869,-0.080337194,-0.099598068,-0.082468043,-0.077966286,-0.08073239,-0.063658435,-0.070785182,-0.122869976,-0.086116232,-0.096119864,-0.093220647,-0.087181913,-0.067094619,-0.090554704,-0.082364329,-0.067122224,-0.099989231,-0.08253209,-0.095069589,-0.127798072,-0.098864828,-0.08060464,-0.065289834
['3'],-0.063495576,-0.069584947,-0.116595023,-0.069949718,-0.096108196,-0.132562129,-0.089391758,-0.107277884,-0.067386216,-0.070397263,-0.075604347,-0.113577817,-0.090201865,-0.094965585,-0.09087607,-0.103887292,-0.066707431,-0.065218613,-0.077268994,-0.070714575,-0.101995693,-0.057342273,-0.080659436,-0.102660537,-0.070478995,-0.079635187,-0.067146467,-0.066578404,-0.084385449,-0.116620153,-0.123298265,-0.077529817,-0.078786316,-0.096881847,-0.079198888,-0.06729819,-0.089424468,-0.072335663,-0.089956611,-0.091500676,-0.062453869,-0.080337194,-0.097995473,-0.082468043,-0.077966286,-0.08073239,-0.063012051,-0.070785182,-0.122869976,-0.086116232,-0.094400078,-0.093220647,-0.087181913,-0.067094619,-0.090554704,-0.080314494,-0.067122224,-0.099989231,-0.08253209,-0.093786806,-0.127798072,-0.098864828,-0.08060464,-0.065289834
['3'],-0.063495576,-0.069584947,-0.116595023,-0.069949718,-0.096108196,-0.132562129,-0.089391758,-0.107277884,-0.067386216,-0.070397263,-0.075604347,-0.113577817,-0.090201865,-0.094965585,-0.09087607,-0.103887292,-0.066707431,-0.065218613,-0.077268994,-0.070714575,-0.101995693,-0.057342273,-0.080659436,-0.102660537,-0.070478995,-0.079635187,-0.067146467,-0.066578404,-0.084385449,-0.116620153,-0.123298265,-0.077529817,-0.078786316,-0.096881847,-0.079198888,-0.06729819,-0.089424468,-0.072335663,-0.089956611,-0.091500676,-0.062453869,-0.080337194,-0.097995473,-0.082468043,-0.077966286,-0.08073239,-0.063012051,-0.070785182,-0.122869976,-0.086116232,-0.094400078,-0.093220647,-0.087181913,-0.067094619,-0.090554704,-0.080314494,-0.067122224,-0.099989231,-0.08253209,-0.093786806,-0.127798072,-0.098864828,-0.08060464,-0.065289834
['4'],-0.062232756,-0.069584947,-0.116595023,-0.069949718,-0.096108196,-0.131216238,-0.089391758,-0.107277884,-0.067386216,-0.070397263,-0.073966375,-0.113577817,-0.090201865,-0.094965585,-0.09087607,-0.103887292,-0.06516863,-0.065218613,-0.077268994,-0.06992524,-0.101995693,-0.057342273,-0.080659436,-0.102660537,-0.070478995,-0.079635187,-0.067146467,-0.064722055,-0.084385449,-0.116620153,-0.12296095,-0.076110819,-0.078786316,-0.095717055,-0.079198888,-0.06729819,-0.089424468,-0.07023025,-0.089956611,-0.091500676,-0.062453869,-0.080337194,-0.096394169,-0.082468043,-0.077966286,-0.08073239,-0.062073375,-0.070785182,-0.122869976,-0.086116232,-0.092566532,-0.093220647,-0.087181913,-0.067094619,-0.090554704,-0.078265825,-0.067122224,-0.099989231,-0.08253209,-0.092384692,-0.127798072,-0.098864828,-0.08060464,-0.065289834
['4'],-0.062232756,-0.069584947,-0.116595023,-0.069949718,-0.096108196,-0.131216238,-0.089391758,-0.107277884,-0.067386216,-0.070397263,-0.073966375,-0.113577817,-0.090201865,-0.094965585,-0.09087607,-0.103887292,-0.06516863,-0.065218613,-0.077268994,-0.06992524,-0.101995693,-0.057342273,-0.080659436,-0.102660537,-0.070478995,-0.079635187,-0.067146467,-0.064722055,-0.084385449,-0.116620153,-0.12296095,-0.076110819,-0.078786316,-0.095717055,-0.079198888,-0.06729819,-0.089424468,-0.07023025,-0.089956611,-0.091500676,-0.062453869,-0.080337194,-0.096394169,-0.082468043,-0.077966286,-0.08073239,-0.062073375,-0.070785182,-0.122869976,-0.086116232,-0.092566532,-0.093220647,-0.087181913,-0.067094619,-0.090554704,-0.078265825,-0.067122224,-0.099989231,-0.08253209,-0.092384692,-0.127798072,-0.098864828,-0.08060464,-0.065289834
