,22,56,19,41,39,27,20,26,43,6,45,62,49,63,18,33,8,40,30,17,10,31,32,66,37,42,53,9,57,25,54,2,67,46,28
Label,B,A,A,A,C,A,C,B,A,A,C,C,B,C,B,C,A,B,A,C,B,C,B,B,B,C,C,A,B,B,A,B,B,C,B
['1+12'],59513.71,0.0,81631.072,217522.839,207182.363,336206.005,265977.941,0.0,284326.113,242490.809,401308.709,0.0,276005.794,7080.411,275946.527,317587.007,254595.615,238224.706,247506.242,311600.1,208888.229,257623.905,286244.15,0.0,183403.008,281016.285,395405.692,231301.84,170762.364,309062.546,330721.793,48810.599,79955.123,292406.321,204201.92
['1+12'],59513.71,0.0,81631.072,217522.839,207182.363,336206.005,265977.941,0.0,284326.113,242490.809,401308.709,0.0,276005.794,7080.411,275946.527,317587.007,254595.615,238224.706,247506.242,311600.1,208888.229,257623.905,286244.15,0.0,183403.008,281016.285,395405.692,231301.84,170762.364,309062.546,330721.793,48810.599,79955.123,292406.321,204201.92
['1+19'],348251.347,0.0,547563.874,995406.615,394749.317,932235.095,491433.684,0.0,958508.231,824378.884,563643.017,8207.757,1584169.68,7280.068,733914.817,354190.679,933537.838,1150463.08,675681.763,431273.559,950672.077,454100.885,661671.225,12898.526,1044009.64,591885.6,15649.726,933549.13,1788156.38,859023.265,10439.819,363763.033,497619.834,767708.259,1085707.22
['1+19'],348251.347,0.0,547563.874,995406.615,394749.317,932235.095,491433.684,0.0,958508.231,824378.884,563643.017,8207.757,1584169.68,7280.068,733914.817,354190.679,933537.838,1150463.08,675681.763,431273.559,950672.077,454100.885,661671.225,12898.526,1044009.64,591885.6,15649.726,933549.13,1788156.38,859023.265,10439.819,363763.033,497619.834,767708.259,1085707.22
['1+25'],7574.955,0.0,4706.375,3711.727,0.0,7050.78,2015.703,0.0,3969.506,4975.633,5724.639,0.0,5119.244,0.0,3844.798,0.0,3271.3,5473.665,0.0,5031.773,5770.658,3944.448,3241.953,0.0,4799.318,0.0,0.0,7943.752,3431.66,6002.178,0.0,4986.956,0.0,3646.401,3056.516
['1+25'],7574.955,0.0,4706.375,3711.727,0.0,7050.78,2015.703,0.0,3969.506,4975.633,5724.639,0.0,5119.244,0.0,3844.798,0.0,3271.3,5473.665,0.0,5031.773,5770.658,3944.448,3241.953,0.0,4799.318,0.0,0.0,7943.752,3431.66,6002.178,0.0,4986.956,0.0,3646.401,3056.516
['1+34'],128186.709,0.0,136506.128,64901.352,81022.903,125908.991,162775.233,0.0,98084.471,83752.902,120251.018,36583.013,0.0,49969.011,153930.255,88000.642,103717.757,30756.56,64032.252,136330.327,83215.475,79773.848,57137.863,13544.055,61857.604,84027.739,217125.011,74870.177,106308.579,134901.554,86011.957,72195.776,41015.288,122579.385,111739.477
['1+34'],128186.709,0.0,136506.128,64901.352,81022.903,125908.991,162775.233,0.0,98084.471,83752.902,120251.018,36583.013,0.0,49969.011,153930.255,88000.642,103717.757,30756.56,64032.252,136330.327,83215.475,79773.848,57137.863,13544.055,61857.604,84027.739,217125.011,74870.177,106308.579,134901.554,86011.957,72195.776,41015.288,122579.385,111739.477
['1+36'],43121.726,0.0,53898.012,20414.174,0.0,36708.424,4246.922,0.0,36028.369,0.0,7545.726,0.0,17981.662,0.0,65818.653,9567.641,40322.62,31800.349,35748.733,10866.854,42457.785,4862.637,26617.413,3987.646,30082.63,0.0,0.0,0.0,24523.753,44844.116,0.0,0.0,27211.523,4849.601,40425.806
['1+36'],43121.726,0.0,53898.012,20414.174,0.0,36708.424,4246.922,0.0,36028.369,0.0,7545.726,0.0,17981.662,0.0,65818.653,9567.641,40322.62,31800.349,35748.733,10866.854,42457.785,4862.637,26617.413,3987.646,30082.63,0.0,0.0,0.0,24523.753,44844.116,0.0,0.0,27211.523,4849.601,40425.806
['1+37'],71062.596,0.0,75482.852,43867.386,31505.533,71017.611,50351.901,0.0,83099.433,80801.018,52303.491,0.0,84308.842,23369.366,84577.215,40198.154,66328.519,65554.965,50513.145,39046.173,94443.458,32933.304,66601.392,4916.754,58331.052,31487.895,47847.047,69147.386,52956.519,73543.715,94483.396,89954.166,52935.859,37050.121,62547.965
