,53,67,41,9,4,33,23,2,22,64,20,38,3,35,26,65,31,37,39,11,5,48,56,69,8,51,21,42,1,14,12,36,28,61,66,62,59,27,49,13,47,32,60,54,7,15
Label,C,B,A,A,A,C,B,B,B,C,C,A,C,C,B,B,C,B,C,B,C,B,A,C,A,A,C,C,B,B,A,C,B,B,B,C,A,A,B,C,B,B,A,A,B,A
['1+1'],875875.904,0.0,417660.084,0.0,0.0,596916.273,0.0,0.0,0.0,0.0,0.0,651842.215,0.0,507845.236,0.0,0.0,267568.368,0.0,246589.697,0.0,0.0,685838.352,0.0,0.0,0.0,0.0,0.0,1134152.29,0.0,0.0,407583.536,0.0,0.0,0.0,0.0,0.0,129902.112,378695.328,672356.636,0.0,867018.916,80793.653,0.0,0.0,0.0,0.0
['1+1'],875875.904,0.0,417660.084,0.0,0.0,596916.273,0.0,0.0,0.0,0.0,0.0,651842.215,0.0,507845.236,0.0,0.0,267568.368,0.0,246589.697,0.0,0.0,685838.352,0.0,0.0,0.0,0.0,0.0,1134152.29,0.0,0.0,407583.536,0.0,0.0,0.0,0.0,0.0,129902.112,378695.328,672356.636,0.0,867018.916,80793.653,0.0,0.0,0.0,0.0
['1+2'],8652823.64,0.0,71644.54,180171.973,43345.467,68274.503,20513.399,0.0,0.0,0.0,64035.109,0.0,0.0,112844.154,0.0,0.0,59432.799,0.0,0.0,141082.106,20383.252,0.0,0.0,0.0,733872.154,0.0,16961.022,1237132.94,0.0,0.0,182922.993,62043.244,53845.781,0.0,0.0,0.0,0.0,123078.192,158731.574,160020.861,67929.981,0.0,0.0,15134342.5,33477.754,73917.8
['1+2'],8652823.64,0.0,71644.54,180171.973,43345.467,68274.503,20513.399,0.0,0.0,0.0,64035.109,0.0,0.0,112844.154,0.0,0.0,59432.799,0.0,0.0,141082.106,20383.252,0.0,0.0,0.0,733872.154,0.0,16961.022,1237132.94,0.0,0.0,182922.993,62043.244,53845.781,0.0,0.0,0.0,0.0,123078.192,158731.574,160020.861,67929.981,0.0,0.0,15134342.5,33477.754,73917.8
['1+3'],353504.605,0.0,5686200.31,56151.408,103484.995,2585302.45,1491070.55,0.0,626813.511,12181810.0,642091.989,6280927.93,0.0,5891440.9,47197.34,5129009.67,4894604.97,4224025.44,3751620.83,57777.355,0.0,8817130.8,567236.376,14619913.7,0.0,672718.177,643313.238,5113497.73,0.0,0.0,0.0,4708245.7,1819272.1,18836647.2,7582259.0,21674724.1,21451214.1,2185957.62,7651088.87,0.0,8019808.35,1396183.88,22577119.3,1248610.65,0.0,120971.719
['1+3'],353504.605,0.0,5686200.31,56151.408,103484.995,2585302.45,1491070.55,0.0,626813.511,12181810.0,642091.989,6280927.93,0.0,5891440.9,47197.34,5129009.67,4894604.97,4224025.44,3751620.83,57777.355,0.0,8817130.8,567236.376,14619913.7,0.0,672718.177,643313.238,5113497.73,0.0,0.0,0.0,4708245.7,1819272.1,18836647.2,7582259.0,21674724.1,21451214.1,2185957.62,7651088.87,0.0,8019808.35,1396183.88,22577119.3,1248610.65,0.0,120971.719
['1+4'],328211.881,0.0,95917.439,197727.02,68704.705,116034.522,233012.878,0.0,0.0,0.0,115813.435,236252.352,0.0,0.0,0.0,0.0,51700.403,837222.46,493151.425,0.0,0.0,0.0,0.0,0.0,64282.591,64247.66,0.0,0.0,0.0,0.0,95617.858,259908.868,107292.829,0.0,0.0,0.0,0.0,0.0,256719.442,0.0,1239912.7,0.0,0.0,82202.248,39589.738,60055.451
['1+4'],328211.881,0.0,95917.439,197727.02,68704.705,116034.522,233012.878,0.0,0.0,0.0,115813.435,236252.352,0.0,0.0,0.0,0.0,51700.403,837222.46,493151.425,0.0,0.0,0.0,0.0,0.0,64282.591,64247.66,0.0,0.0,0.0,0.0,95617.858,259908.868,107292.829,0.0,0.0,0.0,0.0,0.0,256719.442,0.0,1239912.7,0.0,0.0,82202.248,39589.738,60055.451
