,8,67,10,6,13,21,18,63,9,40,37,64,20,35,38,45,55,31,54,68,36,25,19,43,48,46,3,49,14,47,66,59,12,53,30,44,22,62,28,2,5,23,60,1,41,27
Label,A,B,B,A,C,C,B,C,A,B,B,C,C,C,A,C,B,C,A,B,C,B,A,A,B,C,C,B,B,B,B,A,A,C,A,C,B,C,B,B,C,B,A,B,A,A
['1+12'],254595.615,79955.123,208888.229,242490.809,238675.64,126631.407,275946.527,7080.411,231301.84,238224.706,183403.008,0.0,265977.941,217000.128,220373.087,401308.709,244312.839,257623.905,330721.793,95342.87,270082.492,309062.546,81631.072,284326.113,244595.086,292406.321,192533.498,276005.794,0.0,249918.612,0.0,181934.669,207970.746,395405.692,247506.242,339477.234,59513.71,0.0,204201.92,48810.599,193555.905,113277.376,137289.527,251646.903,217522.839,336206.005
['1+12'],254595.615,79955.123,208888.229,242490.809,238675.64,126631.407,275946.527,7080.411,231301.84,238224.706,183403.008,0.0,265977.941,217000.128,220373.087,401308.709,244312.839,257623.905,330721.793,95342.87,270082.492,309062.546,81631.072,284326.113,244595.086,292406.321,192533.498,276005.794,0.0,249918.612,0.0,181934.669,207970.746,395405.692,247506.242,339477.234,59513.71,0.0,204201.92,48810.599,193555.905,113277.376,137289.527,251646.903,217522.839,336206.005
['1+21'],10002743.3,0.0,7807722.06,0.0,8858506.28,10742864.5,8657758.44,0.0,10754812.2,8189488.54,12736938.6,0.0,10427481.1,9569814.94,8673195.05,0.0,0.0,10084050.0,4854034.87,0.0,6102869.34,9990843.71,11233674.0,36991999.9,0.0,0.0,9029827.22,37511643.1,0.0,0.0,0.0,0.0,6630707.17,3527679.94,8024824.16,4099294.24,11106984.9,0.0,9645325.03,10187414.4,8139793.36,12405276.3,0.0,10565953.8,9693760.99,8675032.9
['1+21'],10002743.3,0.0,7807722.06,0.0,8858506.28,10742864.5,8657758.44,0.0,10754812.2,8189488.54,12736938.6,0.0,10427481.1,9569814.94,8673195.05,0.0,0.0,10084050.0,4854034.87,0.0,6102869.34,9990843.71,11233674.0,36991999.9,0.0,0.0,9029827.22,37511643.1,0.0,0.0,0.0,0.0,6630707.17,3527679.94,8024824.16,4099294.24,11106984.9,0.0,9645325.03,10187414.4,8139793.36,12405276.3,0.0,10565953.8,9693760.99,8675032.9
['1+22'],0.0,110229.857,75736.323,0.0,0.0,0.0,356437.481,0.0,0.0,242879.788,179486.917,0.0,0.0,0.0,0.0,0.0,437467.803,0.0,0.0,159839.073,0.0,77953.108,0.0,0.0,217256.199,0.0,0.0,204656.043,0.0,243958.906,0.0,0.0,0.0,0.0,0.0,0.0,86428.191,0.0,277319.248,78223.709,0.0,97196.563,0.0,162788.856,0.0,0.0
['1+22'],0.0,110229.857,75736.323,0.0,0.0,0.0,356437.481,0.0,0.0,242879.788,179486.917,0.0,0.0,0.0,0.0,0.0,437467.803,0.0,0.0,159839.073,0.0,77953.108,0.0,0.0,217256.199,0.0,0.0,204656.043,0.0,243958.906,0.0,0.0,0.0,0.0,0.0,0.0,86428.191,0.0,277319.248,78223.709,0.0,97196.563,0.0,162788.856,0.0,0.0
['1+26'],216936.08,481778.875,333216.149,273592.829,277611.157,256774.636,257584.239,232046.953,270059.124,458584.74,335291.051,185183.876,253886.643,249570.788,372052.08,290291.76,484769.748,280687.34,677855.457,548084.606,362485.434,279962.219,264937.411,350136.879,403789.916,168864.345,122793.306,380163.731,0.0,334954.002,291777.546,383267.055,271651.244,404721.963,353864.133,335657.042,213453.633,232466.988,288643.064,142773.443,123359.826,273622.517,381003.591,140476.301,431838.742,477076.525
['1+26'],216936.08,481778.875,333216.149,273592.829,277611.157,256774.636,257584.239,232046.953,270059.124,458584.74,335291.051,185183.876,253886.643,249570.788,372052.08,290291.76,484769.748,280687.34,677855.457,548084.606,362485.434,279962.219,264937.411,350136.879,403789.916,168864.345,122793.306,380163.731,0.0,334954.002,291777.546,383267.055,271651.244,404721.963,353864.133,335657.042,213453.633,232466.988,288643.064,142773.443,123359.826,273622.517,381003.591,140476.301,431838.742,477076.525
