,11.0,74.0,26.0,59.0,21.0,16.0,15.0,9.0,3.0,24.0,43.0,69.0,73.0,12.0,51.0,50.0,75.0,28.0,2.0,63.0,76.0,27.0,33.0,57.0,52.0,19.0,72.0,77.0,29.0,30.0,41.0,39.0,45.0,35.0,25.0,32.0,54.0,56.0,22.0
Label,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
['1'],9365.323212,14498.61682,12698.22252,7124.603578,14681.50396,9462.56331,13595.11937,9380.385078,15944.49653,11685.79049,19065.73038,12866.99318,13008.84116,12943.0372,10907.66277,9618.480278,11009.93142,9987.562404,13777.03722,16257.40691,13655.60342,11530.73203,13927.51077,12906.72526,12901.23727,11700.72741,13834.37955,17889.03441,13994.44641,11036.59798,12355.48824,11821.44571,8427.602675,16294.63279,12574.13587,12929.38625,10077.94985,9848.574329,12136.14154
['1'],9365.323212,14498.61682,12698.22252,7124.603578,14681.50396,9462.56331,13595.11937,9380.385078,15944.49653,11685.79049,19065.73038,12866.99318,13008.84116,12943.0372,10907.66277,9618.480278,11009.93142,9987.562404,13777.03722,16257.40691,13655.60342,11530.73203,13927.51077,12906.72526,12901.23727,11700.72741,13834.37955,17889.03441,13994.44641,11036.59798,12355.48824,11821.44571,8427.602675,16294.63279,12574.13587,12929.38625,10077.94985,9848.574329,12136.14154
['1'],9365.323212,14498.61682,12698.22252,7124.603578,14681.50396,9462.56331,13595.11937,9380.385078,15944.49653,11685.79049,19065.73038,12866.99318,13008.84116,12943.0372,10907.66277,9618.480278,11009.93142,9987.562404,13777.03722,16257.40691,13655.60342,11530.73203,13927.51077,12906.72526,12901.23727,11700.72741,13834.37955,17889.03441,13994.44641,11036.59798,12355.48824,11821.44571,8427.602675,16294.63279,12574.13587,12929.38625,10077.94985,9848.574329,12136.14154
['1'],9365.323212,14498.61682,12698.22252,7124.603578,14681.50396,9462.56331,13595.11937,9380.385078,15944.49653,11685.79049,19065.73038,12866.99318,13008.84116,12943.0372,10907.66277,9618.480278,11009.93142,9987.562404,13777.03722,16257.40691,13655.60342,11530.73203,13927.51077,12906.72526,12901.23727,11700.72741,13834.37955,17889.03441,13994.44641,11036.59798,12355.48824,11821.44571,8427.602675,16294.63279,12574.13587,12929.38625,10077.94985,9848.574329,12136.14154
['2'],0.0,161163.7737,177947.5102,194470.4352,122839.3043,178968.1044,113568.8911,0.0,127639.5706,0.0,142229.2984,161390.7497,181592.1991,166343.7647,179859.0697,195752.3018,197233.3821,194964.9741,157233.2489,105226.5886,175694.1811,175992.3346,0.0,134774.5806,0.0,177133.6565,154462.7707,121794.0587,157868.7786,0.0,168585.3052,160159.8113,225849.2072,159248.1118,168894.5208,186606.2166,168295.3984,165958.9318,163692.3226
['2'],0.0,161163.7737,177947.5102,194470.4352,122839.3043,178968.1044,113568.8911,0.0,127639.5706,0.0,142229.2984,161390.7497,181592.1991,166343.7647,179859.0697,195752.3018,197233.3821,194964.9741,157233.2489,105226.5886,175694.1811,175992.3346,0.0,134774.5806,0.0,177133.6565,154462.7707,121794.0587,157868.7786,0.0,168585.3052,160159.8113,225849.2072,159248.1118,168894.5208,186606.2166,168295.3984,165958.9318,163692.3226
['2'],0.0,161163.7737,177947.5102,194470.4352,122839.3043,178968.1044,113568.8911,0.0,127639.5706,0.0,142229.2984,161390.7497,181592.1991,166343.7647,179859.0697,195752.3018,197233.3821,194964.9741,157233.2489,105226.5886,175694.1811,175992.3346,0.0,134774.5806,0.0,177133.6565,154462.7707,121794.0587,157868.7786,0.0,168585.3052,160159.8113,225849.2072,159248.1118,168894.5208,186606.2166,168295.3984,165958.9318,163692.3226
['2'],0.0,161163.7737,177947.5102,194470.4352,122839.3043,178968.1044,113568.8911,0.0,127639.5706,0.0,142229.2984,161390.7497,181592.1991,166343.7647,179859.0697,195752.3018,197233.3821,194964.9741,157233.2489,105226.5886,175694.1811,175992.3346,0.0,134774.5806,0.0,177133.6565,154462.7707,121794.0587,157868.7786,0.0,168585.3052,160159.8113,225849.2072,159248.1118,168894.5208,186606.2166,168295.3984,165958.9318,163692.3226
