,19,44,70,46,32,54,12,59,39,42,26,47,38,57,25,15,40,2,41,17,63,27,14,66,48,53,69,3,29,13,22,55,65,58,20
Label,A,C,A,C,B,A,A,A,C,C,B,B,A,B,B,A,B,B,A,C,C,A,B,B,B,C,C,C,A,C,B,B,B,B,C
['1+84'],1239029.01,783640.694,2384077.37,298288.348,596347.076,4465719.2,1246709.46,1137678.04,363517.562,1351982.07,6191.07,1149602.97,1190744.51,1194434.29,1366818.7,905806.784,1627695.53,1190637.47,1900249.79,358251.015,666352.356,2420776.13,586776.526,716423.999,0.0,1820733.75,1582055.86,374407.34,1044742.27,703072.213,898298.778,1904446.28,687975.002,1262301.02,0.0
['1+84'],1239029.01,783640.694,2384077.37,298288.348,596347.076,4465719.2,1246709.46,1137678.04,363517.562,1351982.07,6191.07,1149602.97,1190744.51,1194434.29,1366818.7,905806.784,1627695.53,1190637.47,1900249.79,358251.015,666352.356,2420776.13,586776.526,716423.999,0.0,1820733.75,1582055.86,374407.34,1044742.27,703072.213,898298.778,1904446.28,687975.002,1262301.02,0.0
['1+217'],5274456.51,2839626.63,3368029.75,3058722.09,3405650.95,8088494.42,6792422.1,2320341.99,2447633.15,3721043.51,8433703.57,6413178.13,3661647.92,2705282.03,5325356.55,4315553.02,4964880.07,4327457.67,5791086.76,3789636.28,1631195.48,5266725.39,9440080.26,3338672.83,4387581.74,4939334.06,1826539.33,3047765.59,2882268.25,3837552.5,4723662.94,7566993.32,3487014.04,2653050.86,4686976.62
['1+217'],5274456.51,2839626.63,3368029.75,3058722.09,3405650.95,8088494.42,6792422.1,2320341.99,2447633.15,3721043.51,8433703.57,6413178.13,3661647.92,2705282.03,5325356.55,4315553.02,4964880.07,4327457.67,5791086.76,3789636.28,1631195.48,5266725.39,9440080.26,3338672.83,4387581.74,4939334.06,1826539.33,3047765.59,2882268.25,3837552.5,4723662.94,7566993.32,3487014.04,2653050.86,4686976.62
['1+243'],25789.928,22356.928,19292.422,18035.073,17293.583,42666.586,21334.513,16261.143,13943.676,24183.597,16218.795,16940.786,16853.042,13617.189,30231.372,20348.297,18407.798,24194.319,19779.293,24134.32,14446.864,27138.523,12512.86,16144.182,20178.876,29297.686,23312.932,20145.067,17681.556,26447.199,23152.849,22512.203,15974.033,15495.517,20926.444
['1+243'],25789.928,22356.928,19292.422,18035.073,17293.583,42666.586,21334.513,16261.143,13943.676,24183.597,16218.795,16940.786,16853.042,13617.189,30231.372,20348.297,18407.798,24194.319,19779.293,24134.32,14446.864,27138.523,12512.86,16144.182,20178.876,29297.686,23312.932,20145.067,17681.556,26447.199,23152.849,22512.203,15974.033,15495.517,20926.444
['1+283'],103324.835,23438.257,50674.738,10515.297,21089.84,102459.36,55879.739,29187.457,6889.859,7101.826,35958.291,97429.403,27332.613,39435.951,66743.078,62907.503,37768.053,52221.346,43769.998,27114.008,0.0,43681.77,11990.847,42805.51,42666.413,12454.384,6739.058,0.0,48039.75,8253.971,40017.594,56813.291,33836.479,32788.782,26030.846
['1+283'],103324.835,23438.257,50674.738,10515.297,21089.84,102459.36,55879.739,29187.457,6889.859,7101.826,35958.291,97429.403,27332.613,39435.951,66743.078,62907.503,37768.053,52221.346,43769.998,27114.008,0.0,43681.77,11990.847,42805.51,42666.413,12454.384,6739.058,0.0,48039.75,8253.971,40017.594,56813.291,33836.479,32788.782,26030.846
['1+289'],99143.392,95533.786,84753.917,29016.999,63436.283,251096.212,107300.569,87645.712,57296.024,131613.798,122999.539,101614.495,79808.951,65732.886,101860.728,92369.224,95998.284,66408.128,128977.832,126994.229,63077.283,101799.306,99122.909,60164.187,113333.694,215824.434,18883.602,49949.459,73145.73,60943.109,79093.724,137190.043,45791.347,84035.956,126771.392
['1+289'],99143.392,95533.786,84753.917,29016.999,63436.283,251096.212,107300.569,87645.712,57296.024,131613.798,122999.539,101614.495,79808.951,65732.886,101860.728,92369.224,95998.284,66408.128,128977.832,126994.229,63077.283,101799.306,99122.909,60164.187,113333.694,215824.434,18883.602,49949.459,73145.73,60943.109,79093.724,137190.043,45791.347,84035.956,126771.392
['1+309'],84489.027,63514.993,52394.705,40325.118,63553.176,121751.632,97616.861,55359.815,31725.968,63370.875,87029.174,72260.088,56230.0,58444.45,92377.068,79948.292,49348.425,115388.389,61021.014,50741.913,41872.879,70174.037,120024.963,47778.488,70007.61,79024.07,41512.286,46246.972,50356.582,53165.02,80464.373,80421.43,51440.179,45270.143,76587.359
['1+309'],84489.027,63514.993,52394.705,40325.118,63553.176,121751.632,97616.861,55359.815,31725.968,63370.875,87029.174,72260.088,56230.0,58444.45,92377.068,79948.292,49348.425,115388.389,61021.014,50741.913,41872.879,70174.037,120024.963,47778.488,70007.61,79024.07,41512.286,46246.972,50356.582,53165.02,80464.373,80421.43,51440.179,45270.143,76587.359
['1+318'],116968.941,153615.726,126704.385,0.0,71585.45,118917.655,226195.698,123602.274,82653.709,110277.455,68952.003,199175.916,96001.18,118384.004,0.0,92855.397,107281.342,73327.994,112859.73,163202.764,81073.468,145473.349,147880.178,67803.241,171811.402,258281.267,95892.849,94496.651,73234.828,194372.987,122432.899,157317.164,99187.152,91824.483,168035.336
['1+318'],116968.941,153615.726,126704.385,0.0,71585.45,118917.655,226195.698,123602.274,82653.709,110277.455,68952.003,199175.916,96001.18,118384.004,0.0,92855.397,107281.342,73327.994,112859.73,163202.764,81073.468,145473.349,147880.178,67803.241,171811.402,258281.267,95892.849,94496.651,73234.828,194372.987,122432.899,157317.164,99187.152,91824.483,168035.336
['1+319'],188698.494,48918.402,136497.567,33308.529,112572.606,277097.893,194889.457,117511.481,50507.51,73000.063,282971.627,152349.144,115378.237,115878.158,196374.895,170257.299,132438.256,181132.199,132326.874,49445.918,8053.739,181925.336,317726.723,106172.15,136909.952,135727.391,13099.773,20025.15,109220.035,47807.992,168041.105,124585.789,107533.701,123294.746,67660.339
['1+319'],188698.494,48918.402,136497.567,33308.529,112572.606,277097.893,194889.457,117511.481,50507.51,73000.063,282971.627,152349.144,115378.237,115878.158,196374.895,170257.299,132438.256,181132.199,132326.874,49445.918,8053.739,181925.336,317726.723,106172.15,136909.952,135727.391,13099.773,20025.15,109220.035,47807.992,168041.105,124585.789,107533.701,123294.746,67660.339
