,57,31,16,54,51,29,1,7,5,45,69,35,37,49,60,32,9,8,4,36,50,42,47,39,28,17,10,48,62,43,68,58,15,70,40,46,53,13,59,12,55,23,14,41
Label,B,C,B,A,A,A,B,B,C,C,C,C,B,B,A,B,A,A,A,C,C,C,B,C,B,C,B,B,C,A,B,B,A,A,B,C,C,C,A,A,B,B,B,A
['1+1'],58590.564,267568.368,0.0,0.0,0.0,136565.098,0.0,0.0,0.0,1763305.72,0.0,507845.236,0.0,672356.636,0.0,80793.653,0.0,0.0,0.0,0.0,0.0,1134152.29,867018.916,246589.697,0.0,0.0,0.0,685838.352,0.0,171969.368,0.0,0.0,0.0,0.0,1647525.15,0.0,875875.904,0.0,129902.112,407583.536,2288237.25,0.0,0.0,417660.084
['1+1'],58590.564,267568.368,0.0,0.0,0.0,136565.098,0.0,0.0,0.0,1763305.72,0.0,507845.236,0.0,672356.636,0.0,80793.653,0.0,0.0,0.0,0.0,0.0,1134152.29,867018.916,246589.697,0.0,0.0,0.0,685838.352,0.0,171969.368,0.0,0.0,0.0,0.0,1647525.15,0.0,875875.904,0.0,129902.112,407583.536,2288237.25,0.0,0.0,417660.084
['1+2'],0.0,59432.799,82237.991,15134342.5,0.0,0.0,0.0,33477.754,20383.252,173500.192,0.0,112844.154,0.0,158731.574,0.0,0.0,180171.973,733872.154,43345.467,62043.244,202296.06,1237132.94,67929.981,0.0,53845.781,63266.794,145533.576,0.0,0.0,59170.032,0.0,39402.337,73917.8,0.0,101797.268,25544.388,8652823.64,160020.861,0.0,182922.993,132358.644,20513.399,0.0,71644.54
['1+2'],0.0,59432.799,82237.991,15134342.5,0.0,0.0,0.0,33477.754,20383.252,173500.192,0.0,112844.154,0.0,158731.574,0.0,0.0,180171.973,733872.154,43345.467,62043.244,202296.06,1237132.94,67929.981,0.0,53845.781,63266.794,145533.576,0.0,0.0,59170.032,0.0,39402.337,73917.8,0.0,101797.268,25544.388,8652823.64,160020.861,0.0,182922.993,132358.644,20513.399,0.0,71644.54
['1+3'],16504432.1,4894604.97,328954.65,1248610.65,672718.177,1951581.63,0.0,0.0,0.0,3963956.35,14619913.7,5891440.9,4224025.44,7651088.87,22577119.3,1396183.88,56151.408,0.0,103484.995,4708245.7,7495257.8,5113497.73,8019808.35,3751620.83,1819272.1,152524.612,35592.786,8817130.8,21674724.1,7915299.21,8463434.16,12489495.7,120971.719,0.0,5212843.38,3391431.18,353504.605,0.0,21451214.1,0.0,3961830.37,1491070.55,0.0,5686200.31
['1+3'],16504432.1,4894604.97,328954.65,1248610.65,672718.177,1951581.63,0.0,0.0,0.0,3963956.35,14619913.7,5891440.9,4224025.44,7651088.87,22577119.3,1396183.88,56151.408,0.0,103484.995,4708245.7,7495257.8,5113497.73,8019808.35,3751620.83,1819272.1,152524.612,35592.786,8817130.8,21674724.1,7915299.21,8463434.16,12489495.7,120971.719,0.0,5212843.38,3391431.18,353504.605,0.0,21451214.1,0.0,3961830.37,1491070.55,0.0,5686200.31
['1+4'],0.0,51700.403,190148.287,82202.248,64247.66,355545.996,0.0,39589.738,0.0,0.0,0.0,0.0,837222.46,256719.442,0.0,0.0,197727.02,64282.591,68704.705,259908.868,343575.382,0.0,1239912.7,493151.425,107292.829,23885.139,38414.065,0.0,0.0,192013.53,12790.6,0.0,60055.451,0.0,644087.101,421941.564,328211.881,0.0,0.0,95617.858,241699.726,233012.878,0.0,95917.439
['1+4'],0.0,51700.403,190148.287,82202.248,64247.66,355545.996,0.0,39589.738,0.0,0.0,0.0,0.0,837222.46,256719.442,0.0,0.0,197727.02,64282.591,68704.705,259908.868,343575.382,0.0,1239912.7,493151.425,107292.829,23885.139,38414.065,0.0,0.0,192013.53,12790.6,0.0,60055.451,0.0,644087.101,421941.564,328211.881,0.0,0.0,95617.858,241699.726,233012.878,0.0,95917.439
['1+5'],3739.259,0.0,0.0,0.0,0.0,0.0,955474.978,0.0,24952.535,0.0,0.0,15947.751,11047.471,172971.596,0.0,0.0,818151.944,20189.274,688760.249,20805.347,0.0,0.0,0.0,0.0,0.0,38045.736,0.0,0.0,0.0,19716.837,0.0,2805.428,159734.02,0.0,0.0,0.0,0.0,44244.148,0.0,0.0,0.0,0.0,0.0,11551.067
['1+5'],3739.259,0.0,0.0,0.0,0.0,0.0,955474.978,0.0,24952.535,0.0,0.0,15947.751,11047.471,172971.596,0.0,0.0,818151.944,20189.274,688760.249,20805.347,0.0,0.0,0.0,0.0,0.0,38045.736,0.0,0.0,0.0,19716.837,0.0,2805.428,159734.02,0.0,0.0,0.0,0.0,44244.148,0.0,0.0,0.0,0.0,0.0,11551.067
['1+6'],0.0,2925600687.0,6497875488.0,14867124.2,10581603.4,3247053340.0,898901694.0,4330004382.0,879694214.0,21094333.9,0.0,3854515416.0,249516581.0,19434816.7,487386.905,3274810071.0,846814472.0,1139247307.0,828139979.0,19930337.2,34770973.4,0.0,10630686.9,0.0,0.0,5684931297.0,919198919.0,9325926.94,511581.936,0.0,324414.229,0.0,5305059703.0,5091714.21,13790734.3,0.0,32543303.6,1288628262.0,2436672.71,7174609521.0,0.0,6033781085.0,28288214.9,0.0
['1+6'],0.0,2925600687.0,6497875488.0,14867124.2,10581603.4,3247053340.0,898901694.0,4330004382.0,879694214.0,21094333.9,0.0,3854515416.0,249516581.0,19434816.7,487386.905,3274810071.0,846814472.0,1139247307.0,828139979.0,19930337.2,34770973.4,0.0,10630686.9,0.0,0.0,5684931297.0,919198919.0,9325926.94,511581.936,0.0,324414.229,0.0,5305059703.0,5091714.21,13790734.3,0.0,32543303.6,1288628262.0,2436672.71,7174609521.0,0.0,6033781085.0,28288214.9,0.0
['1+7'],480464.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155886.759,191930.528,0.0,207668.593,319415.968,284885.429,0.0,0.0,97642.971,0.0,100290.564,90438.805,145287.423,344946.806,0.0,0.0,0.0,0.0,346654.025,0.0,43353.084,119515.403,430525.227,0.0,203231.355,274903.999,0.0,450723.417,0.0,412333.99,0.0,495378.757,0.0,0.0,208452.97
['1+7'],480464.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155886.759,191930.528,0.0,207668.593,319415.968,284885.429,0.0,0.0,97642.971,0.0,100290.564,90438.805,145287.423,344946.806,0.0,0.0,0.0,0.0,346654.025,0.0,43353.084,119515.403,430525.227,0.0,203231.355,274903.999,0.0,450723.417,0.0,412333.99,0.0,495378.757,0.0,0.0,208452.97
