,men_HCW011_RPLCneg,woman_Pt122_RPLCneg,woman_HCW019_RPLCneg,woman_Pt085_RPLCneg,men_Pt007_RPLCneg,woman_Pt038_RPLCneg,woman_HCW099_RPLCneg,woman_HCW080_RPLCneg,woman_Pt070_RPLCneg,woman_Pt044_RPLCneg,woman_HCW114_RPLCneg,woman_Pt032_RPLCneg,men_HCW237_RPLCneg,men_HCW059_RPLCneg,men_Pt095_RPLCneg,men_Pt010_RPLCneg,woman_HCW035_RPLCneg,men_Pt025_RPLCneg,men_Pt089_RPLCneg,men_Pt063_RPLCneg,men_HCW574_RPLCneg,men_Pt068_RPLCneg,woman_Pt164_RPLCneg,men_Pt047_RPLCneg,men_Pt074_RPLCneg,men_Pt020_RPLCneg,men_Pt110_RPLCneg,woman_Pt036_RPLCneg,men_HCW578_RPLCneg
Label,HC,COVID,HC,COVID,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,COVID,COVID,COVID,COVID,COVID,HC
637.3512@459.84,25996.93552,20853.3567,22458.12547,10613.28179,20705.10361,23746.87045,12552.41228,22425.84066,11189.99606,22084.45804,25741.63699,21731.74332,15091.69599,19433.87726,11810.28197,12066.04916,5165.44724,13594.09044,14649.21574,11973.38865,28655.55428,17090.44243,10767.73656,4848.45031,14080.52842,21541.05149,16414.91263,10722.41953,27212.40515
637.522@513.79,29654.20085,15994.99268,18313.29495,18128.61068,20375.45236,24202.56427,27931.75578,19695.00086,17453.55153,13237.2931,17031.8007,20852.40501,16003.99073,24452.15741,25982.08659,32709.90887,18747.01683,23658.64587,27911.57621,29457.44554,24362.88012,16082.87497,15402.56889,17168.84381,24986.8859,16322.21185,18449.44767,21738.51657,16581.63375
639.4189@478.69,25880.27743,43014.14698,24753.94842,31164.03523,41500.91771,49233.47218,29804.2828,52668.54259,42565.75576,29153.93432,80365.66691,40788.99796,25299.04916,36648.46817,52859.99589,36088.72809,21284.79854,64729.73593,33887.58209,76513.1221,46751.69755,32536.66594,73193.73514,35015.79509,32116.17478,46612.16883,65187.60284,53585.72323,22061.13153
639.5372@497.11,17645.49347,66612.52831,17421.05976,25712.31596,92225.18802,105772.079,39607.86596,18207.36314,80521.29571,21070.81697,79358.8536,86798.60756,14903.26369,59346.37492,130999.36797,52897.07713,430.10723,67287.43955,63888.41122,350767.48858,47779.56203,75071.6923,81408.51965,17350.65963,119750.99413,78758.40535,77043.91088,82101.85955,26027.27499
640.421@478.65,6187.24084,11308.55035,5859.45032,8689.20567,12115.37421,13604.53558,7146.23858,15737.04991,13345.13775,7843.99136,23816.97442,6457.73684,5641.78866,9967.49623,14151.22042,11949.64734,4521.54589,18885.28235,9731.65219,24339.51532,12425.35663,9298.9217,21258.66949,10432.26861,8304.6621,13296.34913,21741.51431,15675.85599,2428.69922
640.5403@496.95,4056.27781,24677.10902,4837.90175,8072.80559,33143.20661,37450.59239,12022.31419,5197.66639,28777.48898,4817.42867,28386.68013,32340.5588,3930.95999,20638.57577,49471.72785,18540.96684,30.80809,22636.64188,21031.20318,137121.22204,15521.67001,27095.74766,27981.69206,5747.78978,43102.07974,28119.40535,28466.91535,30196.92795,8494.85203
641.4324@478.67,9829.27795,16528.47104,9282.02464,12202.38064,14523.21641,17180.98963,12337.17539,16545.08684,16547.63211,9220.90888,28344.1155,15423.66504,4545.98618,14122.95138,20561.0728,15543.29515,4884.72437,20335.06535,10345.05958,22784.03486,13963.69012,13170.94582,25866.77041,9692.29654,12061.56891,12229.57267,21370.05169,19762.25649,7483.82296
641.4715@486.46,21677.77084,23790.51878,19235.06598,13689.29558,25055.82734,34249.96888,27458.08197,37570.7432,30530.654,14631.29522,49124.22122,23459.96745,12567.21736,26382.37108,43723.80055,33868.35636,16156.92741,37072.99126,25734.93832,65766.69742,46299.47434,21421.62213,17907.17841,15311.53838,26389.1003,44790.31827,42098.05243,22304.75341,10001.88958
641.5536@488.26,6892.86591,24410.49573,15731.4258,13967.2331,36375.29467,40784.99739,23841.90189,9542.56353,28781.38229,8863.29168,26956.22604,30957.45649,10452.81996,19051.91301,30835.64488,25364.84199,2544.62727,33456.79592,21497.30018,51751.11013,24458.78634,22874.49119,30659.32572,9668.40073,30129.99023,21854.36774,26762.7257,34223.27486,8188.28757
642.4853@494.71,354567.56061,77385.30438,821718.33367,319852.87743,466788.47529,250401.60434,586133.82573,97054.74263,364568.9562,419085.55985,279823.99288,149135.56425,774871.65668,616791.69179,71172.38129,243823.80768,196897.88851,331322.52363,671331.9326,75831.96588,85925.96149,214445.99824,388633.09269,107726.76065,587854.15728,92939.25482,91533.77388,102414.53685,874222.59776
642.9766@516.79,29115.00451,17333.08503,23492.62917,17939.52771,20443.35954,23532.30947,35118.33025,18749.41719,19763.92729,17711.56387,17361.25691,24254.02173,19360.08793,23344.97158,22286.20604,31076.25513,18391.7314,25644.25102,31621.05744,27120.52318,21130.8439,20142.08647,18929.06226,18607.78569,35256.81786,17756.42902,19143.71247,20194.23745,17955.88628
643.4431@487.91,15892.6205,31675.71291,443089.93446,14115.97267,31721.99914,50872.61846,35980.83199,15744.64231,23503.54978,10769.4928,40050.10436,50147.3892,337241.31391,25219.95994,49791.3916,44184.54849,2043.38536,58854.97091,27617.05333,111403.25319,43432.24885,24896.54698,42388.62047,12508.46961,39283.51617,32815.60069,39756.63351,45956.23827,478039.65062
644.4452@487.98,2475.17003,9418.44321,2248.18955,3689.8772,12906.87284,17817.04458,12817.16145,3861.25594,5867.50749,2643.05965,12828.67234,14490.30235,64307.69054,8782.95094,16717.51487,14272.5074,63816.05681,20553.83624,10549.74314,35401.4698,12004.5923,5956.16873,17690.8719,44782.28215,14857.18669,5988.30912,11461.376,14655.54971,828.69577
644.4999@482.61,193736.21532,144044.69206,145155.94022,182312.36599,48665.11897,103427.30738,146928.51324,175318.75506,163542.21039,78095.98254,45564.39052,134591.81041,101528.32774,166937.86512,156673.86952,134871.8265,98295.03865,132103.26442,168253.63135,105635.25992,167421.96511,184335.88492,89576.46806,55778.17823,157650.5988,200806.73908,106202.55535,131064.02153,150200.32773
645.032@493.31,67137.00919,40329.46254,59780.88388,43724.89277,53534.6868,49690.78541,80332.83206,46619.08806,45414.41365,44369.90354,46106.45131,60535.14431,46517.76105,66177.22789,66107.84847,71952.43929,46144.41219,60081.00289,76593.80589,62744.72239,56556.61864,45475.49409,49522.65414,42679.06374,70947.8692,42794.09078,53079.46675,51432.30556,39164.8019
645.529@484.07,1012317.26643,539453.08578,847529.31878,699691.36691,632878.50029,649917.57336,16040.97957,692212.1224,609193.50796,604279.6175,623650.18859,711682.03736,747651.69736,820766.57735,728449.04758,881373.41951,866178.25612,726044.25554,804638.30181,790692.19811,815320.08446,665580.50924,557167.80542,581779.25092,835082.11836,583935.60683,621062.58711,652706.11575,541755.89075
645.53@640.77,61693.11131,21383.92453,47039.09762,26659.36322,34843.12171,36526.67592,32555.6051,22341.14157,27589.74358,22514.13768,23956.64313,47660.65631,29546.95858,58661.63928,39331.10166,73704.37695,24369.02732,60003.4109,86067.9591,59789.11882,47895.01517,30079.20744,23991.56768,23133.19224,29544.36797,22922.93656,25058.00918,31828.0454,21229.12429
645.5304@512,3924808.69659,1869113.23965,2668189.43863,2342075.8646,2432102.81965,2545025.14575,4254095.2844,2546105.42084,2192602.80926,1923916.66599,2227203.69754,2850698.77414,2377190.01219,3455380.12058,2959011.08422,4027716.21709,2402542.10429,3336933.44753,3896030.93462,3780847.75587,3211162.0799,2352691.03856,2195918.91652,2362891.75802,3793523.75126,2000229.61639,2397370.74564,2637603.48992,1901136.09094
646.5325@482.83,443085.7646,233084.96355,331034.4783,281678.78205,284690.04522,290126.34889,439467.4683,289895.20309,287252.31349,260326.31326,283775.11844,335243.18485,309618.78768,340939.79433,322825.48374,420329.65375,272016.43591,232800.93363,377668.51784,347103.66796,370482.25232,278482.2129,243020.31783,266104.98055,408491.93625,250515.87893,278897.75461,283763.57888,254225.35443
646.5327@512.14,1833652.15278,853711.58024,1231990.13288,1072550.27811,1107569.7698,1145757.24793,1945836.57068,1135318.13555,978530.0409,871626.45971,1014495.35778,1308966.63611,1092953.55632,1583369.92795,1354467.79883,1839109.54879,1094636.79294,1525788.87197,1768608.58177,1712201.65664,1484261.70751,1065883.23212,997714.1896,1079672.42095,1732300.14143,912222.64337,1088668.04243,1201934.32648,862999.95407
646.5327@640.78,28969.10165,9818.18554,21016.04725,12930.18592,17208.03059,15827.72414,15339.3758,11232.34718,12935.84448,10389.7388,10902.72727,22686.03583,14867.038,29106.46103,18275.21991,35775.13363,11955.05282,28752.52764,13574.78198,28911.88948,21333.2378,14565.08887,10911.80056,10050.72868,14795.17577,10153.27204,12545.87876,16137.36557,9913.39819
647.0122@498.45,16150.62918,11756.15256,14873.8663,14584.20903,14120.02032,12630.43434,19141.47428,13774.55051,11249.52446,11816.9115,8839.71526,15123.57978,12362.54177,16752.35266,15990.64995,13408.71285,13007.154,15523.61958,21676.34987,16954.51255,14642.9752,12197.34405,15004.53334,12545.53802,18260.03516,10765.74767,11089.19024,11462.29303,12088.29957
647.5321@512.1,714347.14051,326076.03464,480987.47932,409944.058,430141.58277,456764.17347,796273.52264,437978.04936,372618.83702,339631.07907,386573.17659,505952.50589,417239.25019,616637.13372,511707.37545,731019.69324,419891.2238,600421.36727,706270.5075,650602.93475,576744.35832,406888.61277,377857.70409,409118.59891,691316.53408,345875.92849,413661.38329,465287.49248,336750.45552
647.5325@481.71,149855.89737,82127.03706,117355.60508,57934.22609,108127.90563,109647.37681,185604.72287,103601.3966,95244.1958,91716.57372,95662.43006,120292.90705,110797.26084,135016.19484,113990.78289,156754.83479,114690.01293,135481.12386,160444.21208,126872.99759,131324.05144,104585.52438,86991.74519,102378.5006,163112.70031,83539.26034,97344.91769,106844.24095,80590.61393
647.5327@640.68,11679.25872,2166.99522,7900.20479,4272.42639,5582.55721,6316.93344,6327.46311,3899.57384,5150.51722,3240.44627,2346.10452,8744.87817,5146.32576,10253.5325,7092.92613,14082.61981,3433.74957,11336.66196,16404.34813,10694.50908,8732.7274,5506.60358,4072.14081,3727.74467,17370.67599,4030.95616,3911.65846,5524.20652,3857.82972
648.3476@421.06,23893.61871,12601.31716,16895.93314,3148.86507,24531.91769,13947.08202,18045.57273,17130.79069,13242.11544,19330.64367,15462.30115,13101.36859,8737.65004,12768.47196,12729.52677,7487.80917,6406.83149,8469.42287,9287.98757,8388.35872,21749.50306,8689.5011,54818.98458,1046.03234,8817.49935,11645.46111,12753.96948,10879.37506,22890.7476
648.5325@512.09,181769.21813,61656.8669,114632.7243,96336.97249,69053.98083,59691.20475,119060.41404,105528.49361,84254.32762,76721.66792,81290.81395,117780.18617,101017.43781,148231.04672,122173.43189,178615.24502,108703.82991,139411.87836,178931.85733,139793.14301,137801.09276,100195.79681,76896.87011,98069.79918,175523.43242,78341.73089,95733.53456,57773.20161,75409.72344
649.0646@476.09,46571.56097,27061.1964,38080.98561,33489.16506,34010.21794,36925.33672,49549.33296,30253.53707,32916.39988,29173.06714,30762.97756,38102.84603,32662.53205,38491.747,36545.75005,44210.08478,31468.56488,41747.60055,47653.19872,43242.26307,35939.61491,33185.60492,30538.68614,29553.1993,48975.29742,28844.4408,30962.30906,35146.51884,29196.03942
649.2@342.51,6191.90499,849.85583,5817.81334,835.43743,1406.3652,13107.14814,2611.44906,2739.20936,1464.67727,1024.64809,5510.60001,9490.01534,2550.95517,3287.55145,1517.83654,2019.96329,355.5258,37124.27073,1937.07508,172.51387,8808.85319,4574.53916,148.6467,4999.0602,3573.89018,23878.72863,6361.51469,802.7537,6649.3677
649.5508@493,2098987.04252,543762.14314,1193948.85305,700728.152,932782.65225,898125.98168,8697286.50985,629740.82255,731664.33614,584137.85632,606891.62247,1369438.70805,846226.09913,1667477.75062,1044949.92945,2671446.58044,635401.55304,1894736.36478,3699887.37221,1775920.32915,1262068.58709,843415.51151,633635.62718,638851.33649,5315019.08574,534561.3599,676275.1186,815912.14205,569024.58953
650.3633@459.8,77642.10036,60352.23101,68573.41906,29344.10429,67970.04278,73657.96641,38359.25212,64008.43891,70080.30227,61516.12157,77894.19984,60298.15343,41936.05954,57491.7101,34111.02231,36500.80615,19127.04379,38432.94259,43054.17896,35627.60047,91450.55808,44820.20726,29615.74382,11545.10824,34892.83059,55937.75052,47055.65267,30566.4884,80543.17877
650.5544@493.27,815127.47481,190086.83252,447292.1166,115134.03554,331997.77437,169259.49418,3481113.7579,230655.82305,159453.60526,204661.54823,216106.37448,512476.60869,317569.0446,297510.89891,397328.8477,1032846.09214,229387.29098,717947.85628,1450990.87322,355255.58452,473973.55907,312623.67464,227287.10546,233865.74312,2036286.86148,196157.88569,245608.85153,180884.91788,205253.82398
651.0028@526.01,365695.8458,197301.01297,246788.44692,235853.99962,233053.08363,257887.16527,454500.61782,229074.0298,244075.99713,181884.61951,202480.02348,301344.45923,234496.69776,320651.9901,260281.04136,380847.99437,217523.00722,290539.60743,394267.88005,291525.08109,261723.07152,254569.41738,216273.94942,203560.65368,425646.93283,204524.27126,204396.86929,255002.7306,191109.43692
651.367@459.79,22926.2882,18059.23838,21404.07726,9305.12342,20654.47106,21234.51905,11145.75068,19893.96306,20944.98488,18921.43601,23586.89079,17438.74606,13832.7214,17052.70855,11181.25777,10813.61875,6160.25796,12231.54027,13104.23976,11016.21694,26766.93067,13994.50897,9292.23827,3147.81609,11289.71473,18257.81707,15701.74879,9650.99756,24201.26436
651.4217@478.84,9425.90868,15467.0175,9444.04573,10241.58763,15848.4206,17914.66585,11186.55399,15980.58571,15309.92337,9687.05092,22779.63012,15184.94134,8837.43591,13770.68611,19664.98594,15774.29826,3521.81658,26989.65726,13095.60345,23537.38721,18853.54208,11923.99774,21272.24313,10246.11403,17536.28216,15038.50566,23458.86543,19950.07342,8917.59552
652.0064@526.95,59999.74601,29815.31002,37999.63701,37062.9953,35747.58418,41312.30838,67434.7758,35370.541,14980.71005,31094.68233,31349.88076,45368.98275,36159.29798,50173.1377,39356.25031,60309.84688,33290.27949,46685.49691,63271.06877,43579.9503,39938.01307,42397.31419,33847.87337,33220.12093,63616.81778,31019.9966,30780.07754,42367.22577,30636.44468
653.4053@476.87,42441.85462,42809.26188,42657.54616,38051.10377,43669.1179,43366.44946,36324.27961,38930.69687,42632.62868,40851.10949,39896.05293,41365.72534,43301.47065,35676.98719,41307.87578,40981.03171,36785.36227,36560.86647,37834.74301,37396.73027,38202.50219,42044.82088,48137.77035,39830.59723,39302.16255,43264.0639,39956.521,42229.52471,41280.95333
653.4724@488.03,92793.03753,282636.92943,92268.32157,139912.74535,293323.5552,365132.33093,184777.08128,160969.84053,260806.08234,103407.83058,355858.14278,241483.01338,100740.84174,179367.17068,307765.64251,221872.40556,28348.4422,306099.15011,166371.058,585741.32198,231229.87677,196056.98951,369220.50065,147013.71532,213528.59489,268239.79422,302119.32968,357949.00951,102601.30208
654.4081@476.78,16106.09997,17941.79623,19393.71068,13520.20853,14254.65623,14683.81728,14877.76702,11644.17746,15897.65376,16527.00402,16197.87239,15951.29646,15541.08068,15198.12916,14261.43681,15817.23682,20129.80993,13746.69874,19141.12396,12867.63438,15342.70335,14237.74399,15584.1285,13230.84098,14736.75135,12751.46825,13595.85964,12664.30888,15634.19418
654.4754@488.03,30735.71377,99775.38781,29078.84326,48459.07193,101294.30158,129619.7898,63360.64792,55552.42798,88538.06191,37220.859,127309.77231,85964.54379,32787.41213,61973.18999,110779.9544,76304.65362,7524.32991,110456.10404,56871.34845,212159.97206,79252.28961,68698.88204,132014.37639,50994.3115,70788.48179,93166.7212,107920.84925,126534.40731,34700.81685
655.4199@524.35,201810.70685,160308.11025,131487.02657,101029.79557,106909.31576,184808.50539,218526.42068,172800.83616,168360.50705,88424.12807,153898.21417,114566.4881,87362.26989,187891.38044,182945.08334,205497.77393,100036.10087,185419.9223,133061.61936,113972.86618,182081.06818,173460.56105,103923.68507,158328.41417,117911.67788,73120.27381,95301.76933,106761.62717,157579.9016
655.422@477.2,344140.69168,380210.22136,368930.53945,351410.94332,384687.87935,392503.76782,319562.62938,349968.60261,391129.42805,341502.31586,376986.93626,370452.3785,374304.11596,355283.09071,367949.52628,356562.33991,340051.7853,351259.35392,343006.89302,372939.32668,354639.48628,356979.12361,401496.18822,344516.99479,336959.81407,344491.13616,362306.98759,376626.50196,341285.32666
655.4761@488.09,7279.64142,19340.19866,5165.24542,10286.95509,23613.93548,26016.78768,13038.38891,11545.53757,16626.26109,6618.40673,26324.42363,14879.22225,5702.91071,13536.67048,21593.67849,16387.53354,902.96884,23637.48928,11899.20683,48192.67306,16911.81983,11816.06327,25888.94417,11010.33087,13491.58506,19742.78033,21475.2699,27437.96679,6299.18904
655.9722@500.67,8979.32154,5616.42211,7728.34407,6820.93854,7235.47447,8080.50015,11531.79477,6349.58112,7346.27171,5569.12932,6992.69943,8476.67505,6984.46837,8377.54914,7690.29869,9786.70137,5791.14668,8529.30057,9936.99743,8874.32975,9034.30837,7159.78022,7827.87688,7200.04773,10323.1665,5341.66464,6132.36592,6702.95968,5399.53058
656.425@477.2,133371.1241,144694.96259,134086.77313,137087.54558,149666.03837,153093.60929,126102.25186,136623.97128,150415.3706,129997.40532,138776.5323,141937.62732,142968.50175,133241.7068,141419.46721,137567.16947,134127.96544,134874.35667,129202.24049,143036.07428,135000.22973,134985.86754,150750.08218,131549.30972,129293.11761,129500.95489,146628.10333,144458.17653,126734.99384
656.9931@518.27,15490.36241,21334.06622,26654.80251,25026.11417,24584.68117,28254.94014,40112.36001,22982.34474,24933.92519,21282.11381,9484.13042,12598.66125,24425.80702,35293.97947,28298.87263,15723.55525,24833.28174,31680.65794,16500.5994,32218.23724,11614.31921,27414.94957,22546.23605,10406.54798,39853.35638,24333.24644,22155.21541,23715.08498,20968.94671
657.381@641.33,6006.24093,15420.68269,7444.24665,4340.55576,15808.13654,10967.13165,3301.47144,3157.16907,8430.06677,17301.11712,6448.37017,7849.11601,3560.34821,3915.9061,7600.03654,7825.22538,3643.06735,2751.9852,6407.90664,1778.20064,8701.86743,4961.57946,4008.86723,2279.04604,3751.925,13382.15016,3907.7582,6147.74346,17227.85811
657.4269@477.18,27695.02652,24784.14694,29212.65604,29386.39271,29856.83299,31016.39069,23763.63463,27230.52152,31444.29746,27574.50723,29161.40817,28567.81023,29567.3367,28278.87001,30088.55238,29774.42551,22362.08296,29821.60689,28140.159,28315.38447,28171.64795,30727.27537,34988.23424,26857.75922,24581.8594,28035.88738,29645.22697,28212.72948,26755.42878
657.4963@485.62,271271.94906,423004.94631,401921.01213,249039.30294,343062.44713,240883.84653,255850.18612,42596.22943,274687.73432,236465.25804,460331.18794,191303.63332,100527.60405,152740.03081,269050.56481,121133.35723,357053.08779,139082.90384,496525.27809,362955.68631,537099.27267,95978.49085,299286.20459,216921.96445,154038.73607,72239.89337,81826.33445,157813.52556,263368.8448
658.4992@485.09,110344.56738,167362.14954,166981.38687,99585.54063,127487.34364,84895.18776,80308.01294,9215.21305,112330.40971,91966.48055,170363.74765,75216.15162,46016.02163,59064.39386,98486.70342,41437.61322,135731.72655,42900.18278,185519.8391,126137.98034,202986.84076,38735.71297,113363.88578,93038.03444,51522.33358,21421.51664,27410.98231,55308.20207,108540.44626
659.514@498.95,0.0,3058858.47235,2425298.89423,3016398.45215,3924422.83112,339955.07392,3017934.37587,3171601.04395,342268.23042,1320784.25008,698762.21386,5169993.06237,1657775.88738,2254520.72775,3502941.45558,1755554.02011,6893918.18656,3600906.73077,2574877.86136,4203500.57567,3230563.91981,3483901.66681,435773.9197,2449460.31101,3954145.7407,2779915.18036,4548224.64961,2228226.79648,3519497.83047
659.5343@479.28,17787.87965,41634.90023,47030.73381,28557.9213,42392.0915,74564.43791,13308.31779,64514.62266,35284.27834,23662.38004,30802.92475,57710.2996,43366.38497,36084.97945,46771.87397,26728.53841,9076.20395,6123.18719,34400.4828,45980.3908,37236.88469,37236.42562,13596.4421,22923.44481,33036.53134,73697.38074,104878.03664,3388.75459,37319.47589
660.3477@391.07,50616.45502,31918.9739,47697.4301,8418.83765,32721.79819,28978.10075,38605.33955,34608.11211,30917.67748,36474.50447,33776.69297,28317.16688,14447.24685,36006.63278,28300.9506,19617.74998,12930.27898,10332.63365,20857.27853,20205.87433,43672.22,23555.48226,10937.33207,3324.81923,19152.45143,27077.98331,21890.5868,14695.34843,62092.67865
660.517@498.89,148851.57109,1150347.121,890106.08387,1135024.15634,1466563.56426,129228.72852,1090632.88205,1193719.63175,129158.81177,488536.4083,254966.07577,1959906.8953,657762.65764,843004.74593,1336666.35964,650480.33828,2657659.03728,1381224.35689,947452.23465,1584523.93609,1209666.90005,1315972.58982,138527.2965,933207.02462,1479374.3109,1047871.13503,1718984.355,833058.39881,1326304.45969
660.5422@479.46,7695.68973,18965.37314,17256.7135,16097.42694,22164.80486,22366.42397,4485.8783,16490.70985,20408.74537,9000.5371,18539.20612,16637.55836,13523.53899,14253.30208,21754.94061,12873.05401,2564.96302,16286.77058,10584.66301,18727.26128,13681.81317,19314.80932,19840.75171,10862.30177,13783.98392,27805.7232,30154.62916,20293.11317,15240.07981
661.065@482.62,45085.22603,27370.61374,19592.96242,33338.62257,16398.72278,20002.2249,56803.58684,17742.71404,14811.45469,31311.99499,15635.25719,44177.59967,16390.49573,46127.68122,18076.70103,51132.00862,38072.81036,39975.23126,54253.79051,21579.76004,43388.57355,16983.98485,34061.84307,33564.76859,23485.89985,28060.64264,16143.68178,15330.99037,33122.305
661.2498@155.37,14971.37523,18033.87797,8988.14073,5736.46288,46684.78068,26631.82149,18415.07788,17497.53992,32341.18602,38215.68568,17623.80107,41678.4996,2754.33327,25522.21326,23603.01138,34964.2588,1567.87945,11515.48309,8479.83204,23356.79322,17472.20563,21870.34352,13336.81349,4044.55542,8457.62592,32083.69705,6322.2197,16213.53145,23132.29704
661.521@498.43,0.0,268851.86754,210985.12691,251379.8227,317445.34718,17655.10459,257018.961,275665.39717,1649.40592,112193.56885,13133.29802,435824.70663,169087.17678,204392.54727,313680.42587,174721.16924,582560.80817,329212.03319,257697.84228,407756.98914,278936.75202,296236.69113,696.42809,209804.82941,378268.26805,266953.40483,386951.79436,206857.28235,280152.34552
662.3633@420.84,42646.25033,23327.66595,30785.2894,6291.6691,44679.07715,25129.38929,28534.83047,32940.80772,28974.96499,31895.35595,34619.53612,22245.81633,16882.44816,22074.24896,20391.45881,14106.35881,11056.60389,16491.41561,15553.13032,13435.40873,41780.10145,17830.0861,16442.51895,2666.39422,15788.1845,24199.06095,25023.3313,20199.66178,45631.16084
662.5271@498.42,763.07566,41252.58994,30363.57795,39555.15636,39900.94046,6061.00263,32939.95888,49336.56848,1581.86506,7483.65601,4059.45828,77010.97557,13415.60572,23699.17026,53445.3182,27987.54267,92928.68515,48688.33217,32116.9728,60565.20116,39191.68876,47541.27429,2286.054,32649.74834,49348.18323,43755.26128,64286.0107,33830.78043,33598.26429
662.984@516.87,71535.68086,45248.72452,56826.90872,49135.80879,52139.36287,55625.13635,88192.63288,45394.32512,49638.96445,43193.55282,45608.69692,60986.69079,49237.09407,63803.97175,55183.42355,76863.21489,46489.03178,63589.67358,81599.79369,65797.64436,59073.9689,51388.07621,48936.72085,45882.01046,86488.82077,44483.03815,46992.2646,51596.05902,44752.55241
663.0792@477.66,37936.35639,19602.79498,29384.30836,22282.47839,23467.64826,25639.79969,39907.38757,19059.67542,21535.88291,21755.58285,20907.48803,28158.5294,25121.36011,31326.52271,26141.96311,38990.41446,22703.94734,32683.45429,31500.39617,27293.02617,30059.60957,25717.88599,19954.6791,21317.89153,35416.85065,22562.39634,20903.89375,24143.65498,20962.09033
663.4698@504.52,17753.61831,2541.08904,45155.86136,229.37081,10562.65836,20380.67495,26416.20651,18389.10506,7074.09338,11491.52546,33250.95207,2563.12878,12718.21011,2531.62604,666.50257,8936.15681,4488.62225,1131.29347,508.51898,1562.90193,22475.36852,460.62554,1310.48418,244.61773,3327.20037,11457.63957,12976.06348,1469.94312,31601.53812
663.5667@640.82,22523.683,8279.02953,13333.91682,8777.4163,8824.69532,9822.40179,103863.14139,7495.9385,8678.41396,8454.67526,8568.7575,13984.55693,7624.07674,18891.40945,10242.22489,29516.45071,8384.027,19677.14538,38871.90245,19472.24355,13830.35753,8779.87376,8226.03922,8959.25184,53819.98143,7199.50211,7201.27961,9129.29602,7709.22171
663.5669@492.1,2649883.91881,1296112.63172,1489602.45719,599745.36024,1278471.4533,706367.41361,8649550.90799,1277489.01905,1237303.84335,1233605.96351,1220900.21405,1529512.29667,1305246.77417,2007782.86724,1373110.68709,3295470.00868,1313103.10176,2110665.08871,4071371.41891,2296597.97593,1634753.67063,1354526.32869,1256555.75065,1296568.33414,5252804.15527,1233255.34473,582339.66943,575150.14366,1288085.67071
664.379@459.8,91032.60588,70322.65763,82485.59916,30209.38295,73523.47184,87815.33282,38511.54788,75960.84112,85739.93308,73665.5062,91066.60139,66969.76221,48094.90172,61518.34259,36761.25309,35780.09293,21389.30792,41962.54337,47591.30041,38476.70375,136030.95237,54048.96954,33214.12869,11982.91473,37363.48676,63687.99041,55923.77729,33115.74458,92486.60179
664.5707@492.5,1045599.5913,492206.5937,596399.56665,525082.41191,212591.63331,267890.28374,3524023.32213,512193.85944,489567.02213,517500.7629,490426.20779,602567.49923,508342.71257,801617.72603,253549.66676,1316082.45051,574754.95416,838290.85768,1637020.99259,908615.01405,637508.65115,254622.02407,243001.98522,501944.4253,2115660.32477,501017.64052,233339.51893,490205.72274,496651.60011
665.005@497.59,40105.95652,22335.90707,36916.68924,30299.79634,22482.68869,37761.87009,44932.28254,31305.88969,25818.63555,24791.07033,26093.86355,33264.35343,24392.29467,31552.91173,36677.17505,31309.82966,23195.55344,32602.67067,45386.72332,39836.8604,28168.10613,27636.66605,29197.66069,31692.06245,43930.6929,26159.33822,28040.11523,27423.55314,22384.32895
665.3824@459.74,28374.30743,21055.58658,27360.25793,9702.94518,22400.93502,26380.79758,12601.69392,23462.19551,26119.58552,22288.73662,28227.91669,22036.7358,15069.29916,20820.72742,11375.56369,11265.69176,7029.2324,7702.07273,14713.79959,11767.87053,35188.11592,16161.97546,11882.12339,4067.48798,12823.83817,21232.91397,16922.24567,10530.92116,29060.1084
665.4824@479.63,25745.82934,23537.13489,29605.69661,20460.71236,51421.24282,54381.67592,43312.98415,16224.07656,37259.77797,13511.20388,22731.77756,34618.9237,18932.16176,34770.06715,38774.73164,43217.1888,8614.67643,42598.46946,41053.1513,67651.14903,35487.01162,31302.49857,34533.99166,16295.60693,55852.91567,25595.69226,31522.53221,34737.90771,16720.10791
666.483@479.42,14439.02239,9835.82481,9236.83852,9464.13952,17813.98517,22250.68648,13346.28842,14274.15551,13331.7035,9505.02019,10679.35999,15333.02513,7982.66772,14476.36693,21187.30788,20605.1194,4120.56647,20789.33051,11273.3972,29320.52807,18488.68599,14551.89575,13083.48086,5367.93613,19144.25436,17444.92121,16260.22757,18257.48846,2604.83127
667.0193@506.33,32060.94277,21173.28226,26352.39285,25409.14862,25376.66977,28701.22149,39509.11762,24094.13594,19800.52223,23369.81453,19198.07225,29735.53976,24972.16514,30248.77701,22603.14544,31237.60953,20754.94521,41364.93732,37751.04165,21015.52925,31887.72503,21157.05238,25504.62457,20420.03785,31330.32905,24580.3458,17609.72159,26131.86181,21657.242
667.053@498.83,35483.72018,18844.30412,27916.73977,21753.38535,27537.00719,29582.50281,49222.10306,26509.84241,20089.85644,19913.78571,21739.80887,34327.99118,21704.91218,30577.00786,22989.15286,43854.14633,20424.66228,37157.47895,45900.51403,36608.99949,38605.17904,28142.68902,22913.48579,20818.48582,40993.44554,20529.55547,27831.18232,28445.43519,24860.9324
