,men_HCW011_RPLCneg,woman_Pt122_RPLCneg,woman_HCW019_RPLCneg,woman_Pt085_RPLCneg,men_Pt007_RPLCneg,woman_Pt038_RPLCneg,woman_HCW099_RPLCneg,woman_HCW080_RPLCneg,woman_Pt070_RPLCneg,woman_Pt044_RPLCneg,woman_HCW114_RPLCneg,woman_Pt032_RPLCneg,men_HCW237_RPLCneg,men_HCW059_RPLCneg,men_Pt095_RPLCneg,men_Pt010_RPLCneg,woman_HCW035_RPLCneg,men_Pt025_RPLCneg,men_Pt089_RPLCneg,men_Pt063_RPLCneg,men_HCW574_RPLCneg,men_Pt068_RPLCneg,woman_Pt164_RPLCneg,men_Pt047_RPLCneg,men_Pt074_RPLCneg,men_Pt020_RPLCneg,men_Pt110_RPLCneg,woman_Pt036_RPLCneg,men_HCW578_RPLCneg
Label,HC,COVID,HC,COVID,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,COVID,COVID,COVID,COVID,COVID,HC
279.2238@411.9,4766.38828,37149.11825,13991.48069,17092.39908,89140.87972,221988.09526,10317.40492,4754.6067,59685.6349,11702.88688,44391.33109,39010.63206,8423.96469,16689.27998,25673.10526,23652.82304,0.0,28559.71872,12623.81932,88243.81094,22858.28879,30214.01883,57050.25861,6960.38981,29823.78931,36390.36735,54322.36894,44494.32153,14341.52597
279.2323@510.95,2538647.62196,2333067.03357,2435980.04506,2350133.88221,2668385.87759,3305827.58807,2757661.32702,2165913.14645,2623034.91157,2074102.93756,2312206.83519,2699721.51501,2236186.22714,2601492.38298,2813948.24181,2695130.10055,2119056.56496,2465365.42747,2665086.54429,4099147.89055,2592861.00799,2482371.88413,2450523.31148,2259921.76783,2860102.35026,2405931.36949,2587731.81389,2770705.08595,1432758.17388
279.2337@446.92,4658810.31602,27211002.63743,9670932.3178,14407407.78416,28884202.83424,35245050.79505,17335067.76232,7315938.49071,31869033.61662,11086395.74749,25525431.82077,24831027.36357,8269125.26698,16827863.02616,25661628.95733,18234876.42759,1178705.64781,21019555.27333,15307218.99531,17617.63189,17850714.38564,25230026.62751,32182415.19941,7148519.46948,22596439.70197,27095876.85474,27148541.22341,29448590.2132,10638263.75657
279.4018@446.88,170875.03253,684481.04753,421378.47542,303281.00866,746658.43883,881594.7991,871715.15239,330245.68685,933583.39714,353914.1375,1536705.70109,627516.66161,3391.09864,824496.21192,657851.98611,931327.34662,2083.35831,1096868.39525,752378.93896,1564219.15442,875814.46907,1549015.17134,897009.44808,303431.8891,539375.82986,691957.50052,700823.22701,782342.78348,477982.74812
279.8699@641.72,33857.58628,51499.4327,42257.76966,53020.73067,44981.81745,51473.39536,29954.72715,51533.29078,52924.16214,55046.7787,52243.37952,39294.93782,52673.91953,37883.06941,43384.75752,33707.31397,52514.58982,36310.15078,36951.52499,34454.29794,40254.05242,50961.86865,55951.33312,49508.05763,33255.70103,54952.23242,52748.17396,49804.96678,55483.24156
280.2356@511.73,447182.78156,488628.25399,468771.77272,245617.8009,537106.55395,630123.60141,519290.54478,420892.85148,511427.30029,400795.47878,445929.42,171422.81249,420101.23333,333301.54725,524196.28608,508061.20188,389726.53798,473961.45087,490294.90376,816343.34215,480380.89504,463738.37222,477601.44121,427245.56274,546582.71637,134595.57015,492098.87764,524371.3544,417623.96788
280.2364@446.92,977011.12091,7622396.74659,1985210.1476,3001011.71538,8425616.97274,12636741.2906,3818145.79091,1506863.9397,10359751.78278,2273162.0211,6863488.5627,6608997.48233,1694810.57046,3669224.03121,7089919.08374,4066501.11885,237509.25713,4950960.46381,3246837.80336,18676161.78358,3923054.62521,6789324.38183,10232759.98584,1475720.01353,5582727.9305,7679307.4132,7730363.35649,8889610.23563,2177565.04105
280.8665@641.22,25606.95213,44830.71806,32604.5659,42177.4094,35976.05809,40966.57957,24653.32017,39537.68006,43717.4306,43630.69752,41481.4214,29864.23617,42445.78361,28019.82283,34691.33491,22598.1311,44098.88456,27241.61351,26609.56425,25996.84533,31391.87902,41105.94547,44056.1469,41169.71032,25649.77812,45873.96838,44497.71057,37441.77271,42698.30689
281.24@446.92,130406.13917,1012757.88445,235237.16334,374411.8657,1083026.20837,1624495.21096,516217.03324,182152.49107,1343552.00348,286621.44591,934351.66651,854235.73243,211538.14328,456819.08169,944616.19454,532337.54604,36422.13418,640825.29696,443961.01454,2520643.57999,522333.64972,900235.77866,1318400.79232,186241.24294,727806.3539,1024745.31186,1000427.50009,1145288.85277,268576.10666
281.2485@518.83,20904473.26503,18112334.30469,19063007.25953,19904737.5244,18269829.26184,24035636.67486,18983676.47374,20396154.32704,17905812.43396,17777501.66676,19238327.36696,17159271.56012,17625590.93945,20502038.78072,17773299.14069,20949435.98719,19230203.51839,18300166.33695,21554697.17479,25016305.8111,19907487.60482,17183205.06744,22431705.97159,19725185.40478,22010254.93433,17624032.79183,17706446.83657,21262831.59795,18508404.5741
281.2489@488.21,47023191.95683,64502383.79848,66813884.63758,67099560.75395,59853781.72044,109978312.11539,42687315.91543,53960132.67263,56637495.15176,16958.8551,55766358.95867,43790.29295,59622675.72358,72396431.50515,53432128.83529,75368813.10948,28971300.315,39642.39572,21881.97411,119348667.6694,77977913.71988,40442.67736,57404.18716,55716889.30096,36186.73175,55489886.62733,40440.6342,103458025.63619,63970151.50554
281.4181@488.18,906221.65443,2140358.96159,5201326.11755,2269183.11702,3716626.26892,4494989.18432,2753256.57502,1053560.81981,3539469.53617,1218722.81246,3902026.6437,4146746.90971,1819974.85299,2669611.70433,3926019.88528,2893115.80291,320319.66417,1789261.61517,1922381.21912,4655226.30771,3053243.82787,3731273.54563,2515904.82567,1115411.26358,3694730.83524,3911066.01734,3972826.88259,3580084.28125,2058023.92129
281.4187@515.83,280924.44374,526994.48189,284170.98138,265099.64477,697442.43657,823259.01409,515310.58392,274471.84708,563333.91682,215842.53487,468370.69674,454331.284,197567.97659,384307.45413,480186.66329,531719.02684,238346.43222,549090.1508,437449.56317,1098661.27428,395029.78803,377853.49975,775066.9495,254408.24311,605157.1602,468379.06112,475602.17545,622273.71072,256421.75654
281.6865@488.12,776041.34478,544000.21846,1516.11068,7503.71907,4624169.23734,119202.50114,2938446.80392,4357.60192,4601864.42267,4335.26319,2239.97837,511979.52901,5214.98514,303337.07389,485307.75317,3316019.21254,233342.76875,489148.17235,2538882.17563,5278700.0142,17563.46284,4332260.72359,81660.8778,1067945.23648,33666.402,4624950.58346,4628763.00366,5729824.5721,5406.5995
281.7932@636.81,22203.70825,20654.53772,19908.75084,23101.28673,22505.4988,23912.34285,4138.72589,22882.02503,22437.01205,22418.66599,23681.76936,21957.12527,22007.34328,20616.25175,24244.82313,14837.04212,22738.48976,22924.76115,14897.63522,22626.43413,22659.97801,21217.82213,22308.42134,23422.03591,4802.92381,23021.02435,20965.25314,24396.49894,22305.75295
282.2055@497.77,97077.4261,97805.06809,375783.71479,95828.43774,153907.16792,343142.88308,194478.57454,179612.81062,168888.00103,169301.58195,102366.3192,183864.48293,358093.21202,96948.29388,178440.11583,128190.83723,160873.63747,169180.66506,128957.19664,178321.16701,346148.76057,184053.90222,147503.41897,318928.52033,197823.41406,100379.78674,168077.361,109408.9819,113461.3794
282.2067@281.09,1072971.50211,1189581.99807,1089110.59536,1088198.42037,1172327.31048,1184318.86398,1096504.83449,1136851.95346,1222426.0497,1095648.44274,1127639.18962,1076224.08168,1064120.63915,1030212.25967,1081228.05631,1079811.19987,1142078.26984,1065087.8382,1085709.32328,1146843.1744,1152075.61992,1162596.20793,1148287.07468,1095589.47991,1104514.38713,1116728.46502,1097379.08157,1062091.00063,1137418.82838
282.2432@446.93,15511.27805,68624.94298,23448.01243,29930.1424,76403.38921,97271.85002,41886.66653,21849.61803,90718.42541,22772.71739,63779.23584,58234.22849,18877.59113,34698.20877,62531.8765,41481.15061,0.0,48743.25757,34948.76888,147969.57181,38641.18711,59934.62729,89007.83873,15274.64292,52640.55141,66095.13975,65010.09566,80393.30503,24432.73263
282.2517@518.64,4535301.54408,4818226.2196,4108700.03765,4302969.76521,5209238.16833,5603831.21379,4849851.36442,4421595.02023,4758220.07372,3861213.42883,4944800.37931,4625750.80951,3916062.43112,4539650.87392,4738464.62569,4961596.44393,4247529.76134,4757032.2798,4605885.91286,6208211.41519,4415508.26282,4359172.42125,5455554.16608,4259403.35466,4966699.04974,4842804.94574,4887844.03235,4850042.7486,4079228.54208
282.2528@488.16,13875505.40426,78541.28759,20932426.74395,24680489.84393,46286250.01541,136216.77124,27623145.79713,17670580.84378,95841.05877,19509157.61717,37011554.87196,37265469.97073,20551491.45885,26843262.32616,36373955.10576,28290917.59652,6375873.48841,37410588.91506,25055656.89532,51864861.75303,29608070.33644,35440430.35651,48054735.66255,18400710.58088,34380617.19692,60861.23261,51695.20843,43986360.17832,22654596.29478
282.4204@488.11,590478.13393,3216437.70083,81861.71106,447223.61089,205646.15636,208239.45606,1957816.80891,69679.46837,194679.95798,351410.10773,2648435.65448,2912864.04212,89620.23581,1268180.82735,181534.20295,1904322.62187,361877.71217,2754373.45682,116020.64229,205804.65118,145416.70047,166324.13089,207197.38809,78125.82683,2433425.98065,2793508.10346,2775915.32656,3713627.80362,99620.7739
282.6041@488.04,480394.16249,50265.22307,156049.37731,22916.02186,2554095.60706,68939.36212,37136.0307,619286.8442,56123.50671,721207.10926,44992.06101,550305.43591,164811.48332,32682.92963,48312.3785,36742.33069,90842.46164,47870.41534,30083.84645,3132519.47201,1313015.41741,469306.20218,60562.89193,644328.14451,46492.80325,43256.75214,43543.54952,56072.85382,846718.66059
283.1006@288.85,19907.02673,23134.81604,22589.53295,22630.60021,22736.98402,24345.51798,21868.00249,22190.46191,22053.71097,23375.10367,22824.68614,22181.54693,20993.18426,20513.27527,23330.63382,22008.62751,22031.42599,20363.2152,20653.70553,22897.44331,21691.04456,22649.23913,24354.50242,21167.75578,20387.54341,24174.5884,23044.71293,21180.86927,22548.60581
283.108@343.1,8832.88965,1107.63394,5609.79584,1160.86831,1522.57767,21043.28632,4006.84793,3677.01244,3336.12129,1498.09861,6131.82798,15142.40902,5268.38344,4675.4292,1851.68551,2793.6376,948.95402,56864.90377,3425.21748,270.717,11891.28229,9017.84893,194.34247,7441.20158,4813.30114,48015.64884,10716.50383,2030.03865,10570.52575
283.1945@282.33,728971.25577,803287.68227,709241.98193,707212.32114,838307.49574,854358.70931,833765.13894,792817.41729,758634.95781,788020.21424,768551.2265,824832.45308,704143.84023,693037.2235,729254.74589,735241.05246,692631.55044,708045.81232,786262.02843,799193.62645,808035.62553,810230.86984,831088.86861,751982.05802,709662.81881,722230.73934,722166.38108,706939.33171,817427.55064
283.2565@488.24,3422446.32321,6433359.6567,914246.49944,3941276.8206,7720052.23353,8603462.78773,3905860.19352,3073439.78546,7261102.52923,1087655.03795,6109814.78914,6410060.07435,2825753.17464,4969909.00988,6002634.62035,5312641.60085,7361988.95488,6462214.08866,4796662.19881,9416875.99504,4853308.55999,5748767.61191,8301793.6224,3794456.40016,6182515.2237,5902300.76668,6397138.74824,7482870.8727,4208969.85779
283.2635@459.59,545177.27827,462837.51726,510439.83993,323663.78955,482558.37903,533221.37802,378458.55395,461575.95211,525627.55484,474448.24539,522046.27893,452435.38447,380590.64022,446092.68074,360177.21967,363818.5494,315183.21174,365744.70703,409763.94515,353635.05482,615196.63659,402206.87826,334038.81242,247072.72971,376599.82544,445234.72959,407950.18665,342010.94696,558055.52517
283.2643@530.71,16711689.99797,25436662.80445,20838231.62852,17070334.14129,29418329.29828,31308702.43079,20059979.53606,15300069.39121,32388292.66994,13741692.41813,24025626.36267,25290965.57689,14134300.39588,24460841.27187,31117707.33633,27257768.08075,8404825.41225,23497034.1323,25474950.7453,35877870.83652,21612490.71223,25871333.30927,27506681.82501,12973955.88176,33432658.50214,26467129.31391,22982747.82728,27638590.56613,25617718.20762
283.4843@530.65,738554.59123,528680.04151,376194.38086,125632.89444,650086.65769,505351.24716,349063.19611,5728.48633,521617.50869,587494.05969,473787.22966,339314.10744,602618.9148,295791.07454,4740.27196,307696.68224,287882.93466,279367.19506,317832.99066,628414.5561,234029.86608,517426.17319,572275.17177,52144.39363,535578.1167,557735.60796,444707.32923,565671.59115,347814.08837
283.528@487.98,19113.6334,443259.43412,530940.1024,204645.37961,1780386.83214,642698.50084,890241.50882,161271.11106,1689290.64756,553363.06949,1271587.94872,404662.43898,561235.3805,818533.91787,1289427.99007,257964.03921,3244.10633,388786.71995,743919.97574,2173109.52162,267699.79684,1160470.50707,1239449.13857,511802.63266,1134662.71383,1320952.12418,1344054.80328,506475.42379,184074.22969
283.6899@487.97,845.59883,9484.34201,4767.99962,7583.54601,14637.21627,13933.8248,22424.39469,2653.99039,10969.84242,2968.66154,25669.91741,52593.30262,5395.83656,6412.41403,10223.12711,18062.55357,413.01215,46631.67949,5402.1629,19123.57155,17341.75785,26580.94608,13129.58525,1916.8652,42220.58455,27281.82381,29952.47736,359045.0102,60334.53753
283.7882@636.79,201421.23153,230354.89871,207474.63535,231752.49645,226321.68211,239543.47607,53431.80832,224642.09336,241871.77305,224770.1661,233288.61351,220089.19598,232040.7084,202375.75056,246986.35377,176441.17845,247574.13847,225710.55981,122484.52104,214261.55215,228054.09174,229047.48734,231342.42049,237849.49045,90246.31284,246942.21533,248578.92429,249769.41605,233363.01454
284.1962@282.33,109780.41539,122066.74021,127232.03413,61618.69193,127067.53077,124765.40833,119418.79112,115698.04535,130611.84397,122605.76675,116136.01695,112021.44918,121442.81282,103145.74031,124192.35849,121143.32084,113624.13181,118702.88814,115743.92257,122072.5484,120619.89582,67449.48923,113369.61142,116221.17711,112173.02169,108907.38982,107564.42959,117078.54092,122196.25558
284.266@482.16,233891.53125,164693.5966,173513.43074,163522.99593,150045.44868,151503.99345,219903.47413,223957.24238,154572.17241,211177.40587,170109.36501,149842.55595,206253.6595,177492.1823,150425.12424,190725.73085,198069.86742,161242.86091,222795.07543,144047.60485,226933.23573,174465.89036,141532.91477,204971.99071,145967.43009,167800.94735,162184.43118,161385.56052,156785.6627
284.2665@498.26,1246692.87818,591406.58838,534082.35267,1083546.69963,980613.25097,1092831.37655,1238780.23588,1159847.25753,992025.43105,1041343.89919,598210.31152,1133331.02457,994155.72992,1322308.95192,1186271.17054,1269575.80013,1114222.85655,1125895.78695,1294150.49036,1159276.6027,1247284.0547,1051059.084,976794.89519,1077471.488,1210460.82465,1017650.93881,1035091.07207,1124809.04598,1008463.90033
284.2668@459.59,108322.37442,91886.79945,98709.58686,63786.31941,108316.38885,107110.90686,73463.45676,90598.69433,101903.65433,93673.93563,102262.97864,89729.56964,73928.58867,88840.72334,68113.50347,69846.06868,62957.42218,70600.22103,80747.44746,69182.82497,122277.20514,77411.52193,65522.25402,47458.83511,72363.55763,120670.35398,78217.19258,66670.13573,108642.91775
284.3124@530.64,3452623.24102,5606274.1112,4320370.00055,48273.06366,12230.62853,11183.05476,4124873.33749,33079.28868,11948.08891,2826669.42156,5120859.39694,10730.20028,2913102.53272,5189462.13084,309250.80887,5896973.09167,1745628.16351,4956744.80315,12394.40889,8812338.174,112727.36519,5602114.19859,11897.01446,20403.19296,14676.4394,5792873.55496,142148.32856,12051.05731,11405.12694
284.4203@488.01,103459.20161,795136.32237,208217.45337,281324.91993,907116.53765,13937.87866,416876.27337,190688.01342,892841.47617,243957.04546,667509.98679,573908.13183,243233.28669,324707.31213,660406.8295,422928.05704,2400.73385,139716.53873,334934.6161,1018947.51297,455783.89584,610656.89391,1003291.85657,178772.14321,553538.32057,679432.74169,539735.58955,887484.61251,291085.12186
284.4373@530.54,158743.12458,401839.78565,260703.04748,175055.96011,498361.95021,343149.07753,227294.91733,131731.01463,577475.94165,108304.94248,348618.81538,75227.29087,101816.5259,53499.88108,553712.72222,415238.5125,13989.59623,115754.43109,365825.17706,682133.3814,29255.40154,386744.88566,440619.66063,83852.90037,598458.67731,421251.38006,322108.86398,415624.83421,388740.73045
284.6172@487.98,88710.32677,419533.08518,290897.97606,209906.5292,318984.27554,735328.47934,264029.40866,114544.55931,661408.97839,291184.84146,435372.3161,532189.59401,168556.43941,290249.53072,489289.20998,262274.0734,1313.28615,251420.51489,272921.04769,797307.0279,280331.40969,342899.53295,318903.08077,115086.48453,462620.99858,720364.97324,211400.30217,304506.23062,374676.33753
284.7884@636.76,12482.48588,58873.80195,51598.69484,57547.03409,54814.15333,59005.16558,14783.60954,55590.1276,58068.10854,56291.1068,57384.15026,54130.19485,57192.95327,49939.88851,59329.91049,13399.13129,60661.71638,53768.66573,11636.65345,53418.09528,55067.88772,55888.56574,57086.15705,57656.05365,22250.29748,59293.48875,60066.73336,60988.79031,57682.26966
285.181@163.72,7780.61234,9031.94377,7587.62559,8404.79412,6522.88751,8765.14555,6436.22236,8421.08405,9396.26209,9260.64398,8261.70089,7413.49405,7123.58078,7628.35633,8340.26083,7580.56944,8399.70583,7684.11135,8361.1933,7518.15373,8168.15989,6955.72744,9133.83302,9658.39844,7320.5911,8758.29634,7894.16755,8850.00431,8061.3335
285.2064@251.4,42294.59844,36678.93223,60086.72693,19770.05211,54734.35896,65523.72768,43627.95772,37284.00728,65748.144,39566.1121,43714.63818,38873.8401,33764.92736,17593.29676,46109.37014,49421.89185,41383.45532,24409.873,51616.76716,46190.40789,47341.4418,47703.74688,49423.72139,39942.1092,51332.76552,55453.43945,62224.70403,61125.00082,44420.49896
285.2704@530.71,405998.02003,671214.43461,512159.28161,410901.50903,798940.94407,885164.06513,487150.87425,403762.98341,901850.89794,331684.20412,613123.31096,650629.46565,337579.65964,624744.21533,862792.74751,695308.21363,196261.23764,589608.02867,639845.79592,1059012.75488,536545.45683,667767.10336,723033.24109,311718.02974,936942.66293,694909.2965,576491.4653,719680.134,661801.06954
285.3659@488.01,12489.32673,552355.12699,110915.01658,195045.54361,614829.44356,791910.77957,274100.29009,92895.20301,615278.70408,132176.19135,18917.03019,466066.1329,129325.35596,219461.15501,455391.522,264002.76855,237.05772,417179.62475,197593.64331,725279.37926,291605.12728,413837.34517,708327.20327,99487.30141,353580.47362,469877.95039,463040.41422,596838.12781,182544.20576
285.5937@487.98,122835.73793,917327.80798,260761.73198,361322.92801,1114321.60651,917355.20393,437511.48824,171556.87003,1081936.76489,224720.96172,315110.0346,679263.00702,287756.05101,377592.05418,356676.34987,461138.64818,1688.26608,358061.4455,390815.00658,1016345.50732,246056.08936,309224.31875,922577.85657,180422.85026,327054.46461,647381.30153,324945.05499,1057976.73864,132374.62773
285.7847@636.89,87334.00914,102521.67505,90307.68911,100858.54823,98537.65908,105213.05764,22721.51382,96391.32226,104994.0716,98997.33622,102710.69228,95231.85982,99869.9614,87322.51813,105103.1917,74180.3704,108270.02168,98007.95006,3355.59891,92360.65542,98535.71008,97984.64979,99841.21978,104412.62906,38912.7627,109308.5324,106994.31269,108819.55687,103184.3097
285.9988@637.43,9928.71868,11307.82707,9518.72084,12283.78135,11938.61661,11177.11426,8954.50742,10712.34296,13966.71819,12053.38323,11757.69047,10871.14958,13536.93792,8819.84352,11167.18898,8000.30604,12678.44072,9217.46182,8991.4672,9166.09936,10582.72493,13570.31588,10894.66173,11789.9378,8774.13076,12658.28551,12696.9158,11421.15324,11082.78575
286.2093@251.15,3459.15056,7297.57026,7154.65819,5501.24944,6297.02674,8739.03767,6016.68717,6286.55647,8004.09184,5254.80299,5636.11092,5980.85973,5949.25128,6145.66063,7134.78127,8241.87373,4599.84078,7763.14009,8352.79794,8396.05008,6957.29464,6963.15351,6384.18565,4832.79256,6569.32539,7830.28471,10126.49618,8064.67115,6753.34551
286.2727@530.79,27345.89512,44871.32085,35876.20919,28872.54154,51602.62195,60178.70676,34029.93012,25920.17259,58558.74395,25818.69944,40244.88294,43886.86785,22979.87591,42142.98853,71115.02197,47240.92322,12963.34918,40992.3921,31418.39225,67594.99117,36714.62907,44801.6478,46597.26549,24689.89043,60923.62151,46314.35886,38443.53444,47448.90911,45255.71167
286.7843@636.7,18919.73391,23865.84879,20652.69107,24505.08452,22358.59011,23769.08244,3654.00673,24345.90176,23874.26413,22606.29203,24933.95748,21677.56513,23134.6563,21041.03519,26081.73384,15141.63673,26570.13081,21563.4879,11714.12856,20617.21835,21480.77376,23428.75294,23498.47773,24489.66118,7763.06884,25300.50252,25386.19576,25604.37401,24673.91008
287.2218@261.81,15317.81758,20589.58026,15716.57176,16415.77834,19733.73037,19156.1833,18233.93083,17889.90787,19431.55518,18173.43808,14715.59873,16991.74316,14979.85292,16014.04911,15813.97003,16112.05338,19722.82044,17688.66701,18091.28122,18930.10368,23417.94948,6578.74412,19212.34291,16980.67592,16817.46913,18828.57362,15271.03162,19809.77026,21196.36707
287.7822@636.77,15398.83108,15398.5103,15077.07676,17643.99913,16342.81257,18456.30763,2401.50539,16712.90858,19108.77416,17590.80662,15375.77502,16331.53834,17849.93984,13914.78618,18937.4743,12731.07042,19097.22028,17002.82089,8810.77414,14994.75602,16808.74834,17038.36494,18697.85455,17592.6449,6094.7246,19671.04356,18310.98925,18090.94004,17228.37752
287.9935@637.44,208749.42029,272481.78555,245330.98233,285897.3882,257880.49166,296456.09547,212023.90905,261830.41681,304267.54526,259948.20622,264255.02022,241116.17709,309311.58355,210247.44296,248860.04211,207070.24333,278531.99582,223606.02391,210837.94514,207118.2135,229405.47917,305071.84033,273939.01751,276633.01396,210349.09118,289113.37723,303785.36811,297937.75502,268202.33937
288.0716@494.49,245621.09608,280633.65463,267611.97215,207594.44257,437956.50673,472891.97182,120564.65883,232840.99913,271362.84789,151251.34694,266553.75911,227754.37296,193112.2251,199729.04213,379019.51009,239294.58383,175221.58186,210511.1829,230893.36779,203430.15824,178372.20919,258326.29907,239742.54095,216555.40149,211944.28886,311547.27101,250802.77868,367439.69597,161898.00522
288.2172@176.6,11777.74318,11786.08365,10578.87757,11990.45581,12491.37305,13340.63067,12000.14019,11738.88916,13133.99731,11356.3222,11937.75264,12426.52174,12641.94569,12415.6604,11561.57849,11914.70177,12774.30505,11594.10617,11941.84961,12318.26068,12040.96128,11933.4002,12594.29564,12433.30415,10850.7123,12379.58865,12201.65554,12179.57984,12115.56072
288.9944@637.43,50080.88625,54515.9219,52368.78606,58368.07363,50359.67739,60014.19002,52943.84835,53055.51514,61040.60794,53007.331,54455.81533,50886.85609,59431.84382,47363.13005,51751.27365,49752.43691,53802.34131,50466.348,51056.36447,46064.08066,50784.68501,61359.90931,54231.92061,55668.82285,49858.52223,58402.354,60967.84808,60304.71778,55153.03055
289.9946@637.42,10569.85546,12048.16786,12716.96327,13490.40899,12256.94729,14360.74937,11035.73414,12164.53694,14722.65758,13433.23138,13275.12062,11933.60549,16045.59801,9853.97845,11664.58937,10615.26209,14234.92443,10695.61429,10354.69912,9912.03212,11388.12823,14968.00473,12276.55741,13668.64675,11821.2471,13208.71188,15157.69815,14719.4983,12446.98962
290.9699@653.59,125398.85714,133424.62097,126834.27561,129027.02319,126029.67073,131147.70614,130165.78408,122686.80827,134583.25251,121767.13802,118648.40327,124588.16718,128686.53821,126334.65975,126103.96674,128777.3797,131338.93576,131227.40754,124821.91259,123595.67609,122582.78847,130511.93242,120119.34271,124351.63933,127138.44024,129228.12049,128129.41923,130653.20527,130437.92773
291.1229@342.53,19202.30558,4006.31071,16828.04983,2265.64976,6133.82168,37831.96071,10225.99367,10767.64924,8288.74083,6001.06933,16749.68765,30981.98283,11404.85965,9832.54245,6645.71428,9728.46497,1852.89872,95393.72837,7461.91128,263.06467,25034.82739,19116.99583,139.56167,16491.96024,11633.90487,68717.93319,20730.67112,5179.25186,23507.30287
291.6245@342.49,8018.76903,1034.5879,6237.05523,876.58152,1837.56326,14425.83454,4444.89073,3562.35983,2536.35354,1864.8641,6406.58953,11422.59046,3697.94903,3553.28134,2915.07063,2915.21067,774.50148,37407.68017,2515.63372,48.31923,9666.38584,7069.30407,85.49285,6608.93585,4236.19311,25534.22921,7191.864,1928.62694,8958.81591
292.8005@137.84,77948.44635,59097.06061,69373.34606,66241.8696,63125.06574,62907.15589,110187.92892,57590.32248,61605.02207,59380.8068,60002.86736,68037.26219,62831.90199,71471.96604,62576.91587,71554.98512,61664.70607,75802.69725,87657.55878,74823.79485,77197.08784,62522.7708,60279.63366,66724.54856,85129.96581,61065.52813,51038.27757,62155.31385,57894.81734
293.1753@258.53,280600.02579,301949.29758,284980.49323,272876.65221,317250.38551,314967.53849,252551.63098,287037.36463,304213.67491,291826.77247,283448.49273,280320.81208,275818.54105,269572.09355,281753.74173,275142.45079,281829.7816,274624.95431,261538.67833,271469.60811,281658.68391,285000.42105,320151.01354,280711.74318,255160.44643,300414.24678,298845.41438,288960.0103,307369.68657
293.178@511.09,907552.68328,368871.84055,797406.83351,513101.29377,291596.83095,303955.5292,857826.33794,309938.55644,689384.44701,501175.42322,279825.20601,490710.97314,285180.36919,349739.44904,333925.71101,928191.25504,493827.21447,847437.34126,338220.42989,332799.10998,367380.42149,724944.7501,277466.51455,290284.06578,337279.53957,515395.89281,527134.3728,733580.11031,676447.67638
293.1785@381.27,252810.57211,677687.11317,329801.23319,270117.16634,555143.32954,259869.47128,265106.73317,307532.53834,281821.29072,408068.59389,387667.42232,244385.4887,228581.05107,262219.00866,723348.32982,650753.78827,313424.39688,206394.72842,213058.2924,520914.20354,268025.4651,245004.648,306285.20374,217191.77,211598.18,276798.0921,240345.17575,389270.23011,444207.35816
293.248@474.68,19357.55358,64043.71421,42887.38392,27849.14696,93284.67009,98971.71219,24369.06815,16477.97533,69188.93119,29002.93184,71870.11621,64718.89135,32152.86229,37398.56241,57543.76791,34700.90725,8075.60519,56906.94916,30793.39118,138231.98445,40138.40874,66862.60393,88677.13067,13684.59843,67600.88646,48990.82349,72770.4366,72121.19021,37146.9905
294.1784@258.29,50431.35101,53840.84167,48273.83352,49700.632,54420.353,55167.30196,43335.15681,49771.86736,53513.60551,50985.26478,50798.22911,48140.64104,49433.13615,46068.05277,48139.53369,49537.86126,48365.8316,46552.12654,45867.8316,46832.62319,46979.43531,48970.01208,56909.11183,49911.45466,42143.09097,53137.63864,51701.77739,49458.66244,53834.26473
294.1816@381.12,35705.10266,99015.51794,42638.70647,38604.07278,84534.51608,36445.48722,38141.9964,44027.19024,32761.6076,52992.92503,53353.10705,27175.4111,33912.4352,30791.31099,107489.12586,95770.323,39973.52337,26286.42105,34460.36334,78742.58227,36235.50773,38774.05192,36022.7242,31294.75646,26018.10496,38911.40606,33547.87278,56795.84023,59311.06479
294.7986@137.85,105149.34351,79222.2887,89633.50763,86249.19189,83479.16614,84040.3474,147106.48071,81997.92341,82938.04801,77723.88323,78304.74481,93654.25454,83337.89011,92932.19862,90724.5815,91000.94496,76895.83508,99862.99407,118268.83065,98557.56717,102018.32295,80370.25208,81017.25242,88064.39031,117491.19561,82193.20841,67664.88282,78814.43995,83435.22241
294.8299@640.48,50894.5292,152780.94143,92864.45764,118838.06983,125551.00614,99564.21948,14913.38616,132430.67228,119029.40908,170386.68133,129560.08294,72493.0039,106267.71959,56706.93997,67599.94564,45315.65385,169039.01185,52215.27767,9239.0332,53141.15991,69328.40166,116028.57788,129402.0258,128598.93293,30960.15097,162324.43392,120773.97067,101171.2145,148059.5191
295.188@415.14,1868.76781,7447.80045,8269.33195,3796.37548,14985.70198,14175.08253,6156.95794,2468.44783,10842.37341,3593.89825,7031.77236,5187.85498,5333.82032,3544.32371,5398.04228,2670.89908,1747.62277,6439.04875,4992.00982,10257.18693,4790.60161,6069.6259,14348.82343,2396.29517,7460.68758,7828.59004,8614.25991,8204.89117,2971.97316
