,19,3,126,96,99,37,127,122,66,81,110,21,56,106,103,20,71,54,95,28,83,22,94,87,36,52,86,40,73,109,128,38,74,65,44,84,47,16,53,121,85,115,8,49,108,113,42,12,9,24,15,61,14,98,79,25,43,101,30,46,123,55,82,10
Label,NO,NO,NO,NO,NO,OO,NO,OO,NO,NO,NO,OO,OO,OO,OO,NO,OO,OO,NO,OO,NO,OO,NO,OO,NO,NO,OO,OO,OO,NO,NO,OO,OO,NO,OO,NO,NO,NO,OO,OO,OO,NO,OO,NO,OO,NO,OO,OO,OO,OO,NO,NO,NO,NO,NO,OO,OO,OO,NO,NO,OO,OO,NO,OO
['16'],-0.06729819,-0.090554704,-0.104386345,-0.080672542,-0.12234569,-0.057923755,-0.100829878,-0.086294727,-0.074137637,-0.090477849,-0.092151592,-0.050143015,-0.062689418,-0.099296908,-0.096677732,-0.067386216,-0.04735569,-0.060673009,-0.084174984,-0.078245942,-0.082634463,-0.038211336,-0.08402539,-0.055584373,-0.07131554,-0.066298804,-0.067446335,-0.051668538,-0.068241468,-0.105178269,-0.097568711,-0.064135032,-0.059412734,-0.080162107,-0.065992622,-0.063826074,-0.089185712,-0.068264921,-0.075146713,-0.091877926,-0.066372455,-0.102264299,-0.059657943,-0.069807176,-0.09883271,-0.094965585,-0.071668119,-0.080594645,-0.103495294,-0.041366639,-0.073068609,-0.069973252,-0.076579807,-0.116595023,-0.082448955,-0.065725124,-0.072191533,-0.109633348,-0.078390886,-0.083067131,-0.089269314,-0.066157902,-0.089780427,-0.090873847
['16'],-0.06729819,-0.090554704,-0.104386345,-0.080672542,-0.12234569,-0.057923755,-0.100829878,-0.086294727,-0.074137637,-0.090477849,-0.092151592,-0.050143015,-0.062689418,-0.099296908,-0.096677732,-0.067386216,-0.04735569,-0.060673009,-0.084174984,-0.078245942,-0.082634463,-0.038211336,-0.08402539,-0.055584373,-0.07131554,-0.066298804,-0.067446335,-0.051668538,-0.068241468,-0.105178269,-0.097568711,-0.064135032,-0.059412734,-0.080162107,-0.065992622,-0.063826074,-0.089185712,-0.068264921,-0.075146713,-0.091877926,-0.066372455,-0.102264299,-0.059657943,-0.069807176,-0.09883271,-0.094965585,-0.071668119,-0.080594645,-0.103495294,-0.041366639,-0.073068609,-0.069973252,-0.076579807,-0.116595023,-0.082448955,-0.065725124,-0.072191533,-0.109633348,-0.078390886,-0.083067131,-0.089269314,-0.066157902,-0.089780427,-0.090873847
['17'],-0.06729819,-0.091328495,-0.103620365,-0.079292787,-0.121890145,-0.056746443,-0.099970523,-0.08578009,-0.073316796,-0.090496778,-0.091381507,-0.048235955,-0.062140598,-0.098783081,-0.096348044,-0.067386216,-0.046268401,-0.061256112,-0.084757127,-0.076380215,-0.082596374,-0.036102828,-0.084705221,-0.055470337,-0.071279075,-0.065641948,-0.066613939,-0.050710461,-0.067783166,-0.104141167,-0.097456391,-0.062729542,-0.057530345,-0.080084154,-0.066036239,-0.064344592,-0.089030319,-0.06765406,-0.075050055,-0.090616789,-0.066296582,-0.102264299,-0.058265183,-0.069777712,-0.097767004,-0.094965585,-0.070815139,-0.080046212,-0.102549614,-0.039830639,-0.072766261,-0.071059202,-0.076017915,-0.115589966,-0.081538201,-0.06319319,-0.071274546,-0.108065718,-0.078669899,-0.082549362,-0.089152767,-0.065081566,-0.08977606,-0.09105472
['17'],-0.06729819,-0.091328495,-0.103620365,-0.079292787,-0.121890145,-0.056746443,-0.099970523,-0.08578009,-0.073316796,-0.090496778,-0.091381507,-0.048235955,-0.062140598,-0.098783081,-0.096348044,-0.067386216,-0.046268401,-0.061256112,-0.084757127,-0.076380215,-0.082596374,-0.036102828,-0.084705221,-0.055470337,-0.071279075,-0.065641948,-0.066613939,-0.050710461,-0.067783166,-0.104141167,-0.097456391,-0.062729542,-0.057530345,-0.080084154,-0.066036239,-0.064344592,-0.089030319,-0.06765406,-0.075050055,-0.090616789,-0.066296582,-0.102264299,-0.058265183,-0.069777712,-0.097767004,-0.094965585,-0.070815139,-0.080046212,-0.102549614,-0.039830639,-0.072766261,-0.071059202,-0.076017915,-0.115589966,-0.081538201,-0.06319319,-0.071274546,-0.108065718,-0.078669899,-0.082549362,-0.089152767,-0.065081566,-0.08977606,-0.09105472
['18'],-0.068685257,-0.092068441,-0.102761356,-0.07786557,-0.121471226,-0.055783833,-0.098984119,-0.085260513,-0.072555829,-0.090545272,-0.09062899,-0.046499428,-0.061731563,-0.098259889,-0.09598033,-0.068024452,-0.045229935,-0.062010328,-0.085410688,-0.07460429,-0.082435981,-0.034265701,-0.085402516,-0.055588564,-0.071318742,-0.065108218,-0.066000665,-0.049817643,-0.067459593,-0.10316152,-0.097352618,-0.061513235,-0.055817285,-0.080145724,-0.066115898,-0.064888394,-0.088977044,-0.067005707,-0.074950615,-0.089250417,-0.066350423,-0.102521765,-0.057076117,-0.069660572,-0.096711018,-0.094747817,-0.070082884,-0.079500726,-0.101633402,-0.038370371,-0.0725435,-0.071956591,-0.075407042,-0.11475864,-0.080612297,-0.060595265,-0.070279339,-0.106628993,-0.078855225,-0.08209879,-0.089006948,-0.06414205,-0.089660762,-0.09112065
['18'],-0.068685257,-0.092068441,-0.102761356,-0.07786557,-0.121471226,-0.055783833,-0.098984119,-0.085260513,-0.072555829,-0.090545272,-0.09062899,-0.046499428,-0.061731563,-0.098259889,-0.09598033,-0.068024452,-0.045229935,-0.062010328,-0.085410688,-0.07460429,-0.082435981,-0.034265701,-0.085402516,-0.055588564,-0.071318742,-0.065108218,-0.066000665,-0.049817643,-0.067459593,-0.10316152,-0.097352618,-0.061513235,-0.055817285,-0.080145724,-0.066115898,-0.064888394,-0.088977044,-0.067005707,-0.074950615,-0.089250417,-0.066350423,-0.102521765,-0.057076117,-0.069660572,-0.096711018,-0.094747817,-0.070082884,-0.079500726,-0.101633402,-0.038370371,-0.0725435,-0.071956591,-0.075407042,-0.11475864,-0.080612297,-0.060595265,-0.070279339,-0.106628993,-0.078855225,-0.08209879,-0.089006948,-0.06414205,-0.089660762,-0.09112065
['19'],-0.070006323,-0.092743902,-0.101837376,-0.076423129,-0.12105028,-0.055033448,-0.09788591,-0.084705669,-0.071868448,-0.090620174,-0.089904005,-0.044970026,-0.061396615,-0.097686392,-0.095566689,-0.06845995,-0.044256389,-0.062850712,-0.086071589,-0.072978152,-0.08213093,-0.032732928,-0.086053511,-0.055949821,-0.071480474,-0.06469662,-0.065596492,-0.049020268,-0.06722611,-0.102245165,-0.097247016,-0.06051688,-0.054317524,-0.080319932,-0.066202635,-0.065457803,-0.088982252,-0.066319272,-0.074770441,-0.087812264,-0.066495519,-0.102696787,-0.056111855,-0.069463853,-0.095652742,-0.09470618,-0.069467854,-0.078953032,-0.1007621,-0.036994452,-0.072379147,-0.072649393,-0.074723174,-0.114129542,-0.07965459,-0.058009178,-0.069222257,-0.105336564,-0.078954459,-0.081690012,-0.088823572,-0.063338568,-0.089465867,-0.09102793
['19'],-0.070006323,-0.092743902,-0.101837376,-0.076423129,-0.12105028,-0.055033448,-0.09788591,-0.084705669,-0.071868448,-0.090620174,-0.089904005,-0.044970026,-0.061396615,-0.097686392,-0.095566689,-0.06845995,-0.044256389,-0.062850712,-0.086071589,-0.072978152,-0.08213093,-0.032732928,-0.086053511,-0.055949821,-0.071480474,-0.06469662,-0.065596492,-0.049020268,-0.06722611,-0.102245165,-0.097247016,-0.06051688,-0.054317524,-0.080319932,-0.066202635,-0.065457803,-0.088982252,-0.066319272,-0.074770441,-0.087812264,-0.066495519,-0.102696787,-0.056111855,-0.069463853,-0.095652742,-0.09470618,-0.069467854,-0.078953032,-0.1007621,-0.036994452,-0.072379147,-0.072649393,-0.074723174,-0.114129542,-0.07965459,-0.058009178,-0.069222257,-0.105336564,-0.078954459,-0.081690012,-0.088823572,-0.063338568,-0.089465867,-0.09102793
['20'],-0.071256517,-0.093329422,-0.1008795,-0.075003455,-0.120586075,-0.054479613,-0.096700836,-0.084092549,-0.071282791,-0.090716491,-0.089218725,-0.043682034,-0.061074367,-0.097022891,-0.095107544,-0.068722646,-0.043374871,-0.063696632,-0.086668133,-0.071543443,-0.081671066,-0.031520819,-0.086594289,-0.05654208,-0.071795529,-0.064387699,-0.065377503,-0.048339344,-0.067027525,-0.101399197,-0.097136091,-0.059749369,-0.053066271,-0.080563033,-0.066265619,-0.06605401,-0.088995097,-0.065596171,-0.074459749,-0.086341421,-0.066689703,-0.10278491,-0.055387986,-0.069216916,-0.094580492,-0.094822418,-0.068957426,-0.078399987,-0.099942286,-0.035716405,-0.072246395,-0.07314453,-0.07395388,-0.113717505,-0.078654358,-0.055525047,-0.068133668,-0.104196782,-0.078996363,-0.081288132,-0.088590606,-0.062676572,-0.089231691,-0.090742833
