,67,31,63,21,35,55,2,8,48,43,11,50,51,61,68,54,16,41,64,34,39,23,24,69,46,29,32,12,9,5,7,27,18,53,65
Label,B,C,C,C,C,B,B,A,B,A,B,C,A,B,B,A,B,A,C,C,C,B,A,C,C,A,B,A,A,C,B,A,B,C,B
['1+1'],0.0,267568.368,0.0,0.0,507845.236,2288237.25,0.0,0.0,685838.352,171969.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417660.084,0.0,0.0,246589.697,0.0,0.0,0.0,0.0,136565.098,80793.653,407583.536,0.0,0.0,0.0,378695.328,0.0,875875.904,0.0
['1+1'],0.0,267568.368,0.0,0.0,507845.236,2288237.25,0.0,0.0,685838.352,171969.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417660.084,0.0,0.0,246589.697,0.0,0.0,0.0,0.0,136565.098,80793.653,407583.536,0.0,0.0,0.0,378695.328,0.0,875875.904,0.0
['1+2'],0.0,59432.799,0.0,16961.022,112844.154,132358.644,0.0,733872.154,0.0,59170.032,141082.106,202296.06,0.0,0.0,0.0,15134342.5,82237.991,71644.54,0.0,85844.584,0.0,20513.399,17625.821,0.0,25544.388,0.0,0.0,182922.993,180171.973,20383.252,33477.754,123078.192,74693.438,8652823.64,0.0
['1+2'],0.0,59432.799,0.0,16961.022,112844.154,132358.644,0.0,733872.154,0.0,59170.032,141082.106,202296.06,0.0,0.0,0.0,15134342.5,82237.991,71644.54,0.0,85844.584,0.0,20513.399,17625.821,0.0,25544.388,0.0,0.0,182922.993,180171.973,20383.252,33477.754,123078.192,74693.438,8652823.64,0.0
['1+3'],0.0,4894604.97,18480709.8,643313.238,5891440.9,3961830.37,0.0,0.0,8817130.8,7915299.21,57777.355,7495257.8,672718.177,18836647.2,8463434.16,1248610.65,328954.65,5686200.31,12181810.0,6992482.03,3751620.83,1491070.55,902653.336,14619913.7,3391431.18,1951581.63,1396183.88,0.0,56151.408,0.0,0.0,2185957.62,571365.488,353504.605,5129009.67
['1+3'],0.0,4894604.97,18480709.8,643313.238,5891440.9,3961830.37,0.0,0.0,8817130.8,7915299.21,57777.355,7495257.8,672718.177,18836647.2,8463434.16,1248610.65,328954.65,5686200.31,12181810.0,6992482.03,3751620.83,1491070.55,902653.336,14619913.7,3391431.18,1951581.63,1396183.88,0.0,56151.408,0.0,0.0,2185957.62,571365.488,353504.605,5129009.67
['1+4'],0.0,51700.403,0.0,0.0,0.0,241699.726,0.0,64282.591,0.0,192013.53,0.0,343575.382,64247.66,0.0,12790.6,82202.248,190148.287,95917.439,0.0,57166.978,493151.425,233012.878,0.0,0.0,421941.564,355545.996,0.0,95617.858,197727.02,0.0,39589.738,0.0,156337.67,328211.881,0.0
['1+4'],0.0,51700.403,0.0,0.0,0.0,241699.726,0.0,64282.591,0.0,192013.53,0.0,343575.382,64247.66,0.0,12790.6,82202.248,190148.287,95917.439,0.0,57166.978,493151.425,233012.878,0.0,0.0,421941.564,355545.996,0.0,95617.858,197727.02,0.0,39589.738,0.0,156337.67,328211.881,0.0
['1+5'],0.0,0.0,0.0,0.0,15947.751,0.0,997813.334,20189.274,0.0,19716.837,784392.196,0.0,0.0,0.0,0.0,0.0,0.0,11551.067,0.0,4316.532,0.0,0.0,41005.02,0.0,0.0,0.0,0.0,0.0,818151.944,24952.535,0.0,42926.976,25591.467,0.0,0.0
['1+5'],0.0,0.0,0.0,0.0,15947.751,0.0,997813.334,20189.274,0.0,19716.837,784392.196,0.0,0.0,0.0,0.0,0.0,0.0,11551.067,0.0,4316.532,0.0,0.0,41005.02,0.0,0.0,0.0,0.0,0.0,818151.944,24952.535,0.0,42926.976,25591.467,0.0,0.0
['1+6'],0.0,2925600687.0,225436.133,7892539087.0,3854515416.0,0.0,981263762.0,1139247307.0,9325926.94,0.0,884666223.0,34770973.4,10581603.4,0.0,324414.229,14867124.2,6497875488.0,0.0,0.0,3261783451.0,0.0,6033781085.0,6187639700.0,0.0,0.0,3247053340.0,3274810071.0,7174609521.0,846814472.0,879694214.0,4330004382.0,0.0,6981278354.0,32543303.6,214311.684
['1+6'],0.0,2925600687.0,225436.133,7892539087.0,3854515416.0,0.0,981263762.0,1139247307.0,9325926.94,0.0,884666223.0,34770973.4,10581603.4,0.0,324414.229,14867124.2,6497875488.0,0.0,0.0,3261783451.0,0.0,6033781085.0,6187639700.0,0.0,0.0,3247053340.0,3274810071.0,7174609521.0,846814472.0,879694214.0,4330004382.0,0.0,6981278354.0,32543303.6,214311.684
['1+7'],96010.382,0.0,28683.804,0.0,0.0,495378.757,0.0,97642.971,346654.025,43353.084,0.0,90438.805,0.0,27522.381,119515.403,0.0,0.0,208452.97,0.0,0.0,0.0,0.0,0.0,191930.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450723.417,0.0
['1+7'],96010.382,0.0,28683.804,0.0,0.0,495378.757,0.0,97642.971,346654.025,43353.084,0.0,90438.805,0.0,27522.381,119515.403,0.0,0.0,208452.97,0.0,0.0,0.0,0.0,0.0,191930.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450723.417,0.0
['1+8'],0.0,5366860.11,0.0,8494129.86,6392154.69,6262095.12,5950439.08,8850356.56,5430524.85,7532080.3,5441384.44,8615050.83,0.0,0.0,0.0,823622.021,10780888.8,4904266.52,0.0,8038747.03,6532479.41,6547422.21,7982314.03,451792.979,4873556.3,5542404.38,4749229.08,7869977.91,6519124.82,7809815.23,6812535.12,11220255.1,9422084.6,332959.013,0.0
['1+8'],0.0,5366860.11,0.0,8494129.86,6392154.69,6262095.12,5950439.08,8850356.56,5430524.85,7532080.3,5441384.44,8615050.83,0.0,0.0,0.0,823622.021,10780888.8,4904266.52,0.0,8038747.03,6532479.41,6547422.21,7982314.03,451792.979,4873556.3,5542404.38,4749229.08,7869977.91,6519124.82,7809815.23,6812535.12,11220255.1,9422084.6,332959.013,0.0
['1+9'],0.0,89673.697,0.0,81948.535,77323.233,0.0,126790.656,369639.359,437582.606,286216.331,384173.109,92614.873,0.0,0.0,0.0,3073180.59,308025.594,262464.847,0.0,68863.314,46094.023,283228.454,350630.462,0.0,75693.096,250033.982,215636.513,0.0,377601.255,93000.941,376410.813,0.0,217539.333,1915892.31,0.0
['1+9'],0.0,89673.697,0.0,81948.535,77323.233,0.0,126790.656,369639.359,437582.606,286216.331,384173.109,92614.873,0.0,0.0,0.0,3073180.59,308025.594,262464.847,0.0,68863.314,46094.023,283228.454,350630.462,0.0,75693.096,250033.982,215636.513,0.0,377601.255,93000.941,376410.813,0.0,217539.333,1915892.31,0.0
['1+10'],0.0,2790.191,0.0,18885.809,3841.312,7643.088,23821.121,24177.358,8317.924,3076.64,9963.95,20330.239,0.0,0.0,0.0,0.0,25005.79,0.0,0.0,0.0,3372.65,0.0,11007.826,0.0,4097.338,0.0,2349.616,18255.095,21.393,57671.714,26895.965,23186.507,17856.998,0.0,0.0
['1+10'],0.0,2790.191,0.0,18885.809,3841.312,7643.088,23821.121,24177.358,8317.924,3076.64,9963.95,20330.239,0.0,0.0,0.0,0.0,25005.79,0.0,0.0,0.0,3372.65,0.0,11007.826,0.0,4097.338,0.0,2349.616,18255.095,21.393,57671.714,26895.965,23186.507,17856.998,0.0,0.0
['1+11'],0.0,63950.514,0.0,106504.645,173079.371,215815.353,0.0,0.0,193868.106,126481.831,0.0,0.0,0.0,0.0,0.0,0.0,196387.813,102661.352,0.0,64884.517,0.0,0.0,90129.475,0.0,0.0,149881.055,146308.601,0.0,0.0,0.0,0.0,135865.491,123395.963,399007.414,0.0
['1+11'],0.0,63950.514,0.0,106504.645,173079.371,215815.353,0.0,0.0,193868.106,126481.831,0.0,0.0,0.0,0.0,0.0,0.0,196387.813,102661.352,0.0,64884.517,0.0,0.0,90129.475,0.0,0.0,149881.055,146308.601,0.0,0.0,0.0,0.0,135865.491,123395.963,399007.414,0.0
['1+12'],79955.123,257623.905,7080.411,126631.407,217000.128,244312.839,48810.599,254595.615,244595.086,284326.113,142628.831,286624.199,0.0,54959.454,95342.87,330721.793,335551.247,217522.839,0.0,233498.561,207182.363,113277.376,293507.151,255105.299,292406.321,271800.301,286244.15,207970.746,231301.84,193555.905,230074.406,336206.005,275946.527,395405.692,0.0
