,10,7,16,47,5,27,46,65,39,54,44,50,21,17,62,51,34,49,73,56,71,77,20,25,35,43,36
Label,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1
['1'],12474.0,11137.74901,9462.56331,14101.88439,16315.10418,11530.73203,14124.27554,10851.16805,11821.44571,10077.94985,15713.36707,9618.480278,14681.50396,11623.64696,10746.38598,10907.66277,15631.91325,11583.40006,13008.84116,9848.574329,12901.98629,17889.03441,17258.98937,12574.13587,16294.63279,19065.73038,12373.86712
['1'],12474.0,11137.74901,9462.56331,14101.88439,16315.10418,11530.73203,14124.27554,10851.16805,11821.44571,10077.94985,15713.36707,9618.480278,14681.50396,11623.64696,10746.38598,10907.66277,15631.91325,11583.40006,13008.84116,9848.574329,12901.98629,17889.03441,17258.98937,12574.13587,16294.63279,19065.73038,12373.86712
['2'],166055.0,198442.1021,178968.1044,144867.6699,119346.7358,175992.3346,167741.3962,170683.337,160159.8113,168295.3984,139259.2395,195752.3018,122839.3043,153854.2472,170121.2351,179859.0697,167584.449,0.0,181592.1991,165958.9318,155887.3817,121794.0587,107398.1278,168894.5208,159248.1118,142229.2984,184941.6236
['2'],166055.0,198442.1021,178968.1044,144867.6699,119346.7358,175992.3346,167741.3962,170683.337,160159.8113,168295.3984,139259.2395,195752.3018,122839.3043,153854.2472,170121.2351,179859.0697,167584.449,0.0,181592.1991,165958.9318,155887.3817,121794.0587,107398.1278,168894.5208,159248.1118,142229.2984,184941.6236
['3'],60032.0,58666.29005,59433.06774,74518.90678,73381.34018,61785.7127,70590.41597,60944.82105,69041.58807,55280.98696,78848.03134,57221.84357,74597.12302,64936.4268,59374.00945,55419.40895,73378.95481,56849.06521,62517.73447,55149.87175,62301.41916,90603.57073,92176.16123,64857.87558,73228.0528,89892.71558,66705.53935
['3'],60032.0,58666.29005,59433.06774,74518.90678,73381.34018,61785.7127,70590.41597,60944.82105,69041.58807,55280.98696,78848.03134,57221.84357,74597.12302,64936.4268,59374.00945,55419.40895,73378.95481,56849.06521,62517.73447,55149.87175,62301.41916,90603.57073,92176.16123,64857.87558,73228.0528,89892.71558,66705.53935
['4'],41485.0,35512.59253,29573.79513,36944.53886,41156.40997,0.0,36276.80901,38268.67706,32791.59656,38915.11464,38755.75505,39620.858,36953.11436,30888.93323,36325.7798,37964.2002,37596.42116,38868.76621,36592.3974,38508.62258,32237.15514,42481.13638,41825.22634,32637.15294,39424.78311,42247.79555,37391.63142
['4'],41485.0,35512.59253,29573.79513,36944.53886,41156.40997,0.0,36276.80901,38268.67706,32791.59656,38915.11464,38755.75505,39620.858,36953.11436,30888.93323,36325.7798,37964.2002,37596.42116,38868.76621,36592.3974,38508.62258,32237.15514,42481.13638,41825.22634,32637.15294,39424.78311,42247.79555,37391.63142
['5'],3472.0,3572.626638,2602.74242,4378.5344,2254.433573,3355.297601,4195.885702,2558.13182,3738.805355,0.0,4718.715392,3054.843371,2768.442669,2164.869533,2595.8331,3201.198876,3703.258349,3331.271886,3361.130329,2106.962282,2959.610012,3249.728134,3221.474744,3202.16598,3952.257789,4674.539929,3612.376492
['5'],3472.0,3572.626638,2602.74242,4378.5344,2254.433573,3355.297601,4195.885702,2558.13182,3738.805355,0.0,4718.715392,3054.843371,2768.442669,2164.869533,2595.8331,3201.198876,3703.258349,3331.271886,3361.130329,2106.962282,2959.610012,3249.728134,3221.474744,3202.16598,3952.257789,4674.539929,3612.376492
['6'],5569.0,5255.308143,3597.732983,4676.568116,5458.848589,4341.315289,4685.539486,4482.534069,4423.41093,4259.377089,4850.911123,4550.466616,4746.24925,3849.193571,4248.861433,4205.896788,5785.912288,4932.638918,3911.650091,4352.244224,4345.78224,5702.266323,4955.934572,4325.612565,5486.62408,5712.185056,4757.396696
['6'],5569.0,5255.308143,3597.732983,4676.568116,5458.848589,4341.315289,4685.539486,4482.534069,4423.41093,4259.377089,4850.911123,4550.466616,4746.24925,3849.193571,4248.861433,4205.896788,5785.912288,4932.638918,3911.650091,4352.244224,4345.78224,5702.266323,4955.934572,4325.612565,5486.62408,5712.185056,4757.396696
['7'],28947.0,18506.29145,23514.26677,31061.86555,26942.1354,22419.48852,27646.51773,23942.44246,16603.57986,26727.93217,27876.49456,26825.82307,18693.06983,29561.99981,27581.86123,16650.08966,17971.85379,23236.42477,18278.44,27953.43851,32022.4104,27931.55711,28691.88245,24400.07003,23407.79755,21628.45129,24294.59365
['7'],28947.0,18506.29145,23514.26677,31061.86555,26942.1354,22419.48852,27646.51773,23942.44246,16603.57986,26727.93217,27876.49456,26825.82307,18693.06983,29561.99981,27581.86123,16650.08966,17971.85379,23236.42477,18278.44,27953.43851,32022.4104,27931.55711,28691.88245,24400.07003,23407.79755,21628.45129,24294.59365
['8'],22612.0,21596.01521,10793.19895,23216.36081,17938.57993,12638.52409,22302.75513,13877.05265,15494.56935,16864.76948,24567.12009,18326.86723,17182.34672,10113.18863,13739.30893,18340.83975,21375.50912,18717.24918,12882.16242,12586.01693,14951.72995,15944.94926,19670.11135,13836.01121,22074.6412,29252.6887,19328.59003
['8'],22612.0,21596.01521,10793.19895,23216.36081,17938.57993,12638.52409,22302.75513,13877.05265,15494.56935,16864.76948,24567.12009,18326.86723,17182.34672,10113.18863,13739.30893,18340.83975,21375.50912,18717.24918,12882.16242,12586.01693,14951.72995,15944.94926,19670.11135,13836.01121,22074.6412,29252.6887,19328.59003
['9'],2371.0,2352.549,2356.682329,1516.945047,2125.642557,1704.841135,1638.677417,1945.294433,1621.833134,2087.640265,1814.890535,2461.637964,1520.454014,1802.64931,1987.718353,2150.008172,2014.032722,2358.669033,1707.203218,1978.292829,2248.204442,1630.040625,1545.651151,1885.376754,1882.830431,1703.153498,1820.674838
