,30,64,58,70,67,48,26,40,12,57,31,4,76,45,52,78,66,15,11,3,18,6,22,8,60,1,68,2,69,41,24,72,23,14,37,59,75,29,55,61,63,32,42,38,13,28,33,19,74,9,53
Label,1,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2
['317'],22706.71669,20376.77744,16657.70216,18285.10164,18961.47904,21153.72894,23178.45027,20441.62741,23806.38819,18497.11306,18897.06218,23716.27953,20379.92789,21675.07178,21993.55869,18852.49967,21951.21167,19356.17628,26405.41085,23828.07982,23317.97527,21433.68394,21105.73968,23650.85774,17290.2766,22730.29295,17986.15196,23193.21014,17311.73551,21363.23715,19613.62733,18971.57586,21426.83628,22941.083,20431.09472,19291.70487,20024.05322,23112.11036,17065.21274,22592.62669,20815.95534,20776.11722,21773.41997,21189.80252,24456.76712,23077.52839,20285.84696,21343.22696,20131.12138,25219.77276,23753.19676
['317'],22706.71669,20376.77744,16657.70216,18285.10164,18961.47904,21153.72894,23178.45027,20441.62741,23806.38819,18497.11306,18897.06218,23716.27953,20379.92789,21675.07178,21993.55869,18852.49967,21951.21167,19356.17628,26405.41085,23828.07982,23317.97527,21433.68394,21105.73968,23650.85774,17290.2766,22730.29295,17986.15196,23193.21014,17311.73551,21363.23715,19613.62733,18971.57586,21426.83628,22941.083,20431.09472,19291.70487,20024.05322,23112.11036,17065.21274,22592.62669,20815.95534,20776.11722,21773.41997,21189.80252,24456.76712,23077.52839,20285.84696,21343.22696,20131.12138,25219.77276,23753.19676
['616'],19117.55977,18358.01835,12698.60914,18062.78418,17664.04274,17290.79219,19892.53209,18323.4727,19522.48363,12678.2589,23538.44587,18285.27479,18062.71618,17781.11993,16110.93628,18138.82201,18367.96953,22307.90015,20422.23982,18316.91804,22158.11616,18229.36176,21512.93169,19764.81512,13237.12978,19688.34791,17676.83076,19370.69379,18145.04944,19482.51143,19829.22788,18255.80575,20625.72391,22117.49961,18262.33788,12624.81502,16873.99629,21129.25547,12412.40328,17581.43778,18827.68894,21820.42234,18946.63952,18567.74274,23009.4612,19818.64392,23298.5965,20853.88214,17050.58385,21786.13589,16755.78445
['616'],19117.55977,18358.01835,12698.60914,18062.78418,17664.04274,17290.79219,19892.53209,18323.4727,19522.48363,12678.2589,23538.44587,18285.27479,18062.71618,17781.11993,16110.93628,18138.82201,18367.96953,22307.90015,20422.23982,18316.91804,22158.11616,18229.36176,21512.93169,19764.81512,13237.12978,19688.34791,17676.83076,19370.69379,18145.04944,19482.51143,19829.22788,18255.80575,20625.72391,22117.49961,18262.33788,12624.81502,16873.99629,21129.25547,12412.40328,17581.43778,18827.68894,21820.42234,18946.63952,18567.74274,23009.4612,19818.64392,23298.5965,20853.88214,17050.58385,21786.13589,16755.78445
['639'],2170.880246,2137.577479,2133.07122,1908.054946,2034.434793,2513.675699,2415.844065,2474.368092,2841.407622,1954.416032,2751.018811,2190.09019,2619.1617,2387.465623,2261.03029,2603.235303,2357.208923,2591.256947,3125.567988,2114.026431,2573.630002,2088.112954,2719.54212,2783.761864,1954.014994,1955.885145,1995.997134,2313.175489,1907.470023,2331.291489,2813.64735,2245.82042,2525.956337,2667.018908,2283.089978,2014.377338,2387.887279,2299.6492,1888.066091,2199.51171,2548.470792,2634.093039,2506.583091,2641.563715,2566.572215,2408.444885,3003.567835,2816.884228,2518.482929,2622.567403,2230.006002
['639'],2170.880246,2137.577479,2133.07122,1908.054946,2034.434793,2513.675699,2415.844065,2474.368092,2841.407622,1954.416032,2751.018811,2190.09019,2619.1617,2387.465623,2261.03029,2603.235303,2357.208923,2591.256947,3125.567988,2114.026431,2573.630002,2088.112954,2719.54212,2783.761864,1954.014994,1955.885145,1995.997134,2313.175489,1907.470023,2331.291489,2813.64735,2245.82042,2525.956337,2667.018908,2283.089978,2014.377338,2387.887279,2299.6492,1888.066091,2199.51171,2548.470792,2634.093039,2506.583091,2641.563715,2566.572215,2408.444885,3003.567835,2816.884228,2518.482929,2622.567403,2230.006002
['653'],15768.9502,11608.44154,13928.97677,14157.95126,13562.13922,15334.01045,12856.73336,13601.85242,13681.92772,10415.25087,12927.37331,12577.30859,11538.5608,15186.29765,13087.46554,14265.40348,14328.22567,15071.62271,13739.66994,11007.12384,14252.33894,12573.07942,17721.95139,15475.3441,11663.34338,12823.8141,11367.84567,12980.57723,14769.64636,16990.72818,14687.33553,13819.70783,14474.90929,18086.53717,15513.57854,13661.49837,12945.89118,14822.27388,12517.64665,11204.99584,14153.19657,12757.187,16561.04703,16855.05376,17865.25925,12067.17065,15497.58367,14516.46563,10399.20586,13628.3751,12699.29734
['653'],15768.9502,11608.44154,13928.97677,14157.95126,13562.13922,15334.01045,12856.73336,13601.85242,13681.92772,10415.25087,12927.37331,12577.30859,11538.5608,15186.29765,13087.46554,14265.40348,14328.22567,15071.62271,13739.66994,11007.12384,14252.33894,12573.07942,17721.95139,15475.3441,11663.34338,12823.8141,11367.84567,12980.57723,14769.64636,16990.72818,14687.33553,13819.70783,14474.90929,18086.53717,15513.57854,13661.49837,12945.89118,14822.27388,12517.64665,11204.99584,14153.19657,12757.187,16561.04703,16855.05376,17865.25925,12067.17065,15497.58367,14516.46563,10399.20586,13628.3751,12699.29734
