,woman_Pt070_RPLCneg,woman_Pt113_RPLCneg,men_Pt027_RPLCneg,woman_HCW099_RPLCneg,men_Pt025_RPLCneg,woman_Pt019_RPLCneg,woman_Pt058_RPLCneg,woman_Pt087_RPLCneg,woman_HCW045_RPLCneg,woman_Pt123_RPLCneg,men_Pt074_RPLCneg,men_Pt063_RPLCneg,woman_HCW008_RPLCneg,men_Pt013_RPLCneg,woman_Pt032_RPLCneg,woman_HCW103_RPLCneg,woman_Pt092_RPLCneg,men_Pt010_RPLCneg,woman_HCW019_RPLCneg,men_HCW237_RPLCneg,men_Pt020_RPLCneg,men_Pt116_RPLCneg,woman_HCW035_RPLCneg,woman_Pt122_RPLCneg,men_Pt068_RPLCneg,men_Pt007_RPLCneg,men_HCW012_RPLCneg,woman_Pt085_RPLCneg,men_HCW036_RPLCneg,men_HCW059_RPLCneg
Label,COVID,COVID,COVID,HC,COVID,COVID,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,HC,HC
691.0149@526.51,209537.294,227565.45929,204546.57388,376629.96414,267862.35852,396188.22604,223636.758,253493.32191,224129.24978,249411.2413,400027.95769,279522.05337,163882.86253,341262.09972,248954.24882,171146.90816,160068.07961,312756.19286,201280.33999,207093.87073,165620.15413,222143.94099,196454.87519,163584.22032,230532.36304,210689.10673,210532.63418,197550.1621,250607.52081,283858.84698
433.2372@391.14,148847.55833,101038.10598,98740.22859,205346.00721,49774.43141,127612.21302,171619.41189,58152.96275,262908.54912,147896.17928,116650.15795,99779.77694,79209.99689,123450.35363,147918.16913,200986.85412,53318.23748,97020.61907,201208.74252,71186.40685,115546.95602,208531.99038,66165.01866,175653.27987,67202.56361,176047.77464,66929.49545,43682.73716,188661.00161,184796.8018
406.132@281.13,158.50426,26.38039,73.54506,576.54883,41.42024,3266.88348,114.67724,38.50769,10103.21545,84.75544,372.85181,175.72253,10763.39155,1873.36624,259.26689,594.04903,165.93574,2709.16524,958.84013,150.14003,324.07196,2135.33378,291.98434,730.24676,100.96001,467.75616,1971.78355,132.85254,7193.35342,9570.77725
692.3996@476.7,15576.01867,15449.11205,14635.38565,16464.26819,17701.55223,17598.41903,17013.90312,15436.40779,15725.52059,14640.7214,15386.76998,16933.27696,14979.25714,17460.935,16923.64973,10113.43928,15346.99726,18108.38025,16150.23154,14504.65166,14100.14732,12968.9943,13592.13224,15403.12274,16232.12149,15519.17186,14623.4674,14471.57886,19058.6109,17908.8126
567.3481@420.69,306230.10242,273987.24252,225088.71937,367108.26962,196160.19514,207776.24943,426196.27601,166337.41259,477437.68808,307360.47759,195750.2598,158786.98746,274570.80512,207827.86818,280388.55084,610548.48951,233391.63591,167130.46842,389743.1784,187026.71385,274415.24443,395656.94682,141892.8543,274819.82044,196463.15918,542901.13949,118651.87427,88332.47084,405710.84415,257963.17469
587.5062@513.03,884962.3047,975129.13545,892545.70925,1700730.03082,1278710.01083,1735994.89283,1172988.2372,748035.28301,760062.95234,1028744.30434,1646099.97793,1489101.46006,763919.79863,1401982.2251,1031833.95149,738522.18985,839829.2157,1648603.76791,1070046.09788,867403.80685,750109.39032,926241.82665,940580.22664,727261.31663,790030.98854,955677.383,839755.28556,910562.62771,1101795.28765,1298322.07189
255.2329@517.8,15311592.60675,15727547.4339,14488908.4511,16962881.03308,16003482.80325,19552133.72881,17099920.57638,16246295.79013,14851015.22035,16098303.38993,17884558.37748,18821571.24008,14727969.76833,17406796.19977,14215151.09875,13476806.44875,14202472.31787,17725571.1996,15229448.95953,13982548.35534,15034224.89794,14865564.69811,14678426.20014,13519067.18213,13952982.24357,15651680.76633,13957419.48359,14418776.38197,16446923.01675,16679002.79565
424.3777@497.68,24259.66094,28443.01835,23411.60139,39248.90651,28368.63734,37996.20272,27115.72889,30350.04179,25454.45446,21499.4527,36801.60129,31558.05482,23018.84082,37009.67648,28009.03935,23168.63239,23934.44575,36067.78979,25821.85622,25117.57226,21615.13376,21731.07493,24465.29306,24377.24868,19406.60377,26063.73805,22812.81526,23652.36996,27283.28622,31543.44662
905.6975@487.91,15777.17012,15398.34737,547.43935,10632.69426,19594.50592,23427.82047,23369.57079,11834.08447,1975.61367,20782.4447,10659.25402,45326.48878,11785.06638,13839.96661,15367.47215,2980.05605,10924.57644,12126.32009,2680.30785,2025.11286,13996.82604,8324.05698,136.67701,15389.29458,9594.54868,18752.00696,92.88253,4302.34427,11832.05053,7739.71068
583.3483@420.81,86959.77755,73095.91321,53851.67901,103330.64615,45600.54462,55732.25733,114851.29294,45216.34166,155526.25418,81318.59319,50904.47315,36882.94826,64705.86828,52662.77662,73591.87452,185443.9678,55194.12875,40562.11789,104013.03591,50288.39223,71346.77988,106655.60616,31544.71215,69616.11512,46184.55361,179525.36585,28125.38591,17941.17759,106169.03511,68320.475
416.2276@391.17,76004.88343,46898.96115,52897.51099,50882.96811,26826.93979,35853.88207,59039.87837,37761.49147,68443.08339,47627.43339,35137.26055,43463.51326,59723.07239,38343.7527,56587.62717,63150.07077,49671.99559,39710.11886,67100.34476,51406.21651,51545.39666,63969.31316,51537.56397,67986.95963,54179.82896,65498.34379,51896.97387,34086.41296,49686.05096,51996.00793
331.45@482.12,92280.85236,161168.29249,39742.44552,69971.72365,152270.68366,388451.21543,115233.63819,119100.57872,45263.06107,140700.22117,233447.09703,332626.6822,58076.9516,83238.06274,53484.69732,37067.05836,31137.65572,91747.26299,35875.50528,35637.12891,76310.76155,62537.0593,40008.75961,44096.69706,55763.47068,101977.78703,28392.5453,38382.01714,110026.73597,88209.53649
439.3779@603.13,5240.90917,442.88533,737.67547,7540.83202,1363.80974,2841.61946,3891.96266,896.61849,4246.86001,2510.91404,2022.43345,2283.07569,1524.57827,33973.336,16596.04156,11747.72707,1870.91816,2349.0823,5573.63182,6434.37452,6812.96787,12503.78842,2834.1527,1864.87195,1602.78879,2985.83294,1139.4815,394.4425,10602.60411,2157.13952
582.361@420.73,298371.69708,264312.57816,222858.36871,327740.84032,175303.83017,191278.34046,397554.27972,161357.9883,455422.0947,301148.3381,177516.09448,147584.85804,259601.71484,185863.90578,263164.60727,566288.20382,222366.43569,152102.20353,367203.83092,182300.2549,266275.1818,370680.35253,135075.28209,266523.41453,202416.13276,520366.55541,111619.47673,84569.41979,378620.65805,244652.93267
310.8371@275,10756.1899,4105.30901,2886.69661,6330.78616,7643.71336,4734.65222,9794.49762,4896.89747,8272.8604,3813.32819,6860.16591,5966.6627,10097.80504,5892.54398,4237.59754,11663.25649,4446.94465,728.67047,9671.33042,4169.08197,7893.98447,8843.85438,3249.24903,8367.74117,7703.80147,6403.48499,2487.0344,1923.00128,12307.13377,12455.15502
564.1283@376.52,6541.4975,5669.48336,5429.29976,5313.92202,5995.01123,6337.89553,5814.87498,6272.10921,5513.22191,6152.4383,6717.37174,6688.84241,5483.77449,7603.55342,5578.75419,5763.75644,5398.85936,6927.55824,5233.27514,6286.85032,5918.0275,6014.6108,6602.2816,5598.74308,5447.32463,5448.43001,6422.78642,5517.72561,6659.91322,6642.08246
580.3612@420.7,3548898.77221,3105663.05576,2592353.67302,3824069.59583,2204010.43271,2245153.26085,4635927.63322,1874788.47616,5349181.90048,3432836.87072,2111212.15245,1719212.34633,3005706.00348,2274779.0865,3082073.12604,6574307.7858,2585697.6848,1809206.78532,4361332.02469,2185455.83029,3166183.82689,4294479.59396,1550140.09893,3005228.90119,2351798.6484,6009474.87408,1332020.50198,1025996.77912,4454348.32049,2883074.33519
381.028@302.38,22421.46636,20710.76256,20977.28784,21959.22716,20814.67358,21918.841,22319.64583,19237.13174,19357.91643,19934.80807,21136.14382,21635.08416,21620.34286,23855.11058,19949.92142,21014.32329,22206.41345,21514.61176,21570.55891,20866.10242,20331.9937,20926.46202,20941.85729,21986.79498,19731.30776,19980.788,20622.24166,19825.58003,20095.58489,19009.48396
566.3454@420.73,1064539.38616,946596.9799,771615.34702,1253452.14086,678093.99674,729644.81232,1461047.44869,579070.22556,1637279.78595,1132440.90106,671406.16248,547314.45445,942731.23379,732612.14248,981085.52838,2078823.39898,813723.37636,581924.74034,1344185.27878,657719.6555,943761.07925,1343193.34092,492984.58359,953279.10464,705675.13774,1834179.69703,413021.07072,314612.91296,1404119.31481,912668.57394
273.8822@643.18,8471.2778,7623.30095,7263.34525,10101.18297,9451.75623,10467.75087,8893.50516,9145.67095,7281.69719,8078.4137,10625.79842,9527.33881,7731.32416,9845.07847,8839.70277,6762.37461,7177.31576,8773.21883,8360.60891,8356.7143,6382.4142,5796.46887,8429.57367,7388.06375,6638.15365,7383.56306,6221.53802,7223.72135,7354.57199,8242.06703
585.3609@459.74,322954.70851,160485.72695,202866.03262,149707.2384,138790.22795,245435.80233,580667.22712,148780.88348,240550.24525,251489.11241,141922.64659,133931.07082,296605.16114,204394.60687,286320.25226,482539.29364,179443.17252,125660.02212,343781.44919,169710.42721,248345.66623,273470.00171,57426.23047,261040.62925,189057.71509,317412.88638,84164.9503,97598.32667,364815.44464,254131.5537
636.3478@459.85,75889.68496,45653.18665,54563.17703,46359.15699,45654.94298,60522.42406,106114.33604,42162.77179,65781.22795,72407.50502,42130.92619,40875.36368,87749.20777,63623.23398,80410.95224,102330.17863,56354.30202,41040.96009,75453.77646,47815.43899,67023.24345,72244.43156,23809.92821,68707.43271,59817.10754,84280.17358,29638.60991,32448.28521,87095.63948,73973.72786
525.3372@423.28,5347.78729,5369.78981,6735.24217,8739.0065,3149.85397,6527.93073,12568.93473,4850.58051,14175.6035,8621.12925,5884.10665,5066.23591,10245.11772,4776.49023,6741.9712,28177.79253,6996.46666,5481.81256,13139.26211,5163.0838,5963.29041,12977.40044,2484.13595,9255.87683,5104.46352,10805.8189,2831.02438,3082.1759,15255.12141,12390.28967
930.5823@411.53,26168.90385,16860.74438,14240.69277,20335.74271,9742.32344,12008.13456,33381.02042,8372.46104,27950.6948,24537.21556,11457.45916,8514.51701,22194.85972,11625.84312,20915.02387,40201.14963,16570.18827,6442.89602,24364.13857,9588.1138,20605.80445,28579.57337,4404.09183,20959.97419,16681.13158,37306.89824,2586.29972,6255.96535,27012.86447,21021.03151
581.3644@420.73,1067085.19751,932932.38898,779172.99543,1159845.27588,670318.24751,671834.72655,1391475.7442,561002.52067,1614174.77485,1038167.93681,644678.53033,518907.17786,910540.4647,680469.93029,933388.14313,1971753.70229,776861.81059,552283.68354,1301596.4503,659499.82436,964102.55644,1300656.78283,473976.43259,908528.20095,715541.64289,1810744.91099,399980.53332,307239.2919,1349911.97045,877252.55444
651.367@459.79,20944.98488,12184.8925,14180.78229,11145.75068,12231.54027,16980.88254,28974.23171,11772.1891,15521.32788,18089.53625,11289.71473,11016.21694,19360.55418,15134.94353,17438.74606,30369.87092,14158.70441,10813.61875,21404.07726,13832.7214,18257.81707,20720.92586,6160.25796,18059.23838,13994.50897,20654.47106,7519.43468,9305.12342,23086.57903,17052.70855
217.0024@118.01,2712752.11703,2322959.13235,2295017.69989,2200836.72672,2272266.95017,2143880.58686,2508586.88084,2238797.59857,2194443.81129,2686169.36328,2178237.31157,2299297.89511,2535246.44066,2190796.95129,2237312.02139,2302249.25921,2204808.9286,2247081.61651,2249028.15429,2194427.97757,2309349.88686,2560338.78457,2199298.965,2796674.02771,2334311.93243,2293473.50246,2776643.43153,2170591.42543,2221866.61301,2295362.45441
650.3633@459.8,70080.30227,37594.13926,47217.57964,38359.25212,38432.94259,53797.30845,96066.54571,36409.54258,31654.57983,58901.8653,34892.83059,35627.60047,64749.32415,47347.59521,60298.15343,94971.32183,44583.1743,36500.80615,68573.41906,41936.05954,55937.75052,61947.12841,19127.04379,60352.23101,44820.20726,67970.04278,24358.53884,29344.10429,73344.879,57491.7101
438.2694@459.79,41865.21765,27050.60511,29815.27247,22295.27056,23815.50566,29010.25383,56627.3075,22984.1477,31730.6388,34779.27787,25096.84365,19173.56095,40785.05241,25854.48458,36322.64197,59369.54243,28696.8657,19182.49503,40811.9775,25385.06335,34336.31139,39462.33131,12900.04422,34418.9656,28285.32142,39534.51069,17085.58553,17458.84982,41996.84808,33496.88635
299.2008@395.61,63706.49547,79372.42234,73243.67898,65460.24896,64763.32941,69331.96642,68508.47022,62413.87282,64256.73189,69718.25956,70287.84056,66074.10646,63342.34557,63178.87305,63212.60798,63159.62075,70094.12039,67126.28436,64308.38753,61884.18068,62164.61765,67666.21276,62427.12676,67298.32525,71737.55686,65134.84923,64772.02263,62274.40918,65799.40536,65617.63449
123.901@138.35,423585.0607,424608.14558,447863.17625,664011.80618,468760.13619,540109.50037,549259.2233,422866.8806,456649.25857,419118.34729,500743.23092,504501.54405,403149.64065,454552.86821,501741.93931,419754.94587,427605.61369,474634.9352,452664.87518,446768.94062,412314.82891,392008.37938,389938.21862,446470.4805,408360.43485,447944.89198,400195.05307,375030.66845,470655.13746,461976.2247
538.3502@423.63,83551.37776,71743.66811,70367.45062,96150.25151,60693.07663,87908.90556,157669.34356,66484.36136,180427.68534,111096.11708,69194.54214,62026.43396,128801.89991,54160.65678,79192.84901,361596.12366,90668.4793,64979.38751,171953.18625,61489.16863,85100.3427,164636.14591,39956.58453,108536.80238,61652.35781,145213.90277,40049.04366,39199.64543,189949.41071,164274.81788
214.1439@177.78,29663.16662,28334.39088,29514.4618,25971.46151,28209.38751,27846.88618,29968.20435,27814.87078,29669.14671,27464.54004,27144.09846,27804.86334,28521.10859,29618.78534,29114.52111,26410.15771,28033.00167,28088.13949,26893.77399,24554.43492,27533.8624,26556.61094,26976.30921,28003.57336,24207.18572,28010.71325,29783.52855,27963.35359,27152.4126,27631.67442
506.3758@514.83,490185.3896,522618.50598,620554.78246,707148.44858,550557.31458,606693.57192,483236.00478,561708.19825,557501.28792,525739.78123,616111.49175,505915.76679,462737.37858,599054.13548,549452.58852,426326.08497,450326.91787,596051.37107,536005.83329,534373.22298,409377.61417,513445.34334,540520.94187,429507.13408,507191.25492,461923.87732,607320.64744,534666.4373,515330.63807,582965.30883
314.1929@478.92,21517.157,20422.78262,11085.46971,65218.2151,29779.51421,36683.97207,32514.78075,19395.51676,11667.52418,24648.80533,24774.54216,41343.98527,19260.76692,23188.21518,21278.81765,10970.61964,15470.25683,56079.15353,15290.53446,10297.42446,18697.23706,16308.98525,74628.5074,18654.24389,15367.41827,22325.29029,5491.4562,11349.28184,21966.10624,19299.85723
250.1442@409.63,209257.90641,188587.80918,195493.12905,194251.21851,197112.52493,213440.88406,214186.18148,221872.43201,193811.90537,216741.77872,206527.91589,189212.81238,186832.26964,211129.45582,190448.35014,208981.03183,219786.59883,222984.67406,188917.90315,187541.84542,191865.73529,196383.85555,191526.06978,208074.61509,194956.18403,195266.8506,188997.56655,184198.75935,189236.60321,212128.65387
457.3515@340.26,8892.08033,382.6206,1758.80178,4596.59175,6637.38396,3720.65283,5726.10058,2737.25426,9334.01531,15406.75335,9769.71483,3436.3429,12151.17798,4040.35978,12189.84804,23978.60124,1719.89411,5999.66599,13414.09401,1645.5976,38419.14127,9697.42883,1442.28001,14986.67265,19776.04289,7039.25737,2489.86246,443.9477,21493.52345,10061.31426
507.3273@421.04,317881.64955,286102.81954,235347.70789,365216.70164,198041.89704,205803.86949,398874.17082,169568.53317,493829.08879,314003.96867,196172.13398,154764.15172,275319.82461,208670.87125,278578.27683,609486.36584,236127.38997,166672.43491,374799.78533,195320.66674,285859.41779,400961.76265,141748.2384,278807.61902,211981.71662,555872.22529,117537.38266,89147.44899,381405.23959,266648.03096
506.3243@421.04,1204705.63401,1064743.54421,881784.33156,1344131.04045,758274.40005,782299.3406,1473855.94924,639986.33578,1822404.80115,1177335.98731,736444.33376,593479.95571,1039377.10626,783597.05674,1058086.09926,2253188.89654,879610.81766,631785.31965,1381303.15159,679210.36111,1073148.13337,1478321.7326,535097.29844,1044704.76735,800113.50484,2057452.04328,456552.00298,347566.52668,1422977.59094,985126.67404
532.979@654.19,26034.31027,26054.41184,24869.54316,26187.39109,24669.55997,24164.83396,24295.38143,24467.83833,22769.11869,25327.6424,25837.46302,24929.85548,23940.37509,24900.81409,24423.73538,24091.45389,23890.0603,25227.27569,23481.45785,24711.86395,23913.79799,23286.97923,25122.4638,25964.0527,24822.67482,23765.30805,24745.11776,24721.77296,24616.22767,23663.91776
594.1622@415,29371.66993,28557.0852,31210.44129,30735.01125,36619.21547,30846.19139,33447.16413,33536.5123,29673.32852,30639.82155,30527.139,37472.52512,30414.83474,34195.96024,31754.35324,28536.24693,29449.93592,36024.5145,28878.24159,32311.20214,31387.54159,28579.63005,34880.44583,29871.39381,29595.47646,28753.32679,33867.74301,33704.42704,33294.22568,32366.98984
801.0831@512.51,7576.33072,8720.43758,9545.02405,12956.47637,11177.58503,12567.23631,10893.69685,9896.74942,9736.07318,7997.20837,13742.08943,10804.65614,8392.33991,12318.24325,11562.29998,7156.82533,6428.86159,11050.55685,9496.15311,10648.05504,6427.63005,7858.65462,7568.38539,6702.51509,8457.16485,9051.58283,8667.30294,6947.70107,10598.61799,11048.60481
627.522@512.1,560608.89136,619282.1838,532156.99025,794074.72296,676543.51335,1153872.46628,839912.19725,632337.83746,552678.71699,720936.60821,797550.25767,831590.42604,453183.41908,764308.8491,630891.04278,429486.86968,478085.03427,801611.16343,622471.14934,530909.7832,438292.92792,549556.46589,503022.36922,457137.04032,564706.8349,771446.16474,512178.8625,511013.18804,662852.35494,706001.71527
337.7952@646.22,15844.18407,17106.64445,18305.12168,24248.00983,17805.11105,8202.42801,15712.63651,18575.42344,18305.50576,15968.62402,21612.72718,4184.60923,14164.61451,18809.39441,19105.69526,17172.02583,16139.00265,17668.60365,16841.9214,10663.06956,16013.56037,15644.12996,20183.23542,6509.90837,16913.86906,19189.90681,18354.56688,18999.05807,20328.59792,17578.23237
121.0285@521.69,316383.86124,218675.75773,259136.67169,309660.69827,223751.67025,233548.00268,251565.04962,265196.76834,251805.87855,157210.5074,273212.62725,257609.62547,293106.43754,284178.99521,230457.5209,257916.31775,329732.15498,279923.55404,249222.11109,274832.31941,248398.08947,272885.9797,243372.11298,291498.46095,242809.14377,299598.61779,265744.59057,262178.52893,260763.31132,222613.20818
179.0559@30.6,48455.26859,99880.90593,32730.60305,50275.02428,38222.12376,76129.09525,51629.86056,34510.19352,51544.89854,57982.49582,61983.77115,102976.33732,16882.4588,47058.50688,32493.33393,496070.26634,61454.47192,233461.3504,160180.82626,20677.96384,44649.89359,56290.12339,16463.68387,54062.17288,39248.34533,61851.25691,28306.78085,21611.98932,53200.92575,34655.67157
