,23,32,70,54,15,3,43,69,62,44,60,6,36,35,25,61,7,27,51,18,31,34,29,10,41,46,40,17,52,11,39,57,5,20,65,4,50,2,13,59,47,8,14,56,1,58,67,28,48
Label,B,B,A,A,A,C,A,C,C,C,A,A,C,C,B,B,B,A,A,B,C,C,A,B,A,C,B,C,C,B,C,B,C,C,B,A,C,B,C,A,B,A,B,A,B,B,B,B,B
['1+6'],6033781085.0,3274810071.0,5091714.21,14867124.2,5305059703.0,803648082.0,0.0,0.0,511581.936,0.0,487386.905,770749809.0,19930337.2,3854515416.0,0.0,0.0,4330004382.0,0.0,10581603.4,6981278354.0,2925600687.0,3261783451.0,3247053340.0,919198919.0,0.0,0.0,13790734.3,5684931297.0,937940.58,884666223.0,0.0,0.0,879694214.0,4867396316.0,214311.684,828139979.0,34770973.4,981263762.0,1288628262.0,2436672.71,10630686.9,1139247307.0,28288214.9,0.0,898901694.0,0.0,0.0,0.0,9325926.94
['1+6'],6033781085.0,3274810071.0,5091714.21,14867124.2,5305059703.0,803648082.0,0.0,0.0,511581.936,0.0,487386.905,770749809.0,19930337.2,3854515416.0,0.0,0.0,4330004382.0,0.0,10581603.4,6981278354.0,2925600687.0,3261783451.0,3247053340.0,919198919.0,0.0,0.0,13790734.3,5684931297.0,937940.58,884666223.0,0.0,0.0,879694214.0,4867396316.0,214311.684,828139979.0,34770973.4,981263762.0,1288628262.0,2436672.71,10630686.9,1139247307.0,28288214.9,0.0,898901694.0,0.0,0.0,0.0,9325926.94
['1+21'],12405276.3,0.0,0.0,4854034.87,9393165.96,9029827.22,36991999.9,0.0,0.0,4099294.24,0.0,0.0,6102869.34,9569814.94,9990843.71,0.0,8359925.53,8675032.9,0.0,8657758.44,10084050.0,9582327.88,10947713.8,7807722.06,9693760.99,0.0,8189488.54,10346894.1,0.0,7409263.91,7255909.1,0.0,8139793.36,10427481.1,0.0,8835980.27,0.0,10187414.4,8858506.28,0.0,0.0,10002743.3,0.0,0.0,10565953.8,0.0,0.0,9645325.03,0.0
['1+21'],12405276.3,0.0,0.0,4854034.87,9393165.96,9029827.22,36991999.9,0.0,0.0,4099294.24,0.0,0.0,6102869.34,9569814.94,9990843.71,0.0,8359925.53,8675032.9,0.0,8657758.44,10084050.0,9582327.88,10947713.8,7807722.06,9693760.99,0.0,8189488.54,10346894.1,0.0,7409263.91,7255909.1,0.0,8139793.36,10427481.1,0.0,8835980.27,0.0,10187414.4,8858506.28,0.0,0.0,10002743.3,0.0,0.0,10565953.8,0.0,0.0,9645325.03,0.0
['1+25'],6561.875,3241.953,3914.324,0.0,7860.968,5185.113,3969.506,5564.436,0.0,0.0,4104.862,4975.633,3100.191,3235.791,6002.178,2819.571,5669.946,7050.78,0.0,3844.798,3944.448,4151.357,3107.439,5770.658,3711.727,3646.401,5473.665,5031.773,0.0,5480.761,0.0,3431.66,0.0,2015.703,0.0,5335.631,4163.199,4986.956,3560.746,3237.335,4673.415,3271.3,0.0,0.0,5362.438,3428.2,0.0,3056.516,5263.019
['1+25'],6561.875,3241.953,3914.324,0.0,7860.968,5185.113,3969.506,5564.436,0.0,0.0,4104.862,4975.633,3100.191,3235.791,6002.178,2819.571,5669.946,7050.78,0.0,3844.798,3944.448,4151.357,3107.439,5770.658,3711.727,3646.401,5473.665,5031.773,0.0,5480.761,0.0,3431.66,0.0,2015.703,0.0,5335.631,4163.199,4986.956,3560.746,3237.335,4673.415,3271.3,0.0,0.0,5362.438,3428.2,0.0,3056.516,5263.019
['1+28'],17923046.8,13071262.0,0.0,0.0,15825624.5,12761086.2,15344929.5,0.0,0.0,0.0,0.0,18013650.7,11721688.6,10443284.8,18617482.9,0.0,18482520.4,20967218.7,0.0,14271408.4,10102187.0,10483049.4,12404909.5,17152804.4,13928549.4,0.0,14766320.5,14683587.2,0.0,17020562.3,10176091.4,0.0,12820089.7,13770921.5,0.0,18264836.5,0.0,16451755.1,13767885.0,0.0,0.0,17875251.0,0.0,0.0,18288941.5,0.0,0.0,18527552.7,0.0
['1+28'],17923046.8,13071262.0,0.0,0.0,15825624.5,12761086.2,15344929.5,0.0,0.0,0.0,0.0,18013650.7,11721688.6,10443284.8,18617482.9,0.0,18482520.4,20967218.7,0.0,14271408.4,10102187.0,10483049.4,12404909.5,17152804.4,13928549.4,0.0,14766320.5,14683587.2,0.0,17020562.3,10176091.4,0.0,12820089.7,13770921.5,0.0,18264836.5,0.0,16451755.1,13767885.0,0.0,0.0,17875251.0,0.0,0.0,18288941.5,0.0,0.0,18527552.7,0.0
