,23,32,70,54,15,3,43,69,62,44,60,6,36,35,25,61,7,27,51,18,31,34,29,10,41,46,40,17,52,11,39,57,5,20,65,4,50,2,13,59,47,8,14,56,1,58,67,28,48
Label,B,B,A,A,A,C,A,C,C,C,A,A,C,C,B,B,B,A,A,B,C,C,A,B,A,C,B,C,C,B,C,B,C,C,B,A,C,B,C,A,B,A,B,A,B,B,B,B,B
['1+5'],0.0,0.0,0.0,0.0,159734.02,622733.416,19716.837,0.0,0.0,5462.107,0.0,891054.64,20805.347,15947.751,0.0,0.0,0.0,42926.976,0.0,25591.467,0.0,4316.532,0.0,0.0,11551.067,0.0,0.0,38045.736,0.0,784392.196,0.0,3739.259,24952.535,35999.303,0.0,688760.249,0.0,997813.334,44244.148,0.0,0.0,20189.274,0.0,0.0,955474.978,2805.428,0.0,0.0,0.0
['1+5'],0.0,0.0,0.0,0.0,159734.02,622733.416,19716.837,0.0,0.0,5462.107,0.0,891054.64,20805.347,15947.751,0.0,0.0,0.0,42926.976,0.0,25591.467,0.0,4316.532,0.0,0.0,11551.067,0.0,0.0,38045.736,0.0,784392.196,0.0,3739.259,24952.535,35999.303,0.0,688760.249,0.0,997813.334,44244.148,0.0,0.0,20189.274,0.0,0.0,955474.978,2805.428,0.0,0.0,0.0
['1+6'],6033781085.0,3274810071.0,5091714.21,14867124.2,5305059703.0,803648082.0,0.0,0.0,511581.936,0.0,487386.905,770749809.0,19930337.2,3854515416.0,0.0,0.0,4330004382.0,0.0,10581603.4,6981278354.0,2925600687.0,3261783451.0,3247053340.0,919198919.0,0.0,0.0,13790734.3,5684931297.0,937940.58,884666223.0,0.0,0.0,879694214.0,4867396316.0,214311.684,828139979.0,34770973.4,981263762.0,1288628262.0,2436672.71,10630686.9,1139247307.0,28288214.9,0.0,898901694.0,0.0,0.0,0.0,9325926.94
['1+6'],6033781085.0,3274810071.0,5091714.21,14867124.2,5305059703.0,803648082.0,0.0,0.0,511581.936,0.0,487386.905,770749809.0,19930337.2,3854515416.0,0.0,0.0,4330004382.0,0.0,10581603.4,6981278354.0,2925600687.0,3261783451.0,3247053340.0,919198919.0,0.0,0.0,13790734.3,5684931297.0,937940.58,884666223.0,0.0,0.0,879694214.0,4867396316.0,214311.684,828139979.0,34770973.4,981263762.0,1288628262.0,2436672.71,10630686.9,1139247307.0,28288214.9,0.0,898901694.0,0.0,0.0,0.0,9325926.94
['1+7'],0.0,0.0,203231.355,0.0,0.0,0.0,43353.084,191930.528,0.0,218180.18,284885.429,0.0,100290.564,0.0,0.0,27522.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208452.97,0.0,274903.999,0.0,434619.597,0.0,0.0,480464.945,0.0,0.0,0.0,0.0,90438.805,0.0,0.0,412333.99,344946.806,97642.971,0.0,0.0,0.0,430525.227,96010.382,0.0,346654.025
['1+7'],0.0,0.0,203231.355,0.0,0.0,0.0,43353.084,191930.528,0.0,218180.18,284885.429,0.0,100290.564,0.0,0.0,27522.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208452.97,0.0,274903.999,0.0,434619.597,0.0,0.0,480464.945,0.0,0.0,0.0,0.0,90438.805,0.0,0.0,412333.99,344946.806,97642.971,0.0,0.0,0.0,430525.227,96010.382,0.0,346654.025
['1+8'],6547422.21,4749229.08,484512.909,823622.021,0.0,7826859.99,7532080.3,451792.979,0.0,6899826.09,166485.687,9540291.59,8767518.37,6392154.69,9348952.59,0.0,6812535.12,11220255.1,0.0,9422084.6,5366860.11,8038747.03,5542404.38,5890853.85,4904266.52,4873556.3,7058954.82,10759142.3,0.0,5441384.44,6532479.41,4130057.75,7809815.23,10220478.0,0.0,7558361.52,8615050.83,5950439.08,10403407.4,1824788.3,5025602.19,8850356.56,0.0,0.0,10419771.3,4115425.48,0.0,8150250.58,5430524.85
['1+8'],6547422.21,4749229.08,484512.909,823622.021,0.0,7826859.99,7532080.3,451792.979,0.0,6899826.09,166485.687,9540291.59,8767518.37,6392154.69,9348952.59,0.0,6812535.12,11220255.1,0.0,9422084.6,5366860.11,8038747.03,5542404.38,5890853.85,4904266.52,4873556.3,7058954.82,10759142.3,0.0,5441384.44,6532479.41,4130057.75,7809815.23,10220478.0,0.0,7558361.52,8615050.83,5950439.08,10403407.4,1824788.3,5025602.19,8850356.56,0.0,0.0,10419771.3,4115425.48,0.0,8150250.58,5430524.85
['1+9'],283228.454,215636.513,0.0,3073180.59,242856.816,59293.762,286216.331,0.0,0.0,2400015.3,18573.956,336979.179,77139.956,77323.233,347142.643,0.0,376410.813,0.0,0.0,217539.333,89673.697,68863.314,250033.982,436946.492,262464.847,75693.096,348023.268,109174.01,1979515.39,384173.109,46094.023,252271.352,93000.941,69527.527,0.0,302461.106,92614.873,126790.656,127772.277,200719.34,544370.742,369639.359,0.0,0.0,281786.558,243152.154,0.0,377359.745,437582.606
['1+9'],283228.454,215636.513,0.0,3073180.59,242856.816,59293.762,286216.331,0.0,0.0,2400015.3,18573.956,336979.179,77139.956,77323.233,347142.643,0.0,376410.813,0.0,0.0,217539.333,89673.697,68863.314,250033.982,436946.492,262464.847,75693.096,348023.268,109174.01,1979515.39,384173.109,46094.023,252271.352,93000.941,69527.527,0.0,302461.106,92614.873,126790.656,127772.277,200719.34,544370.742,369639.359,0.0,0.0,281786.558,243152.154,0.0,377359.745,437582.606
['1+10'],0.0,2349.616,0.0,0.0,32030.633,31938.762,3076.64,0.0,0.0,0.0,3509.439,0.0,15746.08,3841.312,0.0,0.0,26895.965,23186.507,0.0,17856.998,2790.191,0.0,0.0,17498.634,0.0,4097.338,2940.033,21629.732,0.0,9963.95,3372.65,2701.033,57671.714,10079.5,0.0,24386.705,20330.239,23821.121,21796.037,0.0,5606.311,24177.358,0.0,11.345,0.0,4442.909,0.0,25180.576,8317.924
['1+10'],0.0,2349.616,0.0,0.0,32030.633,31938.762,3076.64,0.0,0.0,0.0,3509.439,0.0,15746.08,3841.312,0.0,0.0,26895.965,23186.507,0.0,17856.998,2790.191,0.0,0.0,17498.634,0.0,4097.338,2940.033,21629.732,0.0,9963.95,3372.65,2701.033,57671.714,10079.5,0.0,24386.705,20330.239,23821.121,21796.037,0.0,5606.311,24177.358,0.0,11.345,0.0,4442.909,0.0,25180.576,8317.924
['1+11'],0.0,146308.601,0.0,0.0,0.0,0.0,126481.831,0.0,0.0,522580.04,0.0,53356.329,0.0,173079.371,61461.217,0.0,0.0,135865.491,0.0,123395.963,63950.514,64884.517,149881.055,36772.525,102661.352,0.0,0.0,107858.194,369120.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118402.303,0.0,0.0,179566.731,193868.106
['1+11'],0.0,146308.601,0.0,0.0,0.0,0.0,126481.831,0.0,0.0,522580.04,0.0,53356.329,0.0,173079.371,61461.217,0.0,0.0,135865.491,0.0,123395.963,63950.514,64884.517,149881.055,36772.525,102661.352,0.0,0.0,107858.194,369120.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118402.303,0.0,0.0,179566.731,193868.106
['1+12'],113277.376,286244.15,201978.392,330721.793,317859.876,192533.498,284326.113,255105.299,0.0,339477.234,137289.527,242490.809,270082.492,217000.128,309062.546,54959.454,230074.406,336206.005,0.0,275946.527,257623.905,233498.561,271800.301,208888.229,217522.839,292406.321,238224.706,311600.1,351553.97,142628.831,207182.363,170762.364,193555.905,265977.941,0.0,234659.948,286624.199,48810.599,238675.64,181934.669,249918.612,254595.615,0.0,0.0,251646.903,152675.385,79955.123,204201.92,244595.086
['1+12'],113277.376,286244.15,201978.392,330721.793,317859.876,192533.498,284326.113,255105.299,0.0,339477.234,137289.527,242490.809,270082.492,217000.128,309062.546,54959.454,230074.406,336206.005,0.0,275946.527,257623.905,233498.561,271800.301,208888.229,217522.839,292406.321,238224.706,311600.1,351553.97,142628.831,207182.363,170762.364,193555.905,265977.941,0.0,234659.948,286624.199,48810.599,238675.64,181934.669,249918.612,254595.615,0.0,0.0,251646.903,152675.385,79955.123,204201.92,244595.086
['1+13'],14158.082,74622.015,0.0,4116518.12,40158.648,0.0,49677.153,0.0,0.0,172988.314,0.0,73040.144,32560.167,12259.57,58408.212,455511.241,0.0,76505.041,0.0,13605.684,44176.679,0.0,0.0,269276.776,366250.824,26764.272,394266.956,12228.599,96495.846,187097.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62640.47,0.0,0.0,558019.996,272725.986,0.0,0.0,0.0,184467.432,167980.741,76943.012,562501.788
['1+13'],14158.082,74622.015,0.0,4116518.12,40158.648,0.0,49677.153,0.0,0.0,172988.314,0.0,73040.144,32560.167,12259.57,58408.212,455511.241,0.0,76505.041,0.0,13605.684,44176.679,0.0,0.0,269276.776,366250.824,26764.272,394266.956,12228.599,96495.846,187097.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62640.47,0.0,0.0,558019.996,272725.986,0.0,0.0,0.0,184467.432,167980.741,76943.012,562501.788
['1+14'],300715.265,183178.984,0.0,214815.906,278813.878,207269.095,243523.429,0.0,0.0,263187.62,8744.212,268694.146,96947.677,127815.622,378589.152,0.0,217988.874,378607.557,0.0,271741.899,146034.164,166077.115,193346.246,119905.552,128541.046,183896.592,205449.786,107122.627,305419.098,193119.685,135065.665,0.0,217595.367,334254.059,0.0,230884.486,238721.21,146144.333,242955.64,14472.172,185410.096,222877.604,0.0,0.0,154015.262,6146.189,0.0,98697.525,174798.586
['1+14'],300715.265,183178.984,0.0,214815.906,278813.878,207269.095,243523.429,0.0,0.0,263187.62,8744.212,268694.146,96947.677,127815.622,378589.152,0.0,217988.874,378607.557,0.0,271741.899,146034.164,166077.115,193346.246,119905.552,128541.046,183896.592,205449.786,107122.627,305419.098,193119.685,135065.665,0.0,217595.367,334254.059,0.0,230884.486,238721.21,146144.333,242955.64,14472.172,185410.096,222877.604,0.0,0.0,154015.262,6146.189,0.0,98697.525,174798.586
['1+15'],177459.968,156998.32,179413.689,0.0,292513.281,247829.979,0.0,0.0,0.0,0.0,114551.359,327033.318,261996.114,179722.135,332319.785,0.0,298874.026,374877.671,0.0,0.0,197527.302,0.0,172093.995,243432.332,161635.134,0.0,0.0,305044.782,0.0,254771.186,0.0,109428.015,257671.048,292747.291,0.0,288260.817,234643.304,194125.392,288302.996,63989.975,0.0,276944.56,0.0,0.0,0.0,106621.8,1205961.0,308004.292,0.0
['1+15'],177459.968,156998.32,179413.689,0.0,292513.281,247829.979,0.0,0.0,0.0,0.0,114551.359,327033.318,261996.114,179722.135,332319.785,0.0,298874.026,374877.671,0.0,0.0,197527.302,0.0,172093.995,243432.332,161635.134,0.0,0.0,305044.782,0.0,254771.186,0.0,109428.015,257671.048,292747.291,0.0,288260.817,234643.304,194125.392,288302.996,63989.975,0.0,276944.56,0.0,0.0,0.0,106621.8,1205961.0,308004.292,0.0
['1+16'],316580.37,307753.095,137043.041,731539.898,896501.817,1936256.12,518804.645,109747.113,0.0,428686.077,50364.189,3035934.95,248032.388,0.0,0.0,19176.652,569654.201,478053.398,0.0,519809.366,282056.613,231573.708,568480.078,676588.247,269958.222,237621.883,364236.803,446260.38,286151.207,2642907.03,190010.838,453607.741,534276.704,323979.264,0.0,2272484.4,238980.511,1697826.48,641937.585,220291.257,441953.238,484946.872,0.0,0.0,3071653.12,351854.778,12082.641,377547.659,433205.918
['1+16'],316580.37,307753.095,137043.041,731539.898,896501.817,1936256.12,518804.645,109747.113,0.0,428686.077,50364.189,3035934.95,248032.388,0.0,0.0,19176.652,569654.201,478053.398,0.0,519809.366,282056.613,231573.708,568480.078,676588.247,269958.222,237621.883,364236.803,446260.38,286151.207,2642907.03,190010.838,453607.741,534276.704,323979.264,0.0,2272484.4,238980.511,1697826.48,641937.585,220291.257,441953.238,484946.872,0.0,0.0,3071653.12,351854.778,12082.641,377547.659,433205.918
['1+17'],8690.429,0.0,0.0,0.0,26482.052,60339.429,15754.731,0.0,0.0,0.0,0.0,81167.223,0.0,0.0,9595.577,0.0,238219.906,23491.4,0.0,10946.419,0.0,0.0,12200.139,83153.652,0.0,46950.514,0.0,9669.582,0.0,33686.944,0.0,0.0,176807.62,12215.539,0.0,75308.74,0.0,65283.802,72721.883,0.0,15939.478,127082.317,0.0,0.0,164666.409,0.0,0.0,9120.763,13662.381
['1+17'],8690.429,0.0,0.0,0.0,26482.052,60339.429,15754.731,0.0,0.0,0.0,0.0,81167.223,0.0,0.0,9595.577,0.0,238219.906,23491.4,0.0,10946.419,0.0,0.0,12200.139,83153.652,0.0,46950.514,0.0,9669.582,0.0,33686.944,0.0,0.0,176807.62,12215.539,0.0,75308.74,0.0,65283.802,72721.883,0.0,15939.478,127082.317,0.0,0.0,164666.409,0.0,0.0,9120.763,13662.381
['1+18'],36552.099,20461.272,9686.31,86755.214,26225.884,14659.321,47261.055,2370.632,0.0,66376.334,3132.761,18230.526,35889.378,22376.543,34993.266,6407.175,20003.584,64340.978,0.0,14568.099,30303.31,30347.798,33847.523,9208.345,37047.891,28706.031,49939.485,0.0,62545.827,26076.277,24748.868,3453.381,14336.182,19952.954,0.0,16611.371,35018.213,7548.822,8844.091,7139.615,52511.478,18222.575,0.0,0.0,10972.514,3385.078,4713.814,48462.417,56683.091
['1+18'],36552.099,20461.272,9686.31,86755.214,26225.884,14659.321,47261.055,2370.632,0.0,66376.334,3132.761,18230.526,35889.378,22376.543,34993.266,6407.175,20003.584,64340.978,0.0,14568.099,30303.31,30347.798,33847.523,9208.345,37047.891,28706.031,49939.485,0.0,62545.827,26076.277,24748.868,3453.381,14336.182,19952.954,0.0,16611.371,35018.213,7548.822,8844.091,7139.615,52511.478,18222.575,0.0,0.0,10972.514,3385.078,4713.814,48462.417,56683.091
['1+19'],760428.927,661671.225,795298.205,10439.819,665342.766,382034.513,958508.231,951666.866,8207.757,962309.133,1268424.69,824378.884,497004.937,368384.246,859023.265,751730.575,996732.604,932235.095,19315.0,733914.817,454100.885,477075.827,647115.445,950672.077,995406.615,767708.259,1150463.08,431273.559,44961.035,1082952.08,394749.317,1788156.38,378091.485,491433.684,0.0,632473.847,883786.166,363763.033,395190.2,1423202.38,1494913.72,933537.838,0.0,0.0,591502.468,1419612.3,497619.834,1085707.22,1505040.76
['1+19'],760428.927,661671.225,795298.205,10439.819,665342.766,382034.513,958508.231,951666.866,8207.757,962309.133,1268424.69,824378.884,497004.937,368384.246,859023.265,751730.575,996732.604,932235.095,19315.0,733914.817,454100.885,477075.827,647115.445,950672.077,995406.615,767708.259,1150463.08,431273.559,44961.035,1082952.08,394749.317,1788156.38,378091.485,491433.684,0.0,632473.847,883786.166,363763.033,395190.2,1423202.38,1494913.72,933537.838,0.0,0.0,591502.468,1419612.3,497619.834,1085707.22,1505040.76
['1+20'],12273525.8,5297087.56,0.0,375613965.0,0.0,0.0,40214780.9,119909510.0,103517535.0,59920209.3,117793157.0,0.0,15188005.7,16172575.0,4940328.26,113207530.0,0.0,23963980.2,353148259.0,312892.63,13843161.0,23074222.3,18927284.4,0.0,92372.397,145937849.0,24276086.2,397637.353,7084805.01,0.0,19925512.2,65910836.7,0.0,167084.468,1048286.21,0.0,40820163.4,0.0,0.0,62379625.1,49429999.6,0.0,0.0,0.0,0.0,61676073.6,76850147.2,36335.518,67029267.6
['1+20'],12273525.8,5297087.56,0.0,375613965.0,0.0,0.0,40214780.9,119909510.0,103517535.0,59920209.3,117793157.0,0.0,15188005.7,16172575.0,4940328.26,113207530.0,0.0,23963980.2,353148259.0,312892.63,13843161.0,23074222.3,18927284.4,0.0,92372.397,145937849.0,24276086.2,397637.353,7084805.01,0.0,19925512.2,65910836.7,0.0,167084.468,1048286.21,0.0,40820163.4,0.0,0.0,62379625.1,49429999.6,0.0,0.0,0.0,0.0,61676073.6,76850147.2,36335.518,67029267.6
['1+21'],12405276.3,0.0,0.0,4854034.87,9393165.96,9029827.22,36991999.9,0.0,0.0,4099294.24,0.0,0.0,6102869.34,9569814.94,9990843.71,0.0,8359925.53,8675032.9,0.0,8657758.44,10084050.0,9582327.88,10947713.8,7807722.06,9693760.99,0.0,8189488.54,10346894.1,0.0,7409263.91,7255909.1,0.0,8139793.36,10427481.1,0.0,8835980.27,0.0,10187414.4,8858506.28,0.0,0.0,10002743.3,0.0,0.0,10565953.8,0.0,0.0,9645325.03,0.0
['1+21'],12405276.3,0.0,0.0,4854034.87,9393165.96,9029827.22,36991999.9,0.0,0.0,4099294.24,0.0,0.0,6102869.34,9569814.94,9990843.71,0.0,8359925.53,8675032.9,0.0,8657758.44,10084050.0,9582327.88,10947713.8,7807722.06,9693760.99,0.0,8189488.54,10346894.1,0.0,7409263.91,7255909.1,0.0,8139793.36,10427481.1,0.0,8835980.27,0.0,10187414.4,8858506.28,0.0,0.0,10002743.3,0.0,0.0,10565953.8,0.0,0.0,9645325.03,0.0
['1+22'],97196.563,120581.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77953.108,135166.531,71685.553,0.0,0.0,356437.481,0.0,0.0,0.0,75736.323,0.0,0.0,242879.788,0.0,0.0,124337.49,0.0,255454.922,0.0,0.0,0.0,0.0,0.0,78223.709,0.0,0.0,243958.906,0.0,0.0,0.0,162788.856,252091.88,110229.857,277319.248,217256.199
['1+22'],97196.563,120581.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77953.108,135166.531,71685.553,0.0,0.0,356437.481,0.0,0.0,0.0,75736.323,0.0,0.0,242879.788,0.0,0.0,124337.49,0.0,255454.922,0.0,0.0,0.0,0.0,0.0,78223.709,0.0,0.0,243958.906,0.0,0.0,0.0,162788.856,252091.88,110229.857,277319.248,217256.199
['1+23'],715498.674,535908.627,379298.997,1914531.47,564027.303,449998.807,0.0,0.0,0.0,305417.987,229139.934,726965.608,349148.525,176122.294,0.0,53068.469,1010746.43,0.0,0.0,735107.57,0.0,256007.346,0.0,1413537.89,1005011.14,344210.408,774328.832,409935.443,496603.407,1026645.66,313833.188,233883.005,258000.564,0.0,0.0,1132049.52,291589.636,572702.254,1147597.2,186444.293,1170841.32,0.0,0.0,0.0,753766.974,307113.952,106984.344,974862.053,1149480.19
['1+23'],715498.674,535908.627,379298.997,1914531.47,564027.303,449998.807,0.0,0.0,0.0,305417.987,229139.934,726965.608,349148.525,176122.294,0.0,53068.469,1010746.43,0.0,0.0,735107.57,0.0,256007.346,0.0,1413537.89,1005011.14,344210.408,774328.832,409935.443,496603.407,1026645.66,313833.188,233883.005,258000.564,0.0,0.0,1132049.52,291589.636,572702.254,1147597.2,186444.293,1170841.32,0.0,0.0,0.0,753766.974,307113.952,106984.344,974862.053,1149480.19
['1+24'],2714271.84,1521011.73,3269489.54,4989401.36,1666812.09,240300.764,3214110.9,2719217.5,7914.998,0.0,1626861.96,707155.821,1626579.64,1303951.01,1513508.7,1210888.31,1222579.67,1907154.38,0.0,1016656.74,1723000.0,2357205.46,1895968.28,960939.128,1114053.0,3675179.86,2307948.93,519793.224,6887017.77,1104382.69,1232808.07,3388588.11,136293.454,1231707.81,0.0,650444.818,3217254.99,706851.344,237748.409,0.0,3006713.25,0.0,0.0,482.283,676108.372,1917936.52,1346785.48,2390910.06,3064135.64
['1+24'],2714271.84,1521011.73,3269489.54,4989401.36,1666812.09,240300.764,3214110.9,2719217.5,7914.998,0.0,1626861.96,707155.821,1626579.64,1303951.01,1513508.7,1210888.31,1222579.67,1907154.38,0.0,1016656.74,1723000.0,2357205.46,1895968.28,960939.128,1114053.0,3675179.86,2307948.93,519793.224,6887017.77,1104382.69,1232808.07,3388588.11,136293.454,1231707.81,0.0,650444.818,3217254.99,706851.344,237748.409,0.0,3006713.25,0.0,0.0,482.283,676108.372,1917936.52,1346785.48,2390910.06,3064135.64
['1+25'],6561.875,3241.953,3914.324,0.0,7860.968,5185.113,3969.506,5564.436,0.0,0.0,4104.862,4975.633,3100.191,3235.791,6002.178,2819.571,5669.946,7050.78,0.0,3844.798,3944.448,4151.357,3107.439,5770.658,3711.727,3646.401,5473.665,5031.773,0.0,5480.761,0.0,3431.66,0.0,2015.703,0.0,5335.631,4163.199,4986.956,3560.746,3237.335,4673.415,3271.3,0.0,0.0,5362.438,3428.2,0.0,3056.516,5263.019
['1+25'],6561.875,3241.953,3914.324,0.0,7860.968,5185.113,3969.506,5564.436,0.0,0.0,4104.862,4975.633,3100.191,3235.791,6002.178,2819.571,5669.946,7050.78,0.0,3844.798,3944.448,4151.357,3107.439,5770.658,3711.727,3646.401,5473.665,5031.773,0.0,5480.761,0.0,3431.66,0.0,2015.703,0.0,5335.631,4163.199,4986.956,3560.746,3237.335,4673.415,3271.3,0.0,0.0,5362.438,3428.2,0.0,3056.516,5263.019
['1+26'],273622.517,264171.902,804698.337,677855.457,242582.508,122793.306,350136.879,936863.624,232466.988,335657.042,381003.591,273592.829,362485.434,249570.788,279962.219,344638.289,236435.176,477076.525,0.0,257584.239,280687.34,322183.106,327253.436,333216.149,431838.742,168864.345,458584.74,204807.972,474556.076,211927.932,218625.214,389284.318,123359.826,253886.643,179444.473,160946.088,289394.032,142773.443,277611.157,383267.055,334954.002,216936.08,0.0,0.0,140476.301,409416.419,481778.875,288643.064,403789.916
['1+26'],273622.517,264171.902,804698.337,677855.457,242582.508,122793.306,350136.879,936863.624,232466.988,335657.042,381003.591,273592.829,362485.434,249570.788,279962.219,344638.289,236435.176,477076.525,0.0,257584.239,280687.34,322183.106,327253.436,333216.149,431838.742,168864.345,458584.74,204807.972,474556.076,211927.932,218625.214,389284.318,123359.826,253886.643,179444.473,160946.088,289394.032,142773.443,277611.157,383267.055,334954.002,216936.08,0.0,0.0,140476.301,409416.419,481778.875,288643.064,403789.916
['1+27'],2212860.2,0.0,0.0,0.0,3390833.47,2800137.17,0.0,0.0,0.0,0.0,0.0,2835934.22,0.0,0.0,1820064.52,0.0,2821433.75,1943794.78,182009.226,3355682.74,0.0,1424049.64,1112521.5,2693464.12,0.0,0.0,1560725.6,0.0,0.0,2690609.16,0.0,0.0,2777585.2,0.0,0.0,2636436.96,1002288.92,2864602.27,2530808.53,0.0,0.0,5096588.99,302957.59,0.0,2519431.31,0.0,0.0,1716759.12,0.0
['1+27'],2212860.2,0.0,0.0,0.0,3390833.47,2800137.17,0.0,0.0,0.0,0.0,0.0,2835934.22,0.0,0.0,1820064.52,0.0,2821433.75,1943794.78,182009.226,3355682.74,0.0,1424049.64,1112521.5,2693464.12,0.0,0.0,1560725.6,0.0,0.0,2690609.16,0.0,0.0,2777585.2,0.0,0.0,2636436.96,1002288.92,2864602.27,2530808.53,0.0,0.0,5096588.99,302957.59,0.0,2519431.31,0.0,0.0,1716759.12,0.0
['1+28'],17923046.8,13071262.0,0.0,0.0,15825624.5,12761086.2,15344929.5,0.0,0.0,0.0,0.0,18013650.7,11721688.6,10443284.8,18617482.9,0.0,18482520.4,20967218.7,0.0,14271408.4,10102187.0,10483049.4,12404909.5,17152804.4,13928549.4,0.0,14766320.5,14683587.2,0.0,17020562.3,10176091.4,0.0,12820089.7,13770921.5,0.0,18264836.5,0.0,16451755.1,13767885.0,0.0,0.0,17875251.0,0.0,0.0,18288941.5,0.0,0.0,18527552.7,0.0
